date,year,month,mc,v_flow_mean_forecast,v_flow_mean,v_loss_cover,v_rainfall_total,scenario
2020-11-01,2020,11,23,85.665764,0,0.05029,111.33,Def_75%_P_A2
2020-12-01,2020,12,23,19.884779,0,0.05044,12.04,Def_75%_P_A2
2021-01-01,2021,1,23,19.534014,0,0.05059,19.06,Def_75%_P_A2
2021-02-01,2021,2,23,17.572508,0,0.05074,7.02,Def_75%_P_A2
2021-03-01,2021,3,23,19.534014,0,0.05089,19.06,Def_75%_P_A2
2021-04-01,2021,4,23,115.08339,0,0.05104,162.48,Def_75%_P_A2
2021-05-01,2021,5,23,214.56685,0,0.05119,422.24,Def_75%_P_A2
2021-06-01,2021,6,23,214.3988,0,0.05134,362.69,Def_75%_P_A2
2021-07-01,2021,7,23,187.34157,0,0.05149,289.23,Def_75%_P_A2
2021-08-01,2021,8,23,217.19179,0,0.05164,353.46,Def_75%_P_A2
2021-09-01,2021,9,23,122.141075,0,0.05179,246.3,Def_75%_P_A2
2021-10-01,2021,10,23,139.9197,0,0.05194,203.6,Def_75%_P_A2
2021-11-01,2021,11,23,151.82347,0,0.05209,196.58,Def_75%_P_A2
2021-12-01,2021,12,23,84.86987,0,0.05224,109.32,Def_75%_P_A2
2020-01-01,2020,1,24,15.235262,0,0.17823,88.14,Def_75%_P_A2
2020-02-01,2020,2,24,11.689206,0,0.17877,59.34,Def_75%_P_A2
2020-03-01,2020,3,24,13.897952,0,0.1793,229.7,Def_75%_P_A2
2020-04-01,2020,4,24,20.187288,0,0.17983,214.84,Def_75%_P_A2
2020-05-01,2020,5,24,16.566536,0,0.18036,121.57,Def_75%_P_A2
2020-06-01,2020,6,24,12.754071,0,0.1809,82.64,Def_75%_P_A2
2020-07-01,2020,7,24,11.489996,0,0.18143,64.39,Def_75%_P_A2
2020-08-01,2020,8,24,11.28389,0,0.18196,69.87,Def_75%_P_A2
2020-09-01,2020,9,24,14.226729,0,0.18249,181.85,Def_75%_P_A2
2020-10-01,2020,10,24,59.201782,0,0.18303,545.44,Def_75%_P_A2
2020-11-01,2020,11,24,13.730254,0,0.18356,199.79,Def_75%_P_A2
2020-12-01,2020,12,24,12.220267,0,0.18409,14.32,Def_75%_P_A2
2021-01-01,2021,1,24,12.087683,0,0.18462,37.46,Def_75%_P_A2
2021-02-01,2021,2,24,10.935533,0,0.18516,14.8,Def_75%_P_A2
2021-03-01,2021,3,24,12.141371,0,0.18569,99.01,Def_75%_P_A2
2021-04-01,2021,4,24,18.355444,0,0.18622,311.85,Def_75%_P_A2
2021-05-01,2021,5,24,18.904503,0,0.18675,264.16,Def_75%_P_A2
2021-06-01,2021,6,24,15.1083975,0,0.18729,87.54,Def_75%_P_A2
2021-07-01,2021,7,24,12.600097,0,0.18782,50.53,Def_75%_P_A2
2021-08-01,2021,8,24,10.719689,0,0.18835,18.33,Def_75%_P_A2
2021-09-01,2021,9,24,18.904503,0,0.18888,263.85,Def_75%_P_A2
2021-10-01,2021,10,24,19.159615,0,0.18942,294.67,Def_75%_P_A2
2021-11-01,2021,11,24,21.52285,0,0.18995,268.52,Def_75%_P_A2
2021-12-01,2021,12,24,15.235262,0,0.19048,87.83,Def_75%_P_A2
2020-01-01,2020,1,25,7.1761217,0,0.06367,18.73,Def_75%_P_A2
2020-02-01,2020,2,25,5.4528813,0,0.06387,0.0,Def_75%_P_A2
2020-03-01,2020,3,25,6.341512,0,0.06406,12.82,Def_75%_P_A2
2020-04-01,2020,4,25,6.7823396,0,0.06426,73.45,Def_75%_P_A2
2020-05-01,2020,5,25,5.9106884,0,0.06445,265.7,Def_75%_P_A2
2020-06-01,2020,6,25,6.752719,0,0.06465,83.8,Def_75%_P_A2
2020-07-01,2020,7,25,6.8317037,0,0.06484,27.61,Def_75%_P_A2
2020-08-01,2020,8,25,5.4528813,0,0.06504,0.0,Def_75%_P_A2
2020-09-01,2020,9,25,6.6694527,0,0.06523,4.93,Def_75%_P_A2
2020-10-01,2020,10,25,5.855444,0,0.06543,180.34,Def_75%_P_A2
2020-11-01,2020,11,25,6.2392764,0,0.06562,638.45,Def_75%_P_A2
2020-12-01,2020,12,25,6.6504426,0,0.06582,32.04,Def_75%_P_A2
2021-01-01,2021,1,25,5.4528813,0,0.06601,0.0,Def_75%_P_A2
2021-02-01,2021,2,25,5.4528813,0,0.06621,0.0,Def_75%_P_A2
2021-03-01,2021,3,25,5.4528813,0,0.0664,0.0,Def_75%_P_A2
2021-04-01,2021,4,25,7.487255,0,0.0666,22.68,Def_75%_P_A2
2021-05-01,2021,5,25,7.011159,0,0.06679,74.93,Def_75%_P_A2
2021-06-01,2021,6,25,6.0646176,0,0.06699,347.04,Def_75%_P_A2
2021-07-01,2021,7,25,5.6693954,0,0.06718,2.96,Def_75%_P_A2
2021-08-01,2021,8,25,5.0986,0,0.06738,1.97,Def_75%_P_A2
2021-09-01,2021,9,25,5.4528813,0,0.06757,0.0,Def_75%_P_A2
2021-10-01,2021,10,25,7.0490885,0,0.06777,36.48,Def_75%_P_A2
2021-11-01,2021,11,25,5.9106884,0,0.06796,264.85,Def_75%_P_A2
2021-12-01,2021,12,25,5.855444,0,0.06816,180.48,Def_75%_P_A2
2020-01-01,2020,1,26,35.919273,0,0.06888,178.36,Def_75%_P_A2
2020-02-01,2020,2,26,12.636509,0,0.0691,63.23,Def_75%_P_A2
2020-03-01,2020,3,26,18.855759,0,0.06932,87.99,Def_75%_P_A2
2020-04-01,2020,4,26,46.767998,0,0.06953,395.93,Def_75%_P_A2
2020-05-01,2020,5,26,47.320633,0,0.06975,249.24,Def_75%_P_A2
2020-06-01,2020,6,26,36.300938,0,0.06997,183.03,Def_75%_P_A2
2020-07-01,2020,7,26,23.358955,0,0.07019,154.62,Def_75%_P_A2
2020-08-01,2020,8,26,18.026047,0,0.0704,84.89,Def_75%_P_A2
2020-09-01,2020,9,26,14.311836,0,0.07062,28.54,Def_75%_P_A2
2020-10-01,2020,10,26,49.641354,0,0.07084,213.35,Def_75%_P_A2
2020-11-01,2020,11,26,50.063763,0,0.07106,635.65,Def_75%_P_A2
2020-12-01,2020,12,26,29.31557,0,0.07127,169.19,Def_75%_P_A2
2021-01-01,2021,1,26,21.948273,0,0.07149,5.1,Def_75%_P_A2
2021-02-01,2021,2,26,13.401648,0,0.07171,23.44,Def_75%_P_A2
2021-03-01,2021,3,26,13.845,0,0.07193,60.86,Def_75%_P_A2
2021-04-01,2021,4,26,51.866566,0,0.07214,197.51,Def_75%_P_A2
2021-05-01,2021,5,26,44.668728,0,0.07236,274.68,Def_75%_P_A2
2021-06-01,2021,6,26,52.184204,0,0.07258,224.86,Def_75%_P_A2
2021-07-01,2021,7,26,18.722958,0,0.0728,109.61,Def_75%_P_A2
2021-08-01,2021,8,26,12.5771675,0,0.07301,64.04,Def_75%_P_A2
2021-09-01,2021,9,26,25.246185,0,0.07323,3.06,Def_75%_P_A2
2021-10-01,2021,10,26,48.854904,0,0.07345,218.96,Def_75%_P_A2
2021-11-01,2021,11,26,47.518757,0,0.07367,304.79,Def_75%_P_A2
2021-12-01,2021,12,26,46.767998,0,0.07388,394.57,Def_75%_P_A2
2020-01-01,2020,1,27,12.866231,0,0.04443,160.78,Def_75%_P_A2
2020-02-01,2020,2,27,5.111699,0,0.04458,48.82,Def_75%_P_A2
2020-03-01,2020,3,27,9.963584,0,0.04472,126.02,Def_75%_P_A2
2020-04-01,2020,4,27,14.076567,0,0.04486,110.04,Def_75%_P_A2
2020-05-01,2020,5,27,12.29357,0,0.045,134.88,Def_75%_P_A2
2020-06-01,2020,6,27,7.7882457,0,0.04515,54.24,Def_75%_P_A2
2020-07-01,2020,7,27,4.8409543,0,0.04529,44.94,Def_75%_P_A2
2020-08-01,2020,8,27,5.4805884,0,0.04543,38.2,Def_75%_P_A2
2020-09-01,2020,9,27,5.610173,0,0.04557,29.77,Def_75%_P_A2
2020-10-01,2020,10,27,22.705938,0,0.04572,72.17,Def_75%_P_A2
2020-11-01,2020,11,27,20.445887,0,0.04586,376.99,Def_75%_P_A2
2020-12-01,2020,12,27,9.42189,0,0.046,117.17,Def_75%_P_A2
2021-01-01,2021,1,27,5.3850374,0,0.04614,41.06,Def_75%_P_A2
2021-02-01,2021,2,27,5.83907,0,0.04629,51.52,Def_75%_P_A2
2021-03-01,2021,3,27,4.854254,0,0.04643,7.19,Def_75%_P_A2
2021-04-01,2021,4,27,9.580887,0,0.04657,58.22,Def_75%_P_A2
2021-05-01,2021,5,27,9.375541,0,0.04671,121.63,Def_75%_P_A2
2021-06-01,2021,6,27,11.206328,0,0.04686,141.09,Def_75%_P_A2
2021-07-01,2021,7,27,5.2776265,0,0.047,24.27,Def_75%_P_A2
2021-08-01,2021,8,27,4.2161636,0,0.04714,35.9,Def_75%_P_A2
2021-09-01,2021,9,27,4.8171787,0,0.04728,26.39,Def_75%_P_A2
2021-10-01,2021,10,27,12.116799,0,0.04743,170.89,Def_75%_P_A2
2021-11-01,2021,11,27,12.141867,0,0.04757,97.08,Def_75%_P_A2
2021-12-01,2021,12,27,12.041332,0,0.04771,193.89,Def_75%_P_A2
2020-01-01,2020,1,28,52.511787,0,0.06043,161.75,Def_75%_P_A2
2020-02-01,2020,2,28,16.970995,0,0.06061,0.0,Def_75%_P_A2
2020-03-01,2020,3,28,16.311817,0,0.0608,25.49,Def_75%_P_A2
2020-04-01,2020,4,28,17.691525,0,0.06099,71.56,Def_75%_P_A2
2020-05-01,2020,5,28,101.19397,0,0.06118,378.39,Def_75%_P_A2
2020-06-01,2020,6,28,62.00774,0,0.06136,421.52,Def_75%_P_A2
2020-07-01,2020,7,28,99.6241,0,0.06155,470.53,Def_75%_P_A2
2020-08-01,2020,8,28,91.20495,0,0.06174,317.61,Def_75%_P_A2
2020-09-01,2020,9,28,130.30855,0,0.06193,651.88,Def_75%_P_A2
2020-10-01,2020,10,28,77.39585,0,0.06211,269.58,Def_75%_P_A2
2020-11-01,2020,11,28,136.17442,0,0.0623,674.23,Def_75%_P_A2
2020-12-01,2020,12,28,49.595905,0,0.06249,184.29,Def_75%_P_A2
2021-01-01,2021,1,28,19.293661,0,0.06268,1.96,Def_75%_P_A2
2021-02-01,2021,2,28,16.970995,0,0.06286,0.0,Def_75%_P_A2
2021-03-01,2021,3,28,16.385426,0,0.06305,49.99,Def_75%_P_A2
2021-04-01,2021,4,28,109.47319,0,0.06324,412.7,Def_75%_P_A2
2021-05-01,2021,5,28,103.831436,0,0.06343,394.07,Def_75%_P_A2
2021-06-01,2021,6,28,77.39585,0,0.06361,271.54,Def_75%_P_A2
2021-07-01,2021,7,28,101.20749,0,0.0638,374.46,Def_75%_P_A2
2021-08-01,2021,8,28,101.536995,0,0.06399,481.31,Def_75%_P_A2
2021-09-01,2021,9,28,101.20749,0,0.06418,370.54,Def_75%_P_A2
2021-10-01,2021,10,28,109.47319,0,0.06436,409.75,Def_75%_P_A2
2021-11-01,2021,11,28,101.536995,0,0.06455,482.3,Def_75%_P_A2
2021-12-01,2021,12,28,66.73862,0,0.06474,256.83,Def_75%_P_A2
2020-01-01,2020,1,29,58.195915,0,0.01794,680.48,Def_75%_P_A2
2020-02-01,2020,2,29,57.588383,0,0.01799,672.6,Def_75%_P_A2
2020-03-01,2020,3,29,56.686344,0,0.01804,515.36,Def_75%_P_A2
2020-04-01,2020,4,29,56.842308,0,0.01809,504.68,Def_75%_P_A2
2020-05-01,2020,5,29,65.3664,0,0.01815,851.66,Def_75%_P_A2
2020-06-01,2020,6,29,60.3946,0,0.0182,1074.23,Def_75%_P_A2
2020-07-01,2020,7,29,60.79721,0,0.01825,752.51,Def_75%_P_A2
2020-08-01,2020,8,29,66.093666,0,0.0183,906.99,Def_75%_P_A2
2020-09-01,2020,9,29,60.3946,0,0.01836,1073.81,Def_75%_P_A2
2020-10-01,2020,10,29,55.65727,0,0.01841,481.82,Def_75%_P_A2
2020-11-01,2020,11,29,61.098495,0,0.01846,790.23,Def_75%_P_A2
2020-12-01,2020,12,29,57.03165,0,0.01851,1141.84,Def_75%_P_A2
2021-01-01,2021,1,29,55.946346,0,0.01857,449.32,Def_75%_P_A2
2021-02-01,2021,2,29,54.390156,0,0.01862,228.42,Def_75%_P_A2
2021-03-01,2021,3,29,53.65197,0,0.01867,542.85,Def_75%_P_A2
2021-04-01,2021,4,29,58.213787,0,0.01872,639.33,Def_75%_P_A2
2021-05-01,2021,5,29,58.460747,0,0.01878,647.54,Def_75%_P_A2
2021-06-01,2021,6,29,58.30296,0,0.01883,719.21,Def_75%_P_A2
2021-07-01,2021,7,29,61.895634,0,0.01888,826.98,Def_75%_P_A2
2021-08-01,2021,8,29,65.22023,0,0.01893,852.46,Def_75%_P_A2
2021-09-01,2021,9,29,61.078022,0,0.01899,1037.36,Def_75%_P_A2
2021-10-01,2021,10,29,56.32634,0,0.01904,1402.01,Def_75%_P_A2
2021-11-01,2021,11,29,61.996334,0,0.01909,1022.45,Def_75%_P_A2
2021-12-01,2021,12,29,55.53421,0,0.01914,613.7,Def_75%_P_A2
2020-01-01,2020,1,30,5.9719954,0,0.03301,166.38,Def_75%_P_A2
2020-02-01,2020,2,30,7.8274193,0,0.03312,247.93,Def_75%_P_A2
2020-03-01,2020,3,30,11.119623,0,0.03322,209.81,Def_75%_P_A2
2020-04-01,2020,4,30,8.230857,0,0.03333,238.41,Def_75%_P_A2
2020-05-01,2020,5,30,10.557111,0,0.03343,191.58,Def_75%_P_A2
2020-06-01,2020,6,30,6.0770383,0,0.03354,74.78,Def_75%_P_A2
2020-07-01,2020,7,30,4.952862,0,0.03364,39.88,Def_75%_P_A2
2020-08-01,2020,8,30,4.7556405,0,0.03375,45.59,Def_75%_P_A2
2020-09-01,2020,9,30,5.815882,0,0.03385,85.05,Def_75%_P_A2
2020-10-01,2020,10,30,18.399706,0,0.03396,326.48,Def_75%_P_A2
2020-11-01,2020,11,30,34.35374,0,0.03406,565.82,Def_75%_P_A2
2020-12-01,2020,12,30,5.222824,0,0.03417,70.21,Def_75%_P_A2
2021-01-01,2021,1,30,5.2389736,0,0.03427,93.2,Def_75%_P_A2
2021-02-01,2021,2,30,5.5001698,0,0.03438,153.9,Def_75%_P_A2
2021-03-01,2021,3,30,11.454734,0,0.03448,202.15,Def_75%_P_A2
2021-04-01,2021,4,30,22.60121,0,0.03459,344.68,Def_75%_P_A2
2021-05-01,2021,5,30,9.959427,0,0.03469,179.42,Def_75%_P_A2
2021-06-01,2021,6,30,6.5017414,0,0.0348,20.65,Def_75%_P_A2
2021-07-01,2021,7,30,4.3867674,0,0.0349,30.12,Def_75%_P_A2
2021-08-01,2021,8,30,5.8134613,0,0.03501,0.69,Def_75%_P_A2
2021-09-01,2021,9,30,5.815882,0,0.03511,84.82,Def_75%_P_A2
2021-10-01,2021,10,30,9.415185,0,0.03522,245.39,Def_75%_P_A2
2021-11-01,2021,11,30,35.033215,0,0.03532,576.09,Def_75%_P_A2
2021-12-01,2021,12,30,15.0414715,0,0.03543,293.99,Def_75%_P_A2
2020-01-01,2020,1,31,6.469771,0,0.02747,145.01,Def_75%_P_A2
2020-02-01,2020,2,31,6.4649343,0,0.02756,154.1,Def_75%_P_A2
2020-03-01,2020,3,31,7.7291203,0,0.02765,26.39,Def_75%_P_A2
2020-04-01,2020,4,31,5.5667315,0,0.02774,103.71,Def_75%_P_A2
2020-05-01,2020,5,31,5.9857664,0,0.02783,126.92,Def_75%_P_A2
2020-06-01,2020,6,31,8.020056,0,0.02792,5.03,Def_75%_P_A2
2020-07-01,2020,7,31,7.9652247,0,0.02801,18.36,Def_75%_P_A2
2020-08-01,2020,8,31,6.116119,0,0.0281,1.59,Def_75%_P_A2
2020-09-01,2020,9,31,7.189124,0,0.02819,33.72,Def_75%_P_A2
2020-10-01,2020,10,31,5.5667315,0,0.02828,99.38,Def_75%_P_A2
2020-11-01,2020,11,31,8.783207,0,0.02837,413.15,Def_75%_P_A2
2020-12-01,2020,12,31,6.855914,0,0.02846,45.63,Def_75%_P_A2
2021-01-01,2021,1,31,6.469771,0,0.02855,144.48,Def_75%_P_A2
2021-02-01,2021,2,31,5.5667315,0,0.02864,102.03,Def_75%_P_A2
2021-03-01,2021,3,31,5.9847794,0,0.02873,85.97,Def_75%_P_A2
2021-04-01,2021,4,31,6.145151,0,0.02882,140.95,Def_75%_P_A2
2021-05-01,2021,5,31,5.5667315,0,0.02891,104.33,Def_75%_P_A2
2021-06-01,2021,6,31,6.996606,0,0.029,27.71,Def_75%_P_A2
2021-07-01,2021,7,31,8.461094,0,0.02909,8.03,Def_75%_P_A2
2021-08-01,2021,8,31,6.763877,0,0.02918,0.0,Def_75%_P_A2
2021-09-01,2021,9,31,5.5667315,0,0.02927,104.06,Def_75%_P_A2
2021-10-01,2021,10,31,6.1849494,0,0.02936,119.24,Def_75%_P_A2
2021-11-01,2021,11,31,8.783207,0,0.02945,367.79,Def_75%_P_A2
2021-12-01,2021,12,31,7.5091968,0,0.02954,234.51,Def_75%_P_A2
2020-01-01,2020,1,32,44.005283,0,0.02384,148.6,Def_75%_P_A2
2020-02-01,2020,2,32,42.310635,0,0.02392,166.01,Def_75%_P_A2
2020-03-01,2020,3,32,44.077087,0,0.02399,131.47,Def_75%_P_A2
2020-04-01,2020,4,32,25.875568,0,0.02407,82.75,Def_75%_P_A2
2020-05-01,2020,5,32,26.513138,0,0.02414,81.05,Def_75%_P_A2
2020-06-01,2020,6,32,32.988415,0,0.02422,106.09,Def_75%_P_A2
2020-07-01,2020,7,32,28.835253,0,0.02429,22.2,Def_75%_P_A2
2020-08-01,2020,8,32,25.587442,0,0.02437,20.11,Def_75%_P_A2
2020-09-01,2020,9,32,18.896984,0,0.02444,3.53,Def_75%_P_A2
2020-10-01,2020,10,32,29.18399,0,0.02452,75.56,Def_75%_P_A2
2020-11-01,2020,11,32,34.270912,0,0.02459,128.38,Def_75%_P_A2
2020-12-01,2020,12,32,46.07514,0,0.02467,252.77,Def_75%_P_A2
2021-01-01,2021,1,32,29.086836,0,0.02474,70.49,Def_75%_P_A2
2021-02-01,2021,2,32,33.480427,0,0.02482,116.24,Def_75%_P_A2
2021-03-01,2021,3,32,29.051422,0,0.02489,80.22,Def_75%_P_A2
2021-04-01,2021,4,32,28.949524,0,0.02497,69.33,Def_75%_P_A2
2021-05-01,2021,5,32,40.391388,0,0.02504,168.1,Def_75%_P_A2
2021-06-01,2021,6,32,34.88455,0,0.02512,120.43,Def_75%_P_A2
2021-07-01,2021,7,32,31.86112,0,0.02519,32.87,Def_75%_P_A2
2021-08-01,2021,8,32,27.76565,0,0.02527,14.5,Def_75%_P_A2
2021-09-01,2021,9,32,19.755585,0,0.02534,8.52,Def_75%_P_A2
2021-10-01,2021,10,32,28.815624,0,0.02542,48.49,Def_75%_P_A2
2021-11-01,2021,11,32,34.88455,0,0.02549,120.26,Def_75%_P_A2
2021-12-01,2021,12,32,46.281174,0,0.02557,264.32,Def_75%_P_A2
2020-01-01,2020,1,33,5.1689634,0,0.02665,327.64,Def_75%_P_A2
2020-02-01,2020,2,33,5.281164,0,0.02673,272.99,Def_75%_P_A2
2020-03-01,2020,3,33,4.9732146,0,0.02681,364.58,Def_75%_P_A2
2020-04-01,2020,4,33,4.4352765,0,0.02689,180.13,Def_75%_P_A2
2020-05-01,2020,5,33,4.047455,0,0.02698,191.5,Def_75%_P_A2
2020-06-01,2020,6,33,4.8511267,0,0.02706,237.54,Def_75%_P_A2
2020-07-01,2020,7,33,2.2127335,0,0.02714,37.67,Def_75%_P_A2
2020-08-01,2020,8,33,2.8741584,0,0.02722,49.12,Def_75%_P_A2
2020-09-01,2020,9,33,2.2210274,0,0.02731,33.42,Def_75%_P_A2
2020-10-01,2020,10,33,2.471624,0,0.02739,53.96,Def_75%_P_A2
2020-11-01,2020,11,33,3.815982,0,0.02747,281.86,Def_75%_P_A2
2020-12-01,2020,12,33,8.095903,0,0.02755,578.25,Def_75%_P_A2
2021-01-01,2021,1,33,2.8741584,0,0.02764,48.48,Def_75%_P_A2
2021-02-01,2021,2,33,5.570292,0,0.02772,300.81,Def_75%_P_A2
2021-03-01,2021,3,33,3.259213,0,0.0278,161.61,Def_75%_P_A2
2021-04-01,2021,4,33,3.259213,0,0.02788,167.11,Def_75%_P_A2
2021-05-01,2021,5,33,4.9667916,0,0.02797,361.47,Def_75%_P_A2
2021-06-01,2021,6,33,4.435748,0,0.02805,185.03,Def_75%_P_A2
2021-07-01,2021,7,33,2.2127335,0,0.02813,37.79,Def_75%_P_A2
2021-08-01,2021,8,33,2.5334463,0,0.02821,59.72,Def_75%_P_A2
2021-09-01,2021,9,33,2.0974224,0,0.0283,3.69,Def_75%_P_A2
2021-10-01,2021,10,33,3.5786445,0,0.02838,132.95,Def_75%_P_A2
2021-11-01,2021,11,33,4.484873,0,0.02846,252.48,Def_75%_P_A2
2021-12-01,2021,12,33,6.48637,0,0.02854,539.08,Def_75%_P_A2
2020-01-01,2020,1,34,216.79848,0,0.03719,103.56,Def_75%_P_A2
2020-02-01,2020,2,34,269.02756,0,0.0373,167.47,Def_75%_P_A2
2020-03-01,2020,3,34,312.34763,0,0.0374,214.71,Def_75%_P_A2
2020-04-01,2020,4,34,379.94727,0,0.03751,270.06,Def_75%_P_A2
2020-05-01,2020,5,34,676.34875,0,0.03761,372.54,Def_75%_P_A2
2020-06-01,2020,6,34,483.38474,0,0.03772,368.85,Def_75%_P_A2
2020-07-01,2020,7,34,404.0932,0,0.03782,276.45,Def_75%_P_A2
2020-08-01,2020,8,34,389.88553,0,0.03793,273.59,Def_75%_P_A2
2020-09-01,2020,9,34,236.12416,0,0.03803,133.74,Def_75%_P_A2
2020-10-01,2020,10,34,237.81721,0,0.03814,129.89,Def_75%_P_A2
2020-11-01,2020,11,34,237.01578,0,0.03824,136.94,Def_75%_P_A2
2020-12-01,2020,12,34,237.81721,0,0.03835,130.45,Def_75%_P_A2
2021-01-01,2021,1,34,259.02493,0,0.03845,149.51,Def_75%_P_A2
2021-02-01,2021,2,34,236.2173,0,0.03856,140.5,Def_75%_P_A2
2021-03-01,2021,3,34,318.64288,0,0.03866,238.67,Def_75%_P_A2
2021-04-01,2021,4,34,311.4611,0,0.03877,227.04,Def_75%_P_A2
2021-05-01,2021,5,34,591.59595,0,0.03887,346.35,Def_75%_P_A2
2021-06-01,2021,6,34,591.59595,0,0.03898,347.78,Def_75%_P_A2
2021-07-01,2021,7,34,591.59595,0,0.03908,344.92,Def_75%_P_A2
2021-08-01,2021,8,34,313.96436,0,0.03919,250.9,Def_75%_P_A2
2021-09-01,2021,9,34,234.47777,0,0.03929,141.83,Def_75%_P_A2
2021-10-01,2021,10,34,306.38986,0,0.0394,198.13,Def_75%_P_A2
2021-11-01,2021,11,34,321.97372,0,0.0395,211.67,Def_75%_P_A2
2021-12-01,2021,12,34,263.7354,0,0.03961,177.94,Def_75%_P_A2
2020-01-01,2020,1,35,363.7349,0,0.09536,243.81,Def_75%_P_A2
2020-02-01,2020,2,35,182.79265,0,0.09563,91.2,Def_75%_P_A2
2020-03-01,2020,3,35,363.7349,0,0.0959,243.93,Def_75%_P_A2
2020-04-01,2020,4,35,420.39706,0,0.09617,317.06,Def_75%_P_A2
2020-05-01,2020,5,35,449.4982,0,0.09644,462.49,Def_75%_P_A2
2020-06-01,2020,6,35,493.3748,0,0.09671,528.71,Def_75%_P_A2
2020-07-01,2020,7,35,423.54782,0,0.09698,421.54,Def_75%_P_A2
2020-08-01,2020,8,35,453.91174,0,0.09725,347.85,Def_75%_P_A2
2020-09-01,2020,9,35,294.22287,0,0.09752,196.73,Def_75%_P_A2
2020-10-01,2020,10,35,294.15036,0,0.09779,210.08,Def_75%_P_A2
2020-11-01,2020,11,35,298.2374,0,0.09806,181.36,Def_75%_P_A2
2020-12-01,2020,12,35,302.62872,0,0.09833,182.11,Def_75%_P_A2
2021-01-01,2021,1,35,358.389,0,0.0986,291.49,Def_75%_P_A2
2021-02-01,2021,2,35,296.19586,0,0.09887,171.7,Def_75%_P_A2
2021-03-01,2021,3,35,424.47403,0,0.09914,311.76,Def_75%_P_A2
2021-04-01,2021,4,35,372.44797,0,0.09941,286.92,Def_75%_P_A2
2021-05-01,2021,5,35,412.0359,0,0.09968,446.44,Def_75%_P_A2
2021-06-01,2021,6,35,491.5043,0,0.09995,631.01,Def_75%_P_A2
2021-07-01,2021,7,35,463.77078,0,0.10022,478.21,Def_75%_P_A2
2021-08-01,2021,8,35,423.54782,0,0.10049,419.67,Def_75%_P_A2
2021-09-01,2021,9,35,302.52863,0,0.10076,176.87,Def_75%_P_A2
2021-10-01,2021,10,35,453.91174,0,0.10103,349.45,Def_75%_P_A2
2021-11-01,2021,11,35,399.35602,0,0.1013,320.13,Def_75%_P_A2
2021-12-01,2021,12,35,392.12097,0,0.10157,277.99,Def_75%_P_A2
2020-01-01,2020,1,36,67.7875,0,0.08816,106.04,Def_75%_P_A2
2020-02-01,2020,2,36,22.452904,0,0.08843,1.99,Def_75%_P_A2
2020-03-01,2020,3,36,33.58182,0,0.0887,187.55,Def_75%_P_A2
2020-04-01,2020,4,36,260.8356,0,0.08897,619.26,Def_75%_P_A2
2020-05-01,2020,5,36,258.16022,0,0.08924,445.98,Def_75%_P_A2
2020-06-01,2020,6,36,300.56375,0,0.08951,500.28,Def_75%_P_A2
2020-07-01,2020,7,36,300.56375,0,0.08978,499.3,Def_75%_P_A2
2020-08-01,2020,8,36,110.53754,0,0.09005,250.2,Def_75%_P_A2
2020-09-01,2020,9,36,102.73345,0,0.09032,224.43,Def_75%_P_A2
2020-10-01,2020,10,36,149.36351,0,0.09059,317.41,Def_75%_P_A2
2020-11-01,2020,11,36,77.55006,0,0.09086,141.3,Def_75%_P_A2
2020-12-01,2020,12,36,26.778002,0,0.09113,32.15,Def_75%_P_A2
2021-01-01,2021,1,36,26.778002,0,0.0914,31.28,Def_75%_P_A2
2021-02-01,2021,2,36,28.80109,0,0.09167,64.79,Def_75%_P_A2
2021-03-01,2021,3,36,96.338425,0,0.09194,133.39,Def_75%_P_A2
2021-04-01,2021,4,36,135.48807,0,0.09221,290.3,Def_75%_P_A2
2021-05-01,2021,5,36,253.36691,0,0.09248,433.87,Def_75%_P_A2
2021-06-01,2021,6,36,355.20175,0,0.09275,577.25,Def_75%_P_A2
2021-07-01,2021,7,36,137.34497,0,0.09302,255.24,Def_75%_P_A2
2021-08-01,2021,8,36,85.92789,0,0.09329,131.21,Def_75%_P_A2
2021-09-01,2021,9,36,82.43575,0,0.09356,156.9,Def_75%_P_A2
2021-10-01,2021,10,36,120.68971,0,0.09383,245.32,Def_75%_P_A2
2021-11-01,2021,11,36,136.72787,0,0.0941,276.5,Def_75%_P_A2
2021-12-01,2021,12,36,88.51343,0,0.09437,142.88,Def_75%_P_A2
2020-01-01,2020,1,37,104.05414,0,0.03542,190.76,Def_75%_P_A2
2020-02-01,2020,2,37,30.648226,0,0.03553,113.88,Def_75%_P_A2
2020-03-01,2020,3,37,113.36674,0,0.03564,237.2,Def_75%_P_A2
2020-04-01,2020,4,37,37.970657,0,0.03575,144.32,Def_75%_P_A2
2020-05-01,2020,5,37,160.72221,0,0.03587,359.55,Def_75%_P_A2
2020-06-01,2020,6,37,28.89091,0,0.03598,34.03,Def_75%_P_A2
2020-07-01,2020,7,37,28.113894,0,0.03609,32.66,Def_75%_P_A2
2020-08-01,2020,8,37,35.785076,0,0.0362,45.94,Def_75%_P_A2
2020-09-01,2020,9,37,51.17526,0,0.03632,150.64,Def_75%_P_A2
2020-10-01,2020,10,37,205.06041,0,0.03643,450.86,Def_75%_P_A2
2020-11-01,2020,11,37,117.98364,0,0.03654,289.22,Def_75%_P_A2
2020-12-01,2020,12,37,35.785076,0,0.03665,45.46,Def_75%_P_A2
