COD;CAT;ELEV;CUENCA;X;Y
24017580;LM;14;89;-73,30694444;6,23305556
24017590;LG;165;89;-73,67777778;5,87277778
24017600;LG;172;89;-73,57025;5,87813889
24017610;LG;259;89;-73,69972222;5,32825
24017620;LM;256;89;-73,51255556;5,5885
24017640;LG;724;89;-73,30694444;6,44888889
24017740;LG;213;89;-73,54213889;5,67788889
24017800;LM;275;89;-73,91666667;5,31666667
24017810;LM;259;89;-73,76666667;5,43333333
24017830;LM;25;89;-73,61286111;5,61838889
24017840;LM;27;89;-73,81666667;5,25
24017850;LG;28;89;-73,8;5,26666667
24017860;LM;28;89;-73,78333333;5,21666667
24017870;LM;28;89;-73,8;5,25
24017880;LM;2536;89;-73,78333333;5,45
24017890;LM;26;89;-73,85;5,53333333
24017900;LM;20;89;-73,54766667;5,83522222
24017910;LM;267;88;-73,86666667;5,88333333
24017920;LM;2069;89;-73,61666667;5,61666667
24017930;LM;254;89;-73,71666667;5,41666667
24017940;LM;214;89;-73,6;5,51666667
24017950;LM;254;89;-73,71666667;5,41666667
24027010;LM;1113;69;-73,12805556;6,54666667
24027030;LM;1308;69;-73,17166667;6,22944444
24027040;LG;17;69;-73,00777778;6,52916667
24027050;LM;128;69;-73,12611111;6,285
24027060;LG;1223;69;-73,07361111;6,47861111
24027070;LG;1201;69;-73,15833333;6,44472222
24037020;LM;27;68;-73,20877778;5,57919444
24037030;LG;26;68;-73,23113889;5,68172222
24037040;LM;2827;68;-72,40305556;6,45397222
24037070;LM;2533;68;-73,19955556;5,74188889
24037080;LM;25;68;-73,04672222;5,56697222
24037100;LM;27;68;-73,07577778;5,86277778
24037110;LM;2492;88;-72,98961111;5,68033333
24037120;LM;2549;68;-72,98305556;5,58869444
24037130;LG;2523;68;-73,18988889;5,74883333
24037190;LG;25;68;-73,01380556;5,80761111
24037270;LM;25;68;-73,01361111;5,84544444
24037290;LG;2490;68;-72,90652778;5,75988889
24037300;LM;30;68;-72,84966667;5,71688056
24037320;LG;2248;68;-73,10872222;5,76673333
24037360;LM;480;68;-73,09666667;6,74972222
24037370;LG;18;68;-72,81719444;6,39741667
24037380;LM;2549;68;-72,43086111;6,45966667
24037390;LM;1159;68;-72,69545306;6,51320806
24037410;LM;25;68;-72,80605556;6,01402778
24037450;LM;2539;68;-73,12080556;5,72263889
24037480;LM;25;68;-73,08225;5,84002778
24037490;LM;12;68;-72,63830556;6,43797222
24037510;LG;2200;68;-72,78222222;6,00027778
24037530;LM;318;68;-72,76666667;6,16666667
24037540;LM;307;68;-72,83333333;6,1
24037550;LM;272;68;-73,25105306;5,50609639
24037560;LM;27;68;-73,23333333;5,55
24037570;LM;2748;68;-73,23333333;5,51666667
24037580;LM;27;68;-73,21322222;5,57963889
24037600;LM;2891;68;-72,83333333;5,73333333
24057070;LM;75;75;-73,85472222;7,10944444
24067020;LM;90;75;-73,7875;7,24416667
25010080;LM;100;81;-75,68;8,03
25017010;LG;40;81;-75,41733333;7,98797222
25017020;LG;50;81;-75,70972222;7,85388889
25017030;LM;96;81;-75,68;8,03
25027020;LG;29;298;-73,96944444;8,99252778
25027050;LG;23;82;-75,08975;8,02544444
25027070;LM;37;82;-75,36138889;8,06805556
25027080;LM;46;298;-73,57652778;9,19447222
25027110;LM;19;82;-74,72222222;8,80972222
25027120;LM;27;82;-75,24;8,32
25027140;LM;28;298;-73,7325;9,19319444
25027160;LM;28;82;-74,55386111;8,55997222
25027180;LG;17;82;-74,77;9,04
25027200;LG;40;82;-74,56;8,39
25027220;LM;22;82;-75,13;8,65
25027240;LG;20;82;-74,96594444;8,90630556
25027270;LM;22;82;-74,77344444;8,10241667
25027320;LM;24;290;-74,16;9,07
25027330;LM;28;290;-73,94722222;8,98972222
25027360;LM;22;290;-74,39;8,89833333
25027370;LG;18;290;-74,57455833;9,32025278
25027380;LM;25;39;-74,22;8,64
25027390;LM;24;82;-74,17055556;8,83055556
25027400;LM;24;82;-74,16027778;8,79444444
25027410;LM;35;290;-73,82080556;8,66633333
25027420;LM;24;290;-74,22083333;8,965
25027450;LM;16;290;-74,80583333;9,78777778
25027490;LM;27;290;-74,04999722;8,94999722
25027500;LM;26;290;-74,62733333;8,54269444
25027520;LM;21;82;-74,71388889;8,98222222
25027530;LM;19;82;-74,63666667;9,0225
25027550;LM;25;290;-74,04427778;9,13152778
25027570;LM;19;290;-74,46169444;8,9985
25027620;LM;30;290;-73,96916667;8,8875
25027630;LM;23;290;-74,25444444;8,80972222
25027640;LM;31;82;-74,51730556;8,70308333
25027670;LM;50;82;-74,86666667;8,16666667
25027680;LM;18;82;-74,74166667;9,24
25027690;LM;60;82;-75,02241667;9,17713889
25027700;LM;55;82;-75,51;8,28777778
25027720;LG;32;298;-73,77280556;9,13391667
25027850;LM;36;298;-73,90305556;9,06916667
25027860;LM;30;82;-74,97666667;9,02397222
25027890;LM;120;298;-73,49088889;9,34233333
25027910;LM;16;82;-74,56122222;8,34455556
25027930;LM;20;290;-74,49;8,94999722
25028340;LG;18;290;-74,65833333;9,09666667
26017020;LG;1681;11;-76,64430556;2,46758333
26017030;LM;215;11;-76,50861111;2,41427778
26017040;LM;2;11;-76,51397222;2,44772222
26017060;LG;2992;11;-76,49744444;2,20416667
26017070;LG;2991;11;-76,48183333;2,18930556
26017080;LM;2991;11;-76,49213889;2,20180556
26017110;LM;221;11;-76,50877778;2,41636111
26027010;LG;987;14;-76,59908333;3,09169444
26027080;LM;2551;4;-76,40377778;2,51247222
26027090;LG;257;103;-76,35855556;2,62338889
26027100;LG;1796;103;-76,522;2,62588889
26027110;LG;1262;5;-76,58333333;2,86666667
26027170;LG;1022;14;-76,58333333;3,05
26027180;LG;964;16;-76,5;3,2
26027200;LM;1744;4;-76,55844444;2,53675
26027210;LG;114;14;-76,51180556;3,03802778
26027240;LG;2976;4;-76,33677778;2,47075
26027250;LG;126;86;-76,57922222;3,03675
26027280;LG;1143;5;-76,65;2,85
26027310;LM;1161;103;-76,68333333;2,73333333
26027320;LM;1159;103;-76,7;2,93333333
26027330;LG;1183;103;-76,68333333;2,71666667
26037010;LG;1623;12;-76,83133333;2,51463889
26037030;LM;1586;12;-76,72522222;2,47805556
26037050;LG;1161;4;-76,73333333;2,71666667
26047020;LG;19;6;-76,34877778;3,06197222
26047070;LG;966;6;-76,43333333;3,23333333
26057020;LG;1034;16;-76,6;3,2
26057030;LG;125;16;-76,59241667;3,24319444
26057040;LG;124;15;-76,62402778;3,11711111
26057070;LM;980;14;-76,56666667;3,11666667
26057080;LG;955;16;-76,48333333;3,3
26057110;LG;970;16;-76,51666667;3,28333333
26057120;LM;990;16;-76,55;3,3
26057140;LG;996;308;-76,55;3,36666667
26057150;LG;997;308;-76,56666667;3,41666667
26057160;LG;1020;103;-76,7;2,95
26057170;LG;1;308;-76,53333333;3,36666667
26067010;LG;950;308;-76,47538333;3,45160833
26067030;LM;988;223;-76,35;3,28333333
26077050;LM;980;7;-76,3;3,46666667
26077070;LG;947;7;-76,46666667;3,55
26077110;LG;137;7;-76,16666667;3,41666667
26087010;LG;997;306;-76,56666667;3,45
26087050;LG;942;23;-76,34997222;3,88961111
26087090;LG;997;306;-76,61666667;3,43333333
26087140;LM;942;23;-76,34997222;3,88961111
26087160;LM;933;13;-76,3;4,01666667
26087170;LM;15;13;-76,56666667;3,58333333
26087180;LG;1149;69;-76,36666667;4,13333333
26097040;LG;111;10;-76,26419444;3,88825
26097110;LM;1030;9;-76,26666667;3,6
26097130;LM;940;10;-76,35;3,88333333
26097140;LG;940;10;-76,33333333;3,86666667
26097150;LM;1149;9;-76,16666667;3,6
26107010;LG;930;76;-75,96666667;4,58333333
26107060;LM;912;76;-76,1;4,4
26107070;LG;907;76;-76,03333333;4,51666667
26107100;LM;904;23;-76,01666667;4,71666667
26107110;LG;901;76;-75,96666667;4,78333333
26107120;LG;920;76;-76,01666667;4,53333333
26107130;LG;157;33;-76,15797222;4,01522222
26107180;LM;1097;34;-76,1;4,1
26107200;LM;950;33;-76,23333333;4,16666667
26107210;LG;950;35;-76,06666667;4,33333333
26117020;LM;915;35;-76,16666667;4,31666667
26117140;LM;12;23;-76,25;4,35
26127010;LG;151;53;-75,87538889;4,41025
26127020;LG;137;53;-75,73333333;4,2
26127030;LM;113;53;-75,79205556;4,33744444
26127040;LG;937;53;-75,89925;4,75761111
26127090;LM;1239;53;-75,75769444;4,71083333
26127100;LM;1401;53;-75,71375;4,71419444
26127110;LM;1575;53;-75,56666667;4,58333333
26127150;LM;1679;53;-75,70297222;4,33391667
26137030;LM;1225;24;-75,65;5
26137040;LM;167;24;-75,63333333;4,86666667
26137050;LG;14;24;-75,61666667;4,95
26137060;LM;12;24;-75,68333333;4,98333333
26137070;LM;1075;24;-75,73333333;5,01666667
26137090;LM;1075;24;-75,7;5,01666667
26137100;LM;185;24;-75,58333333;4,86666667
26137110;LG;1589;24;-75,63305556;4,77338889
26137130;LM;829;54;-75,75;5,05
26137150;LM;12;24;-75,61666667;4,85
26137180;LM;1726;24;-75,59741667;4,75680556
26137220;LG;188;53;-75,60344444;4,72819444
26137230;LM;1731;24;-75,60997222;4,85886111
26137240;LM;3956;24;-75,41222222;4,77666667
26147020;LM;12;45;-75,81666667;5,25
26147030;LM;1191;45;-75,83333333;5,23333333
26147040;LG;1105;45;-75,81327778;5,18838889
26147050;LG;1237;45;-75,80991667;5,23655556
26147060;LM;1139;45;-75,85;5,25
26147080;LM;1445;45;-75,82786111;5,27877778
26147130;LM;1115;45;-75,94741667;5,05244444
26147140;LG;947;45;-75,85891667;4,98794444
26157010;LM;1369;25;-75,41666667;5,15
26157020;LG;848;25;-75,67119444;5,12677778
26157030;LG;137;25;-75,56666667;5
26157050;LM;176;25;-75,48333333;5,15
26157100;LM;1173;25;-75,56472222;5,11930556
26157110;LM;33;25;-75,43333333;4,88333333
26157120;LM;3;25;-75,41666667;4,9
26157130;LM;2;25;-75,46666667;5,05
26157140;LM;18;25;-75,46666667;5,16666667
26157150;LM;21;25;-75,48333333;5,08333333
26167060;LG;916;59;-75,64472222;5,23208333
26167070;LG;766;59;-75,66419444;5,26830556
26167100;LG;800;59;-75,65;5,23333333
26177010;LM;1191;54;-75,65336111;5,45291667
26177030;LG;922;24;-75,88269444;4,8925
26177040;LM;12;54;-75,66666667;5,45
26177080;LM;710;54;-75,71666667;5,16666667
26187030;LG;580;64;-75,31377778;5,69519444
26187070;LM;2125;64;-75,41666667;5,95
26187110;LG;187;54;-75,61;5,73
26187130;LG;2052;64;-75,43333333;5,93333333
26187140;LG;2048;64;-75,43333333;5,93333333
26187150;LG;2430;64;-75,43333333;5,96666667
26187160;LG;2430;64;-75,43333333;5,95
26187200;LG;24;83;-75,43333333;6
26197020;LG;670;57;-75,93533333;5,82544444
26197050;LG;955;57;-75,88333333;5,76666667
26207030;LG;655;71;-75,7055;5,82994444
26207080;LG;175;71;-75,84;5,97
26217010;LG;538;70;-75,86419444;6,55497222
26217050;LG;466;70;-75,81925;6,41797222
26237020;LM;480;71;-75,75630556;6,46261111
26237040;LG;129;70;-75,4;7,29
26237070;LG;26;77;-75,61666667;6,85
26237110;LG;2373;71;-75,67247222;6,88047222
26247010;LG;80;80;-75,37252778;7,79677778
26247020;LG;49;79;-75,2;7,96
26247030;LG;102;80;-75,32802778;7,47097222
26247050;LG;110;80;-75,42005556;7,58252778
27017030;LG;216;77;-75,43333333;6,5
27017060;LG;25;77;-75,56666667;6,66666667
27017070;LG;244;77;-75,53333333;6,65
27017090;LG;2351;77;-75,5;6,28333333
27017100;LG;2351;77;-75,51666667;6,3
27017120;LG;236;77;-75,36666667;6,65
27017130;LG;178;77;-75,26666667;6,7
27017270;LG;163;77;-75,61666667;6,13333333
27017350;LG;174;77;-75,28333333;6,46666667
27017360;LG;1054;77;-75,21666667;6,56666667
27017380;LG;1335;77;-75,4;6,41666667
27017390;LG;1355;77;-75,03333333;6,96666667
27017400;LG;860;77;-75,23333333;6,78333333
27017410;LG;535;77;-75,13333333;6,95
27017530;LG;1455;77;-75,05;6,91666667
27017570;LG;2200;77;-75,36666667;6,36666667
27017580;LG;153;77;-75,08333333;6,91666667
27017610;LM;2351;77;-75,5;6,28333333
27017620;LG;1675;77;-75,08333333;6,95
27017630;LM;2095;77;-75,4;6,51666667
27017640;LG;1776;77;-75,25;6,78333333
27017650;LM;1946;77;-75,5;6,35
27017670;LG;234;77;-75,55;6,48333333
27017680;LG;100;77;-74,9;7,31666667
27017740;LG;138;77;-75,03333333;6,93333333
27017750;LG;2274;77;-75,51666667;6,56666667
27017770;LG;120;77;-74,91666667;7,25
27017810;LG;138;77;-75,48333333;6,36666667
27017820;LG;18;77;-75,3;6,71666667
27017830;LG;189;77;-75,3;6,71666667
27017860;LG;2294;77;-75,45;6,38333333
27017870;LG;24;77;-75,5;6,28333333
27017880;LG;24;77;-75,5;6,28333333
27017890;LG;177;77;-75,26666667;6,7
27017900;LG;179;77;-75,28333333;6,7
27017910;LG;177;77;-75,3;6,7
27017920;LG;235;77;-75,51666667;6,66666667
27017930;LG;2274;77;-75,46666667;6,48333333
27017940;LG;18;77;-75,26666667;6,7
27017950;LG;127;77;-75,33333333;6,43333333
27017980;LG;1784;77;-75,28333333;6,71666667
27017990;LG;175;77;-75,33333333;6,58333333
27018010;LM;2299;77;-75,38333333;6,53333333
27018020;LG;945;77;-75,1;6,71666667
27018030;LM;2043;77;-75,53333333;6,31666667
27018040;LM;1358;77;-75,41666667;6,36666667
27018060;LM;134;77;-75,45;6,36666667
27018090;LM;933;77;-75,08333333;6,73333333
27018100;LM;934;77;-75,06666667;6,76666667
27027030;LG;1845;78;-75,31666667;6,81666667
27027040;LG;24;78;-75,38333333;6,8
27027060;LG;188;78;-75,38083333;6,93969444
27027130;LG;183;78;-75,3;6,81666667
27027170;LG;18;78;-75,3;6,91666667
27027180;LG;1685;83;-75,25;5,88333333
27027200;LG;540;78;-75,3;7,25
27027210;LG;1865;78;-75,33333333;6,8
27027240;LM;2061;78;-75,31666667;6,78333333
27027250;LG;2387;78;-75,43333333;6,86666667
27027260;LG;195;78;-75,35;6,81666667
27027270;LG;21;78;-75,38333333;6,88333333
27027280;LG;242;78;-75,46666667;6,88333333
27027290;LG;1024;78;-75,21666667;7,2
27027300;LG;820;78;-75,25;7,2
27027310;LG;840;78;-75,23333333;7,18333333
27027340;LG;21;78;-75,38333333;6,88333333
27027360;LG;810;78;-75,18333333;7,21666667
27027370;LG;760;78;-75,3;7,23333333
27027390;LM;2015;78;-75,31666667;6,78333333
27027400;LM;2015;78;-75,31666667;6,78333333
27037010;LG;33;90;-74,79;8,03
27037020;LM;105;91;-74,81;7,56
27037030;LG;180;90;-74,92083333;7,475
28017080;LM;275;101;-73,05508333;10,81891667
28017110;LG;429;3;-73,26983333;10,68672222
28027020;LM;114;100;-73,25833333;10,16561111
28027030;LM;112;100;-73,24352778;10,09652778
28027040;LM;80;100;-73,28369444;9,91594444
28027050;LM;106;100;-73,27919444;9,68661111
28037010;LM;120;100;-73,31736111;10,36288889
28037020;LM;104;100;-73,41713889;10,26783333
28037030;LG;113;100;-73,23247222;10,38411111
28037040;LG;90;100;-73,58519444;10,18741667
28037060;LG;120;100;-73,73280556;10,08847222
28037090;LM;45;100;-73,65183333;9,64633333
28037130;LG;80;100;-73,62477778;10,15752778
28047010;LM;150;115;-73,97780556;10,27686111
28047020;LG;1125;115;-73,58883333;10,41984722
28047030;LM;107;115;-74,04691667;10,19344444
28047040;LG;151;115;-73,97266667;10,271
28047050;LG;80;115;-73,95880556;9,93097222
29017010;LM;13;99;-74,86408333;9,90347222
29030080;LM;5;102;-75,32;10
29037020;LM;8;102;-74,91169444;10,25386111
29037100;LM;37;102;-75,33;9,88
29037190;LM;37;102;-75,30916667;9,9275
29037250;LM;2;96;-75,5;10,16666667
29037260;LM;2;96;-75,5;10,16666667
29037270;LM;3;96;-75,5;10,16666667
29037280;LM;1;96;-75,51666667;10,23333333
29037290;LM;2;96;-75,51666667;10,23333333
29037300;LM;3;96;-75,51666667;10,23333333
29037310;LM;3;96;-75,4;10,06666667
29037320;LM;8;96;-75,41666667;10,06666667
29037370;LM;3;102;-75,40277778;10,05861111
29037390;LM;3;102;-75,40472222;10,04444444
29037450;LM;3;102;-75,43583333;10,06805556
29037460;LM;3;102;-75,32;10,01
29037610;LM;2;102;-75,52305556;10,22805556
29037750;LG;90;102;-75,30333333;9,87194444
29037760;LG;90;102;-75,28;9,87
29037770;LG;35;102;-75,25;9,89
29037800;LM;6;96;-75,07;10,41
29047020;LG;1;97;-74,81666667;11,03333333
29047070;LG;8;96;-74,90786111;10,26822222
29067010;LG;60;98;-74,14633333;10,63591667
29067040;LM;55;98;-74,12055556;10,83080556
29067050;LG;60;98;-74,10663889;10,75886111
29067060;LG;55;98;-74,13333333;10,5
29067070;LG;30;98;-74,15411111;10,90541667
29067120;LM;55;98;-74,18280556;10,52325
29067130;LM;37;98;-74,19211111;10,58580556
29067150;LG;67;98;-74,12666667;10,57491667
29067160;LG;10;98;-74,02858333;10,79883333
31090010;LM;92;160;-67,84;3,96
31097010;LM;92;160;-67,83;3,96
31097020;LG;100;169;-67,93169444;3,86766667
32037010;LM;248;74;-73,93227778;2,43838889
32037030;LG;218;162;-73,79225;2,18563889
32047010;LG;177;162;-72,86666667;2,58333333
32047030;LM;255;162;-73,58094444;2,35466667
32067010;LM;2696;150;-74,2;3,86666667
32067030;LM;745;150;-73,92;3,79
32077070;LM;318;295;-73,68;2,97
32077080;LM;199;150;-73,21;2,94
32077100;LG;350;295;-73,89283333;3,25161111
32077110;LM;570;295;-74,02961111;3,36890278
32097010;LM;158;171;-72,13011111;2,88972222
32107010;LG;175;171;-72,75111111;2,56888889
32107030;LM;172;171;-72,63791667;2,57344444
32150040;LM;100;160;-69,89;3,42
32157010;LM;121;171;-70,53333333;2,8
32157040;LM;100;160;-69,89;3,42
32157050;LM;97;160;-69,3605;3,67061111
32157060;LG;98;160;-69,58805556;3,57172222
32200010;LM;94;160;-68,32;3,99
32207010;LM;94;160;-68,34999722;3,99
33060010;LM;87;134;-68,36;4,87
33077010;LM;80;134;-68,36;4,87
35017020;LG;177;148;-72,93638333;4,10301944
35017040;LM;193;146;-73,17977778;3,74972222
35017090;LM;410;146;-73,70644444;3,71061111
35027010;LG;2975;147;-74,18333333;4,18333333
35027030;LM;2200;147;-74;4,25
35027040;LM;3052;147;-74,21666667;4,18333333
35027050;LM;305;147;-74,2;4,13333333
35027060;LM;2299;147;-73,86666667;4,66666667
35027070;LM;29;147;-73,86666667;4,71666667
35027100;LG;220;147;-74,01019444;4,42863889
35027110;LG;271;147;-74,13333333;4,2
35027140;LG;575;147;-73,7625;4,07019444
35027150;LG;284;147;-74,17380556;4,13797222
35027170;LM;1524;147;-73,91666667;4,51666667
35027220;LM;298;147;-74,03027778;4,48488889
35027230;LG;325;147;-74,18333333;4,2
35027240;LM;26;147;-73,85;4,68333333
35027250;LM;283;47;-73,93333333;4,7
35027260;LM;2962;147;-73,83333333;4,7
35027270;LM;298;147;-73,86666667;4,7
35027280;LM;3004;147;-73,85;4,7
35027290;LM;2200;147;-73,85;4,48333333
35027300;LM;32;142;-73,78333333;4,65
35027310;LM;3466;147;-74,21666667;4,1
35027320;LM;3089;147;-74,13333333;4,23333333
35027330;LM;34;147;-73,81666667;4,63333333
35027340;LM;335;147;-73,81666667;4,63333333
35027350;LM;34;147;-73,83333333;4,63333333
35027360;LM;34;147;-73,83333333;4,63333333
35027370;LM;345;147;-73,81666667;4,68333333
35027380;LM;336;147;-73,83333333;4,63333333
35027390;LM;35;147;-73,83333333;4,65
35027400;LM;34;147;-73,83333333;4,68333333
35027410;LM;34;147;-73,83333333;4,65
35027420;LM;35;147;-73,83333333;4,65
35027430;LM;2450;147;-73,83333333;4,45
35027440;LM;29;147;-73,78333333;4,5
35027450;LM;225;142;-73,76666667;4,4
35027460;LM;32;147;-73,78333333;4,46666667
35027470;LM;282;145;-73,68333333;4,78333333
35027480;LM;3148;147;-74,18333333;4,11666667
35027490;LM;319;147;-74,15;4,21666667
35037010;LM;3132;142;-73,76666667;4,55
35037020;LM;2912;142;-73,71666667;4,6
35037030;LM;3286;142;-73,75;4,53333333
35037040;LM;318;142;-73,73333333;4,53333333
35037050;LM;27;142;-73,68333333;4,53333333
35037060;LM;225;142;-73,76666667;4,4
35037070;LM;3;142;-73,71666667;4,56666667
35037080;LM;2875;142;-73,71666667;4,58333333
35037090;LM;2200;142;-73,68333333;4,46666667
35037100;LG;523;142;-73,63536111;4,23533333
35037120;LM;155;142;-73,68333333;4,41666667
35037130;LM;433;142;-73,66888889;4,08608333
35037150;LG;2661;142;-73,7;4,53333333
35037160;LG;2814;142;-73,7;4,55
35037170;LM;16;142;-73,68333333;4,43333333
35037180;LM;295;142;-73,65;4,48333333
35037190;LM;135;142;-73,66666667;4,4
35037200;LM;342;142;-73,71666667;4,45
35037210;LM;351;142;-73,71666667;4,48333333
35037220;LM;34;142;-73,75;4,5
35037230;LM;34;142;-73,75;4,51666667
35037240;LM;34;142;-73,75;4,53333333
35047030;LM;389;42;-73,41238056;4,31245
35057010;LG;275;143;-73,29252778;4,39622222
35057040;LM;390;142;-73,57019722;4,19834444
35067010;LG;19;145;-73,41927778;4,81591667
35067030;LG;192;145;-73,49183333;4,78022222
35067060;LM;2484;145;-73,76666667;4,83333333
35067070;LM;2255;145;-73,71666667;4,76666667
35067080;LM;2450;145;-73,68333333;4,68333333
35067090;LG;1683;145;-73,4775;4,70427778
35067110;LM;2200;145;-73,75;4,8
35067130;LG;1756;145;-73,39297222;4,85283333
35067160;LM;302;145;-73,78333333;4,78333333
35067170;LM;29;145;-73,78333333;4,76666667
35067180;LM;29;145;-73,76666667;4,76666667
35067190;LM;264;145;-73,68333333;4,68333333
35067210;LM;275;145;-73,7;4,68333333
35067220;LM;3;145;-73,75;4,8
35067230;LM;3;145;-73,76666667;4,7
35067240;LM;31;145;-73,75;4,73333333
35067250;LM;295;145;-73,75;4,71666667
35067260;LM;265;145;-73,75;4,7
35067270;LM;262;145;-73,68333333;4,6
35067280;LM;262;145;-73,68333333;4,66666667
35067290;LM;261;145;-73,68333333;4,63333333
35067300;LM;28;145;-73,78333333;4,8
35067310;LM;274;145;-73,78333333;4,8
35067320;LM;28;145;-73,76666667;4,78333333
35077010;LM;1358;42;-73,35;5,08333333
35077020;LG;991;42;-73,28333333;4,88333333
35077030;LM;1387;42;-73,51666667;5
35077050;LG;1214;42;-73,32625;4,9002
35077080;LG;1335;42;-73,46263889;4,98458333
35077090;LM;258;42;-73,36163889;5,385
35077100;LG;295;42;-73,52827778;5,42863889
35077120;LG;1298;42;-73,39033333;5,05686111
35077130;LM;1071;42;-73,3;4,91666667
35077140;LG;1768;42;-73,52697222;5,04972222
35077160;LM;1276;128;-73,25;4,88333333
35077170;LM;937;42;-73,26666667;4,9
35077300;LM;3015;310;-72,86666667;5,53333333
35087010;LG;416;128;-73,23341667;4,85941667
35087020;LG;873;128;-73,06841667;5,08261111
35087030;LM;1685;128;-73,25025;5,10020556
35087040;LM;1218;128;-73,21679167;5,01676389
35087050;LM;155;128;-73,23333333;5,06666667
35087060;LM;121;128;-73,09152778;5,16411111
35087080;LG;16;128;-73,25;5,06666667
35097010;LM;37;310;-72,93411111;5,48725
35097030;LM;320;310;-72,8985;5,58583333
35097050;LM;325;310;-72,87988889;5,55775
35097070;LM;32;310;-72,9385;5,49194444
35097080;LM;700;129;-73,03416667;5,08138889
35097090;LG;451;129;-73,04761111;4,90497222
35097110;LM;306;310;-72,93333333;5,56666667
35097120;LM;306;310;-72,93333333;5,56666667
35097130;LM;306;310;-72,93333333;5,56666667
35097140;LM;306;310;-72,93333333;5,56666667
35097150;LM;3023;310;-72,9;5,51666667
35097160;LM;3056;310;-72,98333333;5,51666667
35097170;LM;3001;310;-72,93333333;5,48333333
35097180;LM;3028;310;-72,88333333;5,5
35097190;LM;3028;310;-72,96666667;5,51666667
35097200;LM;3041;310;-72,91666667;5,5
35097210;LM;3028;310;-72,91666667;5,58333333
35097220;LM;335;310;-72,88333333;5,51666667
35097230;LM;3004;310;-72,96666667;5,5
35097240;LM;302;310;-72,88333333;5,53333333
35097250;LM;305;310;-72,86666667;5,61666667
35097260;LM;3012;310;-72,88333333;5,53333333
35097270;LM;3024;310;-72,88333333;5,56666667
35097280;LM;302;310;-72,9;5,58333333
35097290;LM;3027;310;-72,88333333;5,56666667
35100020;LM;180;149;-72,79;4,28
35107010;LM;168;149;-72,86561111;4,29563889
35107030;LM;169;149;-72,79;4,28
35107040;LG;264;129;-73,04651944;4,68909444
35117010;LM;153;130;-72,39;4,33
35127010;LM;146;158;-72,07658333;4,31155556
35127020;LG;147;141;-72,15636111;4,34055556
35127030;LM;154;158;-72,29;3,81
35187010;LM;148;130;-72,15238889;4,44183333
35197020;LG;2831;140;-72,75480556;5,50680556
35197030;LG;368;140;-72,56838889;5,17969444
35197040;LM;291;140;-72,48594444;5,25647222
35197050;LG;2154;140;-72,70422222;5,44686111
35197070;LM;3134;140;-72,81533333;5,58669444
35197080;LM;2862;140;-72,79241667;5,52300833
35197090;LM;1028;140;-72,81666667;5,23333333
35197100;LM;1073;140;-72,85;5,23333333
35197110;LM;105;140;-72,86666667;5,23333333
35197120;LM;1058;140;-72,86666667;5,21666667
35197130;LM;844;140;-72,83333333;5,2
35197140;LM;1149;140;-72,7;5,38333333
35197150;LM;16;140;-72,71666667;5,43333333
35197160;LM;1618;140;-72,73333333;5,41666667
35197170;LM;450;140;-72,73333333;5,16666667
35197180;LM;290;140;-72,29138889;4,817
35197190;LG;770;140;-72,70194444;5,28347222
35217010;LG;343;138;-72,41372222;5,369
35217020;LM;134;138;-71,56169444;4,69288889
35217030;LG;497;138;-72,45522222;5,43794444
35227070;LG;126;126;-71,34999722;4,78
35227090;LM;139;126;-71,43613889;4,90458333
35237020;LM;360;118;-72,00122222;5,72897222
35250030;LM;73;117;-68,78;6,15
35257020;LM;76;117;-69,12872222;6,17605556
35257030;LM;73;117;-68,78;6,15
35257040;LG;67;117;-68,44147222;6,18355556
35267010;LM;93;292;-70,44197222;5,53333333
35267030;LM;108;119;-70,70558333;5,27083333
35267080;LG;82;119;-69,99;5,79
36017010;LM;274;116;-71,90238889;5,90655556
36017020;LM;400;116;-71,91797222;5,84344444
36017030;LM;400;116;-71,90033333;5,92102778
36027050;LM;91;112;-70,19433333;6,29563889
36037010;LM;72;117;-69,63875;6,04177778
37017040;LG;1862;37;-72,63388889;7,20333333
37027010;LG;870;38;-72,42477778;7,19697222
37037010;LG;374;40;-72,15261111;7,03455556
37057020;LG;162;104;-71,41638889;7,035
37057060;LM;122;104;-70,74388889;7,09083333
38017010;LM;55;117;-67,47958333;6,17652778
38017040;LM;65;106;-67,64019444;5,68269444
38017050;LG;110;122;-67,26666667;5,56666667
38017060;LG;71;122;-67,63333333;5,66666667
38017070;LG;58;122;-67,43333333;6,2
38027020;LG;79;123;-67,83416667;4,95686111
38037010;LM;88;135;-67,85999722;4,54
38037030;LG;87;135;-67,68333333;4,05
41077010;LM;70;255;-66,83333333;1,18333333
42057010;LM;200;224;-71,01;0,85
42057020;LM;190;224;-70,74;1,1
42067010;LM;195;224;-70,77;0,9
42077010;LM;185;224;-70,73;1,23
42077020;LG;180;224;-70,24;1,26
42077030;LM;185;224;-70,33;1,3
42107010;LM;120;219;-68,23333333;1,06666667
44017050;LG;276;260;-76,64361111;1,705
44017060;LG;2745;260;-76,69277778;1,88444444
44017070;LG;162;260;-76,56222222;1,705
44017090;LG;192;260;-76,62444444;1,705
44017110;LG;460;260;-76,54888889;1,05091667
44017120;LG;723;260;-76,66102778;1,21361111
44017140;LG;857;260;-76,47886111;1,43275
44037010;LM;260;258;-75,50833333;1,28925
