COD;CAT;ELEV;CUENCA;X;Y
13090010;PM;1000;102;-75,43277778;9,82888889
13090020;PM;55;168;-75,53805556;9,75416667
13090030;PM;1000;168;-75,60055556;9,91027778
13090040;PM;100;168;-75,3225;9,53861111
13090060;PM;100;168;-75,37083333;9,47388889
13090070;PM;2000;168;-75,59111111;9,51916667
13090080;PM;60;102;-75,41027778;9,81944444
13090090;PM;20;168;-75,5125;9,48527778
13090100;PM;20;168;-75,46861111;9,48583333
13090110;PM;50;102;-75,41833333;9,8175
14010020;PM;80;307;-75,14011111;10,72188889
14010030;PM;35;307;-75,40138889;10,52416667
14010050;PM;75;307;-75,3375;10,405
14010090;PM;40;307;-75,16227778;10,71022222
15010010;PM;640;296;-74,12;11,14083333
15010020;PM;30;312;-73,76475;11,25013056
15010040;PM;20;296;-74,07986111;11,08536111
15010060;PM;1100;296;-74,1;11,11666667
15030010;PM;5000;201;-73,31219444;11,27522222
15050010;PM;5000;186;-73,05272222;11,42883333
15060010;PM;10;186;-72,9135;11,38177778
15060020;PM;93;202;-72,61180556;11,19738889
15060040;PM;900;202;-72,87752778;11,03436111
15060050;PM;420;202;-73,04797222;10,953
15060060;PM;300;202;-72,68466667;10,93516667
15060080;PM;230;202;-72,84522222;10,75777778
15060150;PM;350;202;-72,79819444;10,77794444
15060180;PM;680;202;-72,7115;11,13802778
15060270;PM;120;202;-72,72791667;11,18913889
15070010;PM;30;187;-72,05019444;12,08658333
15070020;PM;39;187;-71,81919444;12,34391667
15070060;PM;40;185;-71,41588889;12,27341667
15070070;PM;65;187;-71,95227778;12,12636111
15070080;PM;35;185;-71,45869444;12,21836111
15070090;PM;65;187;-71,81930556;12,08855556
15070100;PM;5000;187;-72,18011111;12,00988889
15070110;PM;120;185;-71,96530556;11,81144444
15070130;PM;2000;187;-72,67641667;11,70947222
15070140;PM;3000;187;-72,78675;11,65027778
15070150;PM;80;187;-72,55897222;11,48213889
15070160;PM;85;187;-72,46997222;11,43775
15070190;PM;100;185;-71,51277778;12,26913889
15070240;PM;100;187;-72,19061111;11,81163889
15080010;PM;5000;185;-71,31197222;12,34530556
15080040;PM;145;185;-71,3185;12,06947222
15080070;PM;115;185;-71,51588889;11,89941667
15080090;PM;2000;185;-71,2825;11,93427778
16010010;PM;522;167;-72,47777778;7,81777778
16010020;PM;770;167;-72,60138889;7,69722222
16010030;PM;1275;167;-72,61666667;7,58333333
16010040;PM;72;167;-72,36833333;8,18555556
16010060;PM;87;167;-72,43222222;8,20194444
16010100;PM;1492;167;-72,35397222;8,02636111
16010340;PM;953;167;-72,46172222;7,99302778
16020010;PM;120;166;-72,79944444;7,89194444
16020020;PM;1020;166;-72,8;7,9
16020030;PM;411;166;-72,71611111;7,86416667
16020040;PM;1200;166;-72,66666667;7,71666667
16020050;PM;925;166;-72,79972222;7,64444444
16020070;PM;1280;166;-72,78333333;7,53333333
16020080;PM;1280;166;-72,77277778;7,53416667
16020110;PM;2875;166;-72,71833333;7,31694444
16020130;PM;74;166;-72,52630556;8,2455
16020140;PM;150;166;-72,58388889;8,07733333
16020180;PM;300;166;-72,50027778;8,01194444
16020190;PM;250;166;-72,63416667;7,90138889
16020250;PM;70;166;-72,52455556;8,21916667
16020280;PM;221;166;-72,5925;7,90083333
16020340;PM;100;167;-72,43611111;8,21694444
16020370;PM;50;166;-72,41;8,35944444
16030030;PM;40;154;-72,69744444;8,51494444
16030070;PM;1450;154;-72,81666667;7,96666667
16030080;PM;1200;154;-72,8325;7,95027778
16030090;PM;1490;154;-72,98;7,91472222
16030100;PM;2240;154;-73,01861111;8,02527778
16030140;PM;100;154;-72,69361111;8,34277778
16030150;PM;90;154;-72,64638889;8,32777778
16035010;PM;50;154;-72,72666667;8,63833333
16035030;PM;320;154;-72,80305556;8,07666667
16040010;PM;1920;155;-73,07083333;8,08888889
16040110;PM;1300;165;-73,25;8,28333333
16050020;PM;360;165;-73,24444444;8,53805556
16050030;PM;1000;165;-73,33333333;8,46666667
16050040;PM;1000;165;-73,33333333;8,46666667
16050060;PM;1200;165;-73,38833333;8,29305556
16050080;PM;1250;165;-73,3;8,53333333
16050100;PM;1498;165;-73,18375;8,01747222
16050120;PM;1700;165;-73,21927778;8,03641667
16050130;PM;1800;165;-73,23444444;8,00472222
16050170;PM;1545;165;-73,42333333;8,40055556
16060010;PM;75;132;-72,79166667;8,83472222
16070010;PM;50;131;-72,89694444;8,99805556
16070040;PM;150;131;-72,90944444;8,64111111
17010020;PM;2000;1;-81,73044444;12,481
17020020;PM;2000;2;-81,37911111;13,36861111
17020030;PM;12;2;-81,39144444;13,35644444
17020040;PM;95;2;-81,38811111;13,34377778
21010020;PM;1590;86;-76,03333333;1,86666667
21010040;PM;1334;86;-76,08569444;1,96147222
21010050;PM;1720;86;-76,21491667;1,93158333
21010060;PM;1763;21;-76,17213889;2,02083333
21010100;PM;1530;86;-76,13333333;1,72483333
21010110;PM;1265;86;-76,07441667;1,84491667
21010120;PM;1440;86;-76,06666667;1,85
21010130;PM;1660;86;-76,24669444;1,81038889
21010140;PM;1940;86;-76,36083333;1,86438889
21010160;PM;1724;86;-76,39416667;1,89944444
21010170;PM;1700;86;-76,1725;1,90138889
21010180;PM;1700;86;-76,15522222;1,69527778
21010190;PM;1700;86;-76,24972222;1,84894444
21010200;PM;1800;86;-76,31755556;1,85030556
21010210;PM;1674;86;-76,18891667;1,71380556
21010220;PM;1625;21;-76,185;2,06588889
21010230;PM;1949;86;-76,30425;1,90580556
21020040;PM;1017;84;-75,91;2,02
21020050;PM;1046;84;-76,01;1,98
21030050;PM;893;85;-75,78;2,03
21030060;PM;1345;85;-76,02208333;1,71427778
21030080;PM;1350;85;-75,94222222;1,81361111
21030090;PM;755;21;-75,67772222;2,20294444
21030110;PM;1190;85;-75,68194444;2,07775
21040020;PM;2210;21;-75,72847222;2,33402778
21040030;PM;1614;21;-76,10030556;2,03094444
21040050;PM;830;21;-75,82280556;2,10883333
21040060;PM;805;21;-75,77936111;2,19936111
21050060;PM;1500;17;-75,97227778;2,19905556
21050070;PM;1439;17;-75,97497222;2,657
21050090;PM;1545;17;-75,8065;2,55144444
21050140;PM;900;18;-75,61566667;2,51077778
21050150;PM;788;17;-75,76;2,46
21050160;PM;1745;17;-76,01013889;2,31705556
21050170;PM;1950;17;-75,75894444;2,65238889
21050190;PM;2220;17;-76,11736111;2,21805556
21050220;PM;1462;17;-75,92788889;2,56588889
21050230;PM;1595;17;-76,04680556;2,58180556
21050240;PM;1600;17;-76,05419444;2,46061111
21050250;PM;2235;17;-76,09516667;2,501
21050290;PM;825;17;-75,7285;2,49127778
21050310;PM;2750;17;-76,16891667;2,44683333
21060040;PM;1330;19;-75,54858333;2,20202778
21060050;PM;1000;19;-75,65;2,2
21060070;PM;850;19;-75,53808333;2,38891667
21060080;PM;990;19;-75,60505556;2,19008333
21060090;PM;636;19;-75,43552778;2,57480556
21060100;PM;1460;19;-75,50358333;2,31716667
21060110;PM;721;19;-75,62466667;2,3215
21080020;PM;1100;18;-75,65;2,63333333
21080030;PM;600;18;-75,52886111;2,66961111
21080070;PM;650;18;-75,58091667;2,63691667
21080100;PM;1800;18;-75,61305556;2,77283333
21080140;PM;1450;18;-75,6;2,75
21090020;PM;620;73;-75,39919444;2,85555556
21090040;PM;460;73;-75,34752778;2,77758333
21090110;PM;454;73;-75,33988889;2,86552778
21100080;PM;1525;20;-75,20669444;2,61527778
21100130;PM;1400;20;-75,33333333;2,53333333
21100140;PM;1380;20;-75,40088889;2,43480556
21110040;PM;548;22;-75,16841667;3,07488889
21110070;PM;615;22;-75,05733333;3,15033333
21110090;PM;400;22;-75,16925;3,38713889
21110120;PM;400;22;-75,20077778;3,30533333
21110140;PM;1480;22;-74,96666667;3,13333333
21110160;PM;500;22;-75,19902778;3,11847222
21110180;PM;591;22;-75,15972222;3,03602778
21110290;PM;400;22;-75,17030556;3,34955556
21110330;PM;429;22;-75,21841667;3,18738889
21110340;PM;1500;22;-75,13333333;3,06666667
21110350;PM;1450;22;-75,15;3,06666667
21110440;PM;735;22;-75,23927778;2,79566667
21120010;PM;1300;26;-75,48538889;2,97775
21120040;PM;850;26;-75,37947222;3,14108333
21120090;PM;700;26;-75,49097222;2,87033333
21120100;PM;1105;26;-75,56638889;2,865
21130010;PM;305;32;-74,9365;3,84733333
21130040;PM;1140;32;-75,48466667;3,08063889
21130050;PM;450;32;-75,25594444;3,24355556
21130060;PM;2250;26;-75,55919444;3,00713889
21130080;PM;800;32;-75,49225;3,12083333
21130110;PM;1085;32;-75,49;3,27
21130180;PM;500;32;-75,15088889;3,45361111
21140010;PM;584;29;-74,90397222;3,29158333
21140020;PM;1200;29;-74,93333333;3,4
21140080;PM;1049;29;-74,74;3,48
21140100;PM;368;29;-75,10463889;3,423
21140110;PM;444;29;-75,09744444;3,34536111
21140120;PM;1400;29;-74,92025;3,42586111
21140130;PM;2000;29;-74,67;3,64999833
21150030;PM;290;60;-75,0625;3,56605556
21160030;PM;448;44;-74,68761111;4,06638889
21160040;PM;378;44;-74,81094444;3,74625
21160050;PM;827;44;-74,84297222;3,67172222
21160070;PM;136;44;-74,60927778;3,93291667
21160080;PM;337;44;-74,90088889;3,75380556
21160120;PM;3500;44;-74,61666667;3,85
21160130;PM;1335;44;-74,74972222;3,65105556
21160140;PM;1180;44;-74,71666667;4,06666667
21160160;PM;1388;44;-74,79972222;3,62055556
21160170;PM;140;44;-74,79083333;3,70933333
21160180;PM;1209;44;-74,68830556;3,83977778
21160200;PM;1613;44;-74,57080556;3,89305556
21165030;PM;394;44;-74,77152778;3,89791667
21170020;PM;3394;60;-74,78361111;4,25827778
21170030;PM;311;60;-74,85688889;3,94722222
21170040;PM;849;60;-74,82244444;3,91213889
21180040;PM;848;49;-75,2425;4,2425
21180120;PM;450;48;-75,10555556;4,02916667
21180130;PM;1500;49;-75,11666667;4,16666667
21180160;PM;319;49;-74,8415;4,05594444
21180210;PM;582;49;-75,11288889;4,19197222
21190060;PM;1750;46;-74,35;4,36666667
21190090;PM;1900;46;-74,48355556;3,98697222
21190110;PM;1450;46;-74,43333333;4,35
21190120;PM;2800;46;-74,36666667;3,98333333
21190130;PM;3890;46;-74,26666667;4,01666667
21190140;PM;3870;46;-74,28333333;3,96666667
21190170;PM;1500;46;-74,45;4,35
21190190;PM;2590;46;-74,45;4,13333333
21190210;PM;322;46;-74,64866667;4,30588889
21190230;PM;1550;46;-74,41666667;4,16666667
21190240;PM;1450;46;-74,48872222;4,08161111
21190270;PM;2900;46;-74,31116667;4,03102778
21190280;PM;2800;46;-74,33333333;4,1
21190290;PM;321;46;-74,71311111;4,16102778
21190310;PM;1900;46;-74,32991667;4,38797222
21190330;PM;1950;46;-74,50969444;3,90586111
21190350;PM;2700;46;-74,35975;4,15247222
21190360;PM;1380;46;-74,4;4,35
21190410;PM;1104;46;-74,58733333;4,16461111
21190480;PM;1600;46;-74,48333333;4,08333333
21190490;PM;1200;46;-74,66666667;4,15
21200040;PM;2600;47;-74,06666667;4,6
21200080;PM;3047;47;-74,03333333;4,58333333
21200110;PM;2750;47;-73,98333333;4,7
21200120;PM;3000;47;-74,03333333;4,58333333
21200130;PM;3000;47;-74,05;4,55
21200160;PM;2800;47;-73,73433333;5,05797222
21200170;PM;2600;47;-74,05;4,81666667
21200190;PM;3460;47;-74,13333333;4,33333333
21200200;PM;3150;47;-74,18333333;4,38333333
21200230;PM;2700;47;-74,06666667;4,61666667
21200240;PM;3250;47;-74,01666667;4,58333333
21200250;PM;3770;47;-74,2;4,3
21200310;PM;2691;47;-74,06666667;4,75
21200320;PM;3125;47;-74,05;4,61666667
21200340;PM;3056;47;-74,15;4,4
21200390;PM;1380;47;-74,35;4,61666667
21200440;PM;2703;47;-74,13333333;5
21200500;PM;2600;47;-73,95;4,76666667
21200520;PM;2630;47;-74,11666667;4,56666667
21200550;PM;2725;47;-74,25;4,86666667
21200580;PM;2592;47;-74,06666667;4,68333333
21200590;PM;2599;47;-74,15;4,56666667
21200610;PM;2586;47;-74,1;4,66666667
21200620;PM;2820;47;-73,69686111;5,07916667
21200650;PM;2597;47;-74,03333333;4,7
21200660;PM;2720;47;-74,05;4,65
21200690;PM;2610;47;-74,31666667;4,8
21200700;PM;1160;47;-74,46666667;4,4
21200710;PM;2606;47;-74,25;4,83333333
21200720;PM;1100;47;-74,58333333;4,6
21200750;PM;2603;47;-74,33333333;4,73333333
21200770;PM;2579;47;-74,03333333;4,78333333
21200780;PM;2780;47;-73,78047222;4,92922222
21200830;PM;1400;47;-74,43333333;4,46666667
21200900;PM;1260;47;-74,43333333;4,6
21200990;PM;2670;47;-74,3;4,56666667
21201010;PM;865;47;-74,45;4,6
21201020;PM;2728;47;-74,28333333;4,55
21201040;PM;2549;47;-73,91666667;4,96666667
21201050;PM;2750;47;-73,86466667;4,98288889
21201070;PM;2845;47;-74,28941667;4,86536111
21201090;PM;567;47;-74,54225;4,44269444
21201110;PM;2647;47;-74,01666667;4,68333333
21201120;PM;3045;47;-74,01666667;4,63333333
21201130;PM;2595;47;-74,01666667;4,86666667
21201140;PM;2555;47;-74,17997222;4,80216667
21201180;PM;3000;47;-73,94111111;5,18427778
21201190;PM;3100;47;-73,90725;5,21452778
21201200;PM;3320;47;-74,18388889;4,34294444
21201210;PM;2575;47;-74,15386111;4,86638889
21201230;PM;2520;47;-74,07030556;4,701125
21201240;PM;2800;47;-74,12627778;4,48130556
21201260;PM;1350;46;-74,31666667;4,55
21201280;PM;3000;147;-73,81666667;4,7
21201290;PM;3430;147;-74,18333333;4,23333333
21201300;PM;3050;47;-74,132;4,39425
21201310;PM;2650;47;-74,2675;4,46544444
21201320;PM;2640;47;-74,26880556;4,50936111
21201350;PM;2600;147;-74,15;4,16666667
21201360;PM;2550;47;-74,13333333;4,81666667
21201370;PM;1250;47;-74,46666667;4,65
21201410;PM;2600;47;-73,88333333;5,05
21201550;PM;2560;47;-74,22638889;4,79666667
21201580;PM;30;47;-74,15483333;4,4465
21201610;PM;2698;47;-73,89072222;4,85028889
21201650;PM;2750;47;-73,75738889;5,11591667
21201730;PM;2490;47;-74,36666667;4,76666667
21201740;PM;3260;47;-74,38333333;4,8
21201750;PM;2550;47;-74,28333333;4,55
21201760;PM;2680;47;-74,06666667;4,98333333
21201830;PM;790;47;-74,45;4,6
21201840;PM;2050;47;-74,46666667;4,4
21201970;PM;2665;47;-74,16666667;4,56666667
21201990;PM;2750;147;-73,95;4,65
21202000;PM;2780;147;-73,88333333;4,71666667
21202090;PM;2537;47;-74,21666667;4,63333333
21202120;PM;2545;47;-74,15;4,66666667
21202150;PM;1350;47;-74,46666667;4,53333333
21210130;PM;295;51;-75,51175;4,38033333
21210140;PM;388;51;-75,49686111;4,38375
21210150;PM;3280;51;-75,54233333;4,28438889
21210170;PM;2212;51;-75,40133333;4,33188889
21210200;PM;728;51;-75,07344444;4,33513889
21220050;PM;680;51;-75,05305556;4,35344444
21230050;PM;1070;50;-74,58333333;4,65
21230060;PM;289;50;-74,82555556;4,39861111
21230070;PM;1364;50;-74,62283333;4,85127778
21230080;PM;1300;50;-74,66666667;4,85
21230090;PM;235;50;-74,72927778;5,20275
21230120;PM;1200;50;-74,58111111;4,98538889
21240030;PM;1980;55;-75,07538889;4,54244444
21240070;PM;1814;55;-75,09;4,6375
21250050;PM;3150;56;-75,25;4,85
21250070;PM;472;56;-74,93569444;4,80011111
21250100;PM;331;56;-74,89869444;4,76183333
21250170;PM;3740;56;-75,25277778;4,90388889
21250420;PM;1350;56;-75;4,96666667
21250450;PM;389;56;-74,88247222;5,05302778
21250460;PM;430;56;-74,91775;4,66380556
21250470;PM;1500;56;-74,95;5,13333333
21250480;PM;3371;56;-75,22019444;4,90661111
21250500;PM;1649;56;-75,07586111;4,92188889
21250520;PM;1200;56;-75;4,85
22010010;PM;1620;28;-75,81541667;3,28783333
22010050;PM;1530;28;-75,7;3,55
22010070;PM;1568;28;-75,74261111;3,57680556
22020020;PM;1793;27;-75,76177778;3,04505556
22020030;PM;1476;27;-75,67402778;3,092
22020040;PM;1737;30;-75,5875;3,28580556
22020050;PM;732;27;-75,6045;3,39522222
22020060;PM;2326;27;-75,64191667;3,05333333
22020070;PM;755;27;-75,61305556;3,32816667
22050030;PM;384;31;-75,19563889;3,79547222
22050070;PM;1679;30;-75,48744444;3,42638889
22050080;PM;1800;32;-75,50813889;3,37952778
22050090;PM;324;31;-75,02119444;3,92313889
22050100;PM;330;55;-75,09694444;4,65655556
22050110;PM;1500;32;-75,26666667;3,48333333
22060070;PM;388;43;-75,21994444;3,93916667
22060080;PM;976;36;-75,54855556;3,76638889
22060090;PM;450;43;-75,33005556;3,81541667
22060100;PM;3594;31;-75,10333333;3,90827778
22060110;PM;746;36;-75,42355556;3,71772222
22060130;PM;1600;43;-75,48333333;3,91666667
22070010;PM;2581;48;-75,60775;4,00663889
22070030;PM;2606;48;-75,49952778;4,12455556
23010020;PM;1670;63;-75,04891667;5,15838889
23010080;PM;2508;63;-74,74958333;5,20141667
23010100;PM;1400;63;-75,03333333;5,16666667
23020050;PM;790;65;-74,96666667;5,31666667
23020070;PM;700;58;-74,91666667;5,33333333
23020080;PM;1974;58;-75,14408333;5,26561111
23020090;PM;1700;58;-75,26713889;5,27816667
23020100;PM;760;58;-74,91463889;5,32108333
23020110;PM;1860;63;-75,2;5,06666667
23020130;PM;3580;58;-75,35;5,1
23040030;PM;192;293;-74,67616667;5,47919444
23040070;PM;189;65;-74,94197222;5,32841667
23040080;PM;970;293;-74,91666667;5,35
23040100;PM;200;293;-74,68333333;5,45
23040110;PM;800;293;-74,9;5,38333333
23050020;PM;1975;65;-75,15;5,38333333
23050030;PM;1250;65;-75,08333333;5,5
23050040;PM;1250;65;-75,08333333;5,5
23050060;PM;1350;65;-75,08333333;5,5
23050080;PM;1550;65;-75,05747222;5,29891667
23050100;PM;1751;65;-74,72608333;5,73075
23050120;PM;400;65;-75,21666667;5,45
23050130;PM;1400;65;-75,05;5,31666667
23050170;PM;1300;65;-74,96666667;5,43333333
23050210;PM;1500;65;-75,16666667;5,45
23050220;PM;1640;65;-75,15;5,41666667
23050230;PM;216;65;-75,14916667;5,37430556
23050240;PM;1570;65;-75,08333333;5,53333333
23050250;PM;737;65;-74,89169444;5,57447222
23050270;PM;1400;65;-75,03333333;5,51666667
23050280;PM;1840;65;-75,03333333;5,33333333
23050290;PM;1610;65;-75,01666667;5,36666667
23050300;PM;2150;65;-75,03333333;5,41666667
23050310;PM;2270;65;-75,16666667;5,43333333
23050320;PM;1660;65;-75,01666667;5,33333333
23050330;PM;1550;65;-75,05;5,3
23050350;PM;450;65;-74,75;5,73333333
23050370;PM;550;65;-74,8;5,68333333
23050400;PM;1500;65;-75,03333333;5,36666667
23060040;PM;1450;299;-74,48333333;5,31666667
23060050;PM;1500;299;-74,43333333;4,96666667
23060060;PM;1380;299;-74,41666667;4,95
23060080;PM;1600;299;-74,56666667;5,08333333
23060110;PM;1270;299;-74,49477778;5,35219444
23060120;PM;1420;299;-74,43333333;4,86666667
23060130;PM;1665;299;-74,33333333;4,96666667
23060140;PM;985;299;-74,60805556;5,06944444
23060150;PM;1836;299;-74,62733333;5,75827778
23060160;PM;1200;299;-74,46241667;5,48508333
23060170;PM;1462;299;-74,38911111;5,34936111
23060180;PM;1400;299;-74,2945;5,25344444
23060190;PM;497;299;-74,4855;5,19608333
23060200;PM;1798;299;-74,23916667;5,05969444
23060210;PM;1500;299;-74,33333333;4,96666667
23060220;PM;1500;299;-74,55;4,86666667
23060250;PM;1060;299;-74,6;5,06666667
23060260;PM;1500;299;-74,38202778;5,06463889
23060290;PM;1425;299;-74,41205556;4,97316667
23060320;PM;1400;299;-74,3;5,08333333
23060360;PM;1550;299;-74,35;5,11666667
23070010;PM;3347;66;-74,76202778;5,86141667
23080290;PM;2098;83;-75,43333333;6,13333333
23080300;PM;2180;83;-75,33333333;6,08333333
23080330;PM;1940;83;-75,16666667;6,46666667
23080350;PM;2150;83;-75,26666667;6,13333333
23080360;PM;1880;83;-75,26666667;6,4
23080370;PM;1900;83;-75,16666667;6,23333333
23080380;PM;2155;83;-75,33333333;6,28333333
23080480;PM;1450;83;-75,05;6,46666667
23080500;PM;1450;83;-75,01666667;6,5
23080520;PM;1210;83;-75,18333333;6,06666667
23080530;PM;600;83;-74,76666667;6,41666667
23080540;PM;2050;83;-75,18333333;6,15
23080550;PM;1080;83;-75;6,05
23080600;PM;2600;64;-75,5;6,03333333
23080640;PM;2150;83;-75,328;6,17108333
23080650;PM;1850;83;-75,33561111;6,07377778
23080670;PM;1260;83;-75,1;6,28333333
23080720;PM;1723;83;-74,67433333;6,27616667
23080740;PM;1280;83;-75,25916667;6,39694444
23080750;PM;1455;83;-75,18261111;6,05333333
23080760;PM;820;83;-75,017;6,4875
23080770;PM;830;87;-74,95;6,55
23080820;PM;2180;83;-75,11775;6,14672222
23080830;PM;1380;83;-75,05;6,23333333
23080840;PM;1570;83;-75,11666667;6,35
23080850;PM;1700;83;-75,08333333;6,25
23080880;PM;1000;83;-74,95;6,3
23090020;PM;975;87;-74,68180556;6,39355556
23090110;PM;130;87;-74,39527778;6,60305556
23100010;PM;1540;87;-75,05;6,6
23100030;PM;1450;87;-74,78566667;6,84047222
23100040;PM;965;87;-75,01091667;6,59427778
23100070;PM;120;87;-74,37083333;6,64277778
23110030;PM;150;67;-74,42177778;5,93752778
23110040;PM;179;67;-74,56834167;5,88088889
23110060;PM;171;67;-74,33305556;6,19361111
23120010;PM;140;88;-73,89972222;6,4125
23120050;PM;850;88;-74,10122222;5,53480556
23120120;PM;2800;88;-73,91666667;5,6
23120190;PM;3477;88;-74,03333333;5,23333333
23120200;PM;118;88;-74,0825;6,53388889
23120210;PM;190;88;-74,04591667;5,47466667
23120220;PM;2590;88;-73,91333333;5,87083333
23120230;PM;1100;88;-73,8;6,21666667
23120240;PM;138;88;-74,15463889;5,37138889
23120250;PM;681;88;-74,06872222;5,64963889
23125040;PM;180;72;-73,92055556;6,61611111
23130010;PM;100;72;-74,03138889;6,87777778
23140010;PM;1520;72;-73,65;6,66666667
23140070;PM;183;72;-73,61638889;6,77194444
23160010;PM;85;92;-73,94416667;7,08944444
23180020;PM;73;93;-73,89305556;7,34861111
23180040;PM;110;93;-73,48277778;7,45277778
23180050;PM;98;93;-73,59805556;7,54138889
23180070;PM;144;93;-73,48944444;7,39
23180080;PM;90;93;-73,67833333;7,48944444
23180100;PM;98;93;-73,80083333;7,78333333
23180110;PM;105;93;-73,82527778;7,58611111
23180120;PM;170;93;-73,91916667;7,22277778
23190040;PM;1018;93;-73,1;7,13333333
23190110;PM;164;93;-73,42805556;7,83805556
23190140;PM;500;93;-73,20138889;7,46472222
23190170;PM;860;93;-73,08333333;7,06666667
23190180;PM;1100;93;-73,21666667;7,26666667
23190210;PM;89;93;-73,68138889;7,59333333
23190260;PM;150;93;-73,21361111;7,07972222
23190280;PM;950;93;-73,13305556;6,9675
23190300;PM;3310;93;-72,96638889;7,11
23190340;PM;996;93;-73,06472222;7,21333333
23190350;PM;778;93;-73,19536111;7,24013889
23190360;PM;800;93;-73,165;7,32805556
23190380;PM;855;93;-73,21788889;7,21108333
23190400;PM;1779;93;-73,05722222;7,12444444
23190440;PM;825;93;-73,29972222;7,205
23190450;PM;3220;93;-72,87833333;7,30888889
23190480;PM;228;93;-73,5075;8,09888889
23190500;PM;134;93;-73,38833333;7,75972222
23190510;PM;300;93;-73,3275;7,59555556
23190520;PM;271;93;-73,43972222;7,99555556
23190540;PM;710;93;-73,18055556;7,65083333
23190560;PM;84;93;-73,55972222;7,57444444
23190580;PM;75;93;-73,61877778;8,08875
23190600;PM;1280;93;-73,23027778;6,9975
23190610;PM;1250;93;-73,16666667;7,06666667
23190620;PM;1300;93;-73,11666667;7,3
23190630;PM;1400;93;-73,08333333;7,06666667
23190640;PM;1200;93;-73,1;7,06666667
23190650;PM;1300;93;-73,13333333;7,15
23190660;PM;1400;93;-73,13333333;7,3
23190670;PM;1120;93;-73,11666667;7,33333333
23190680;PM;1350;93;-73,11666667;7,35
23190710;PM;50;93;-73,72444444;8,01183333
23190740;PM;2250;93;-73;7,11666667
23190750;PM;1900;68;-72,88333333;7,01666667
23190760;PM;1600;93;-73,03333333;7,3
23190770;PM;2200;93;-73,01666667;7,3
23190780;PM;2700;93;-73,01666667;7,45
23190810;PM;650;93;-73,32144444;7,81261111
23190820;PM;1120;93;-73,21666667;7,4
23190840;PM;1200;93;-73,16666667;7,3
23200010;PM;64;95;-73,95055556;7,96027778
23200060;PM;80;95;-73,94194444;7,67055556
23210010;PM;90;94;-73,75527778;8,185
23210120;PM;166;94;-73,64147222;8,53191667
23210130;PM;250;94;-73,58;8,24944444
23210160;PM;150;94;-73,73777778;8,32666667
23215030;PM;208;94;-73,60277778;8,22888889
23215050;PM;163;94;-73,63638889;8,61444444
24010010;PM;1400;89;-73,36666667;6,33333333
24010050;PM;1390;89;-73,41666667;6,25
24010070;PM;2650;89;-73,70975;5,30319444
24010110;PM;1520;89;-73,46916667;6,07694444
24010170;PM;2690;89;-73,69105556;5,38588889
24010180;PM;2290;89;-73,63136111;5,53877778
24010190;PM;1650;89;-73,68333333;5,88333333
24010210;PM;1920;89;-73,78166667;5,87333333
24010230;PM;1523;89;-73,23972222;6,35527778
24010240;PM;1400;89;-73,30333333;6,2625
24010290;PM;2090;89;-73,61666667;5,61666667
24010300;PM;2885;47;-73,8;5,16666667
24010310;PM;2575;89;-73,71666667;5,58333333
24010360;PM;2865;89;-73,8;5,4
24010370;PM;3080;89;-73,91666667;5,4
24010410;PM;2120;89;-73,54527778;5,60208333
24010420;PM;2655;89;-73,86666667;5,55
24010440;PM;3130;89;-73,85;5,38333333
24010460;PM;2370;89;-73,6;5,71666667
24010490;PM;2900;89;-73,86666667;5,23333333
24010510;PM;2900;89;-73,66666667;5,46666667
24010520;PM;2985;89;-73,91666667;5,28333333
24010530;PM;2974;89;-73,91666667;5,26666667
24010540;PM;3398;89;-73,95;5,25
24010550;PM;3465;89;-73,95;5,21666667
24010560;PM;3360;89;-73,95;5,21666667
24010570;PM;3105;89;-73,93333333;5,23333333
24010580;PM;3271;89;-73,91666667;5,23333333
24010590;PM;2963;89;-73,9;5,26666667
24010630;PM;2600;89;-73,44413889;5,76058333
24010640;PM;2165;89;-73,77083333;5,98611111
24010650;PM;1502;89;-73,34166667;6,15138889
24010660;PM;150;89;-73,33388889;6,44361111
24010670;PM;2270;89;-73,79638889;5,91972222
24010710;PM;1764;89;-73,57641667;5,85216667
24010720;PM;1750;89;-73,53333333;5,91666667
24010750;PM;1730;89;-73,60916667;5,92583333
24010760;PM;1660;89;-73,44138889;6,099
24010810;PM;2375;89;-73,54891667;5,75080556
24010820;PM;218;89;-73,7025;5,96138889
24010840;PM;3195;89;-73,38647056;5,63438111
24010850;PM;2100;89;-73,38383333;5,868
24010870;PM;2200;89;-73,19619444;5,89952778
24010880;PM;1850;89;-73,65;5,98333333
24010890;PM;1550;89;-73,48333333;6,11666667
24010900;PM;1600;89;-73,6;5,98333333
24010910;PM;1600;69;-73,13333333;6,28333333
24010920;PM;1540;89;-73,46666667;6,11666667
24010930;PM;1350;89;-73,28333333;6,3
24010940;PM;1400;89;-73,76666667;5,75
24010990;PM;1750;89;-73,5;5,93333333
24011060;PM;2600;89;-73,80155556;5,46244444
24011070;PM;1800;89;-73,46722222;6,32361111
24011080;PM;3000;89;-73,77;5,25
24015270;PM;2170;89;-73,67277778;5,99722222
24020010;PM;1470;69;-73,13333333;6,56666667
24020060;PM;1450;69;-73,13333333;6,26666667
24020080;PM;1300;69;-73,14277778;6,44111111
24020120;PM;1520;69;-73,04472222;6,29944444
24020130;PM;1626;69;-73,05611111;6,59825
