CODIGO;ELEVACION;CUENCA
35090070;2575;129
35090080;3250;310
35090090;3388;310
35090100;3700;310
35120010;150;158
35130010;225;141
35180010;180;140
35180030;155;130
35180050;142;130
35190040;290;140
35190050;842;140
35190070;190;140
35210010;656;138
35220040;117;126
35230010;170;118
35250010;82;117
35250020;76;117
35250040;67;117
35260010;112;119
35260030;106;119
35260050;95;119
35260070;92;119
35260080;89;117
36020010;120;112
36020020;575;112
36020030;860;112
36030030;300;113
37010010;1560;37
37010020;2410;37
37010030;2645;37
37010040;3320;37
37010050;3168;37
37010060;3824;68
37010080;2650;37
37020010;1900;37
37020020;145;38
37020030;1660;38
37020040;850;40
37050010;100;104
37050040;150;107
37050050;100;107
38030010;88;135
42040010;200;224
42050020;190;224
42060010;195;224
42070010;185;224
42070020;185;224
42070030;175;224
42080010;175;222
42080020;172;224
44010030;1400;260
44010080;500;260
44010090;500;260
44010110;430;260
44030060;500;258
44050010;250;258
44100010;152;261
44150010;129;284
44187020;102;284
46040010;300;269
47010030;260;262
47010050;2100;262
47010090;2140;262
47010110;300;262
47010150;2300;262
47010180;30;262
47010220;385;262
47010230;2719;262
47020010;500;264
47020020;500;264
47030010;200;265
47030020;195;265
47030030;195;265
47040020;140;273
47040040;130;273
47040050;125;273
47060010;120;281
47087010;115;281
47100010;100;281
51020040;100;253
51020050;100;251
51030020;20;251
52010010;1750;243
52010020;1700;243
52010040;1750;244
52010060;650;243
52010080;750;243
52010140;500;243
52020010;720;244
52020020;2272;244
52020050;1400;244
52020070;2180;244
52020080;1880;244
52030030;1745;245
52030060;1820;245
52030090;2248;260
52030110;1800;245
52040040;220;246
52040050;1800;246
52040060;2568;246
52040070;2590;246
52040160;2200;246
52050010;1620;246
52050020;1700;303
52050030;1700;303
52050040;20;303
52050050;2834;303
52050060;364;303
52050080;2420;303
52050090;2550;303
52050100;2830;303
52050110;392;303
52050120;2817;303
52050130;3100;303
52050140;1480;303
52050180;1500;303
52060020;1700;303
52060040;1770;252
52060050;840;252
52070010;100;249
52070030;340;249
52080010;350;249
52090010;3000;250
52090020;40;250
53010020;10;250
53020010;50;248
53020020;80;248
53040010;20;242
53050020;30;240
53060010;40;239
53060020;30;239
53070020;110;238
53070030;80;238
53070050;100;238
53070060;230;238
53070090;1597;238
53070130;120;238
53080010;21;216
53080020;150;216
53080040;20;216
53080050;350;216
53090030;31;314
53090040;21;314
53100030;534;313
53100040;1523;215
53100060;320;313
53100120;850;313
53100140;542;313
53110010;702;215
53110030;1601;215
53110040;153;215
53110080;232;215
53110100;1628;215
53110110;1320;215
53115010;28;215
54010020;24;45
54010030;370;207
54010040;398;207
54010050;1100;207
54010060;820;207
54010070;1600;207
54010080;1570;207
54010090;1170;207
54020010;62;206
54020040;429;206
54020060;61;206
54020080;35;206
54030010;189;211
54030020;1179;211
54030030;1196;211
54030090;1750;211
54030100;1524;211
54030110;1561;211
54030120;1395;211
54030140;1376;211
54030150;990;211
54030160;1850;211
54030170;1640;211
54070030;13;214
54070050;1610;214
54070060;1490;214
54070070;1420;214
54070080;1420;214
54070100;1520;214
54070110;1975;214
54070130;720;214
54070190;1660;61
54090010;15;214
55010020;53;205
