cod_ah;cod_szh;cod_zh;nom_ah;nom_szh;nom_zh;objectid_1;ruleid;shape_area;shape_leng;HISTO_0;HISTO_1;HISTO_2;HISTO_3;HISTO_4;HISTO_5;HISTO_6;HISTO_7;HISTO_8;HISTO_9;HISTO_10;HISTO_11;HISTO_12;HISTO_13;HISTO_14;HISTO_15;HISTO_16;HISTO_17;HISTO_18;HISTO_19;Area Cuenca (ha);FCL 2001 (ha);FCL 2002 (ha);FCL 2003 (ha);FCL 2004 (ha);FCL 2005 (ha);FCL 2006 (ha);FCL 2007 (ha);FCL 2008 (ha);FCL 2009 (ha);FCL 2010 (ha);FCL 2011 (ha);FCL 2012 (ha);FCL 2013 (ha);FCL 2014 (ha);FCL 2015 (ha);FCL 2016 (ha);FCL 2017 (ha);FCL 2018 (ha);FCL 2019 (ha);FCL 2001 (%);FCL 2002 (%);FCL 2003 (%);FCL 2004 (%);FCL 2005 (%);FCL 2006 (%);FCL 2007 (%);FCL 2008 (%);FCL 2009 (%);FCL 2010 (%);FCL 2011 (%);FCL 2012 (%);FCL 2013 (%);FCL 2014 (%);FCL 2015 (%);FCL 2016 (%);FCL 2017 (%);FCL 2018 (%);FCL 2019 (%);FCL 2001 (% acum);FCL 2002 (% acum);FCL 2003 (% acum);FCL 2004 (% acum);FCL 2005 (% acum);FCL 2006 (% acum);FCL 2007 (% acum);FCL 2008 (% acum);FCL 2009 (% acum);FCL 2010 (% acum);FCL 2011 (% acum);FCL 2012 (% acum);FCL 2013 (% acum);FCL 2014 (% acum);FCL 2015 (% acum);FCL 2016 (% acum);FCL 2017 (% acum);FCL 2018 (% acum);FCL 2019 (% acum)
4;4601;46;Amazonas;R?o Caguan Alto;Cagu?n;237;1;0.474858663;5.523202637;6946221;21343;29755;15916;74644;58167;16338;101019;37790;23524;20173;25054;13603;15169;21334;12017;38226;54260;61739;11418;584055.935;1627.99;2269.64;1214.04;5693.67;4436.84;1246.22;7705.49;2882.53;1794.36;1538.75;1911.06;1037.60;1157.06;1627.31;916.63;2915.79;4138.83;4709.31;870.94;0.279%;0.389%;0.208%;0.975%;0.760%;0.213%;1.319%;0.494%;0.307%;0.263%;0.327%;0.178%;0.198%;0.279%;0.157%;0.499%;0.709%;0.806%;0.149%;0.279%;0.667%;0.875%;1.850%;2.610%;2.823%;4.142%;4.636%;4.943%;5.207%;5.534%;5.711%;5.910%;6.188%;6.345%;6.844%;7.553%;8.359%;8.508%
5;5307;53;Pacifico;R?o San Juan del Micay;Tapaje - Dagua - Directos;238;5;0.360975436;4.41384246;5577110;7351;4724;4758;12458;15412;13351;10319;14567;16884;6025;5742;11936;4588;8431;8219;16320;19531;6925;10984;443837.13;560.72;360.34;362.93;950.27;1175.59;1018.38;787.11;1111.14;1287.87;459.57;437.99;910.45;349.96;643.10;626.93;1244.85;1489.78;528.22;837.83;0.126%;0.081%;0.082%;0.214%;0.265%;0.229%;0.177%;0.250%;0.290%;0.104%;0.099%;0.205%;0.079%;0.145%;0.141%;0.280%;0.336%;0.119%;0.189%;0.126%;0.208%;0.289%;0.503%;0.768%;0.998%;1.175%;1.425%;1.716%;1.819%;1.918%;2.123%;2.202%;2.347%;2.488%;2.768%;3.104%;3.223%;3.412%
5;5306;53;Pacifico;R?o Saija;Tapaje - Dagua - Directos;239;5;0.088197245;1.808212157;1382142;1097;584;609;2844;907;2327;3024;3266;1910;938;1424;1842;210;402;663;1412;2185;680;2671;108442.287;83.68;44.55;46.45;216.93;69.18;177.50;230.66;249.12;145.69;71.55;108.62;140.50;16.02;30.66;50.57;107.70;166.67;51.87;203.74;0.077%;0.041%;0.043%;0.200%;0.064%;0.164%;0.213%;0.230%;0.134%;0.066%;0.100%;0.130%;0.015%;0.028%;0.047%;0.099%;0.154%;0.048%;0.188%;0.077%;0.118%;0.161%;0.361%;0.425%;0.589%;0.801%;1.031%;1.165%;1.231%;1.332%;1.461%;1.476%;1.504%;1.551%;1.650%;1.804%;1.852%;2.039%
5;5305;53;Pacifico;R?o Timbiqu?;Tapaje - Dagua - Directos;240;5;0.065476404;1.754227045;1026950;569;430;545;3416;547;1485;1210;3628;1166;499;396;976;145;334;420;802;1783;405;1908;80511.967;43.40;32.80;41.57;260.56;41.72;113.27;92.30;276.74;88.94;38.06;30.21;74.45;11.06;25.48;32.04;61.17;136.00;30.89;145.54;0.054%;0.041%;0.052%;0.324%;0.052%;0.141%;0.115%;0.344%;0.110%;0.047%;0.038%;0.092%;0.014%;0.032%;0.040%;0.076%;0.169%;0.038%;0.181%;0.054%;0.095%;0.146%;0.470%;0.522%;0.662%;0.777%;1.121%;1.231%;1.279%;1.316%;1.409%;1.422%;1.454%;1.494%;1.570%;1.739%;1.777%;1.958%
4;4505;45;Amazonas;R?o Luisa;Yar?;241;1;0.247449363;3.699060227;3956382;863;12;4;16;5;55;13;8;241;77;48;197;813;45;6;50;141;174;20;304583.992;65.83;0.92;0.31;1.22;0.38;4.20;0.99;0.61;18.38;5.87;3.66;15.03;62.01;3.43;0.46;3.81;10.76;13.27;1.53;0.022%;0.000%;0.000%;0.000%;0.000%;0.001%;0.000%;0.000%;0.006%;0.002%;0.001%;0.005%;0.020%;0.001%;0.000%;0.001%;0.004%;0.004%;0.001%;0.022%;0.022%;0.022%;0.022%;0.023%;0.024%;0.024%;0.024%;0.030%;0.032%;0.034%;0.039%;0.059%;0.060%;0.060%;0.061%;0.065%;0.069%;0.070%
5;5304;53;Pacifico;R?o Guapi;Tapaje - Dagua - Directos;242;5;0.212456016;2.50855457;3359685;1096;1279;890;5988;982;2547;3625;6983;3566;1066;1232;2012;490;663;759;1624;2708;584;1489;261285.512;83.60;97.56;67.89;456.75;74.90;194.28;276.51;532.65;272.01;81.31;93.97;153.47;37.38;50.57;57.89;123.87;206.56;44.55;113.58;0.032%;0.037%;0.026%;0.175%;0.029%;0.074%;0.106%;0.204%;0.104%;0.031%;0.036%;0.059%;0.014%;0.019%;0.022%;0.047%;0.079%;0.017%;0.043%;0.032%;0.069%;0.095%;0.270%;0.299%;0.373%;0.479%;0.683%;0.787%;0.818%;0.854%;0.913%;0.927%;0.946%;0.969%;1.016%;1.095%;1.112%;1.156%
5;5201;52;Pacifico;R?o Patia Alto;Pat?a;243;5;0.260879562;4.180760289;4040787;12121;6372;2732;8298;6265;6477;2381;5399;16034;2294;8847;22139;3394;6914;3052;3200;6621;5819;4951;320905.719;924.56;486.04;208.39;632.95;477.88;494.05;181.62;411.82;1223.04;174.98;674.83;1688.71;258.89;527.38;232.80;244.09;505.03;443.86;377.65;0.288%;0.151%;0.065%;0.197%;0.149%;0.154%;0.057%;0.128%;0.381%;0.055%;0.210%;0.526%;0.081%;0.164%;0.073%;0.076%;0.157%;0.138%;0.118%;0.288%;0.440%;0.505%;0.702%;0.851%;1.005%;1.061%;1.190%;1.571%;1.625%;1.835%;2.362%;2.442%;2.607%;2.679%;2.755%;2.913%;3.051%;3.169%
5;5202;52;Pacifico;R?o Guachicono;Pat?a;244;5;0.212909766;2.53051846;3322671;14546;2853;1335;7697;6117;3630;2110;4297;6903;1469;6101;13134;1046;1820;697;2206;5080;1548;1295;261923.336;1109.53;217.62;101.83;587.11;466.59;276.89;160.95;327.77;526.54;112.05;465.37;1001.83;79.79;138.83;53.17;168.27;387.49;118.08;98.78;0.424%;0.083%;0.039%;0.224%;0.178%;0.106%;0.061%;0.125%;0.201%;0.043%;0.178%;0.382%;0.030%;0.053%;0.020%;0.064%;0.148%;0.045%;0.038%;0.424%;0.507%;0.546%;0.770%;0.948%;1.054%;1.115%;1.240%;1.441%;1.484%;1.662%;2.044%;2.075%;2.128%;2.148%;2.212%;2.360%;2.405%;2.443%
5;5203;52;Pacifico;R?o Mayo;Pat?a;245;5;0.07083419;1.521798829;1102997;4731;1433;632;2393;1274;2128;782;2155;1557;915;2818;4607;378;600;86;818;1388;738;913;87156.483;360.87;109.31;48.21;182.53;97.18;162.32;59.65;164.38;118.76;69.79;214.95;351.41;28.83;45.77;6.56;62.40;105.87;56.29;69.64;0.414%;0.125%;0.055%;0.209%;0.111%;0.186%;0.068%;0.189%;0.136%;0.080%;0.247%;0.403%;0.033%;0.053%;0.008%;0.072%;0.121%;0.065%;0.080%;0.414%;0.539%;0.595%;0.804%;0.916%;1.102%;1.170%;1.359%;1.495%;1.575%;1.822%;2.225%;2.258%;2.311%;2.318%;2.390%;2.511%;2.576%;2.656%
5;5204;52;Pacifico;R?o Juananb?;Pat?a;246;5;0.168829535;2.165360386;2637697;7511;3125;1930;4025;2859;4251;4554;5171;3889;3323;4243;6858;1832;1678;349;1670;3943;1221;1143;207754.967;572.92;238.37;147.22;307.02;218.08;324.26;347.37;394.43;296.64;253.47;323.65;523.11;139.74;127.99;26.62;127.38;300.76;93.14;87.19;0.276%;0.115%;0.071%;0.148%;0.105%;0.156%;0.167%;0.190%;0.143%;0.122%;0.156%;0.252%;0.067%;0.062%;0.013%;0.061%;0.145%;0.045%;0.042%;0.276%;0.391%;0.461%;0.609%;0.714%;0.870%;1.037%;1.227%;1.370%;1.492%;1.648%;1.900%;1.967%;2.028%;2.041%;2.103%;2.247%;2.292%;2.334%
5;5303;53;Pacifico;R?o Iscuand?;Tapaje - Dagua - Directos;247;5;0.189159183;3.705854921;2957298;3761;2667;2567;9028;4252;6650;3819;3218;4115;3463;1374;3521;1949;1679;2377;3113;4928;2388;4377;232672.912;286.88;203.43;195.80;688.63;324.33;507.25;291.30;245.46;313.88;264.15;104.81;268.57;148.67;128.07;181.31;237.45;375.90;182.15;333.87;0.123%;0.087%;0.084%;0.296%;0.139%;0.218%;0.125%;0.105%;0.135%;0.114%;0.045%;0.115%;0.064%;0.055%;0.078%;0.102%;0.162%;0.078%;0.143%;0.123%;0.211%;0.295%;0.591%;0.730%;0.948%;1.073%;1.179%;1.314%;1.427%;1.472%;1.588%;1.652%;1.707%;1.785%;1.887%;2.048%;2.127%;2.270%
5;5302;53;Pacifico;R?o Tapaje;Tapaje - Dagua - Directos;248;5;0.129597085;2.266234167;2004311;6142;4865;1591;6210;493;3732;2178;4847;2124;819;1775;2900;1603;3072;7488;4683;7795;2965;4054;159406.102;468.50;371.09;121.36;473.68;37.60;284.67;166.13;369.72;162.01;62.47;135.39;221.21;122.27;234.32;571.17;357.21;594.58;226.16;309.23;0.294%;0.233%;0.076%;0.297%;0.024%;0.179%;0.104%;0.232%;0.102%;0.039%;0.085%;0.139%;0.077%;0.147%;0.358%;0.224%;0.373%;0.142%;0.194%;0.294%;0.527%;0.603%;0.900%;0.924%;1.102%;1.206%;1.438%;1.540%;1.579%;1.664%;1.803%;1.880%;2.027%;2.385%;2.609%;2.982%;3.124%;3.318%
5;5207;52;Pacifico;R?o Patia Medio;Pat?a;249;5;0.193456759;3.723136913;2924236;22554;11214;9770;25995;7068;14050;6313;2069;8002;5155;2067;6136;1703;2449;3298;13485;14745;5079;9857;238010.504;1720.37;855.38;745.23;1982.84;539.13;1071.70;481.54;157.82;610.37;393.21;157.67;468.04;129.90;186.80;251.56;1028.60;1124.71;387.41;751.87;0.723%;0.359%;0.313%;0.833%;0.227%;0.450%;0.202%;0.066%;0.256%;0.165%;0.066%;0.197%;0.055%;0.078%;0.106%;0.432%;0.473%;0.163%;0.316%;0.723%;1.082%;1.395%;2.228%;2.455%;2.905%;3.108%;3.174%;3.430%;3.595%;3.662%;3.858%;3.913%;3.991%;4.097%;4.529%;5.002%;5.165%;5.480%
5;5209;52;Pacifico;R?o Patia Bajo;Pat?a;250;5;0.365992684;4.085052239;5684790;15368;11524;3339;16734;115;14527;4584;13840;9029;2303;5904;11084;7862;6391;10522;12321;19602;3885;2117;450173.897;1172.23;879.02;254.69;1276.43;8.77;1108.09;349.66;1055.68;688.71;175.67;450.34;845.46;599.69;487.49;802.59;939.82;1495.19;296.34;161.48;0.260%;0.195%;0.057%;0.284%;0.002%;0.246%;0.078%;0.235%;0.153%;0.039%;0.100%;0.188%;0.133%;0.108%;0.178%;0.209%;0.332%;0.066%;0.036%;0.260%;0.456%;0.512%;0.796%;0.798%;1.044%;1.122%;1.356%;1.509%;1.548%;1.648%;1.836%;1.969%;2.077%;2.256%;2.464%;2.797%;2.862%;2.898%
5;5103;51;Pacifico;R?o Rosario;Mira;251;5;0.067200263;1.361462145;927541;20022;11181;1334;12480;323;10015;1888;7507;16841;5804;2760;10983;2714;5070;7559;10344;15919;2503;2445;82687.759;1527.23;852.86;101.75;951.95;24.64;763.92;144.01;572.62;1284.59;442.72;210.53;837.76;207.02;386.73;576.58;789.02;1214.26;190.92;186.50;1.847%;1.031%;0.123%;1.151%;0.030%;0.924%;0.174%;0.693%;1.554%;0.535%;0.255%;1.013%;0.250%;0.468%;0.697%;0.954%;1.468%;0.231%;0.226%;1.847%;2.878%;3.001%;4.153%;4.183%;5.106%;5.281%;5.973%;7.527%;8.062%;8.317%;9.330%;9.580%;10.048%;10.745%;11.699%;13.168%;13.399%;13.624%
5;5206;52;Pacifico;R?o Telemb?;Pat?a;252;5;0.374947823;3.393890597;5842226;21050;17473;3172;27721;2660;11450;8421;3864;10894;5951;1839;11292;1438;2281;3282;6925;11479;2088;3649;461365.232;1605.64;1332.80;241.95;2114.49;202.90;873.38;642.33;294.74;830.97;453.93;140.27;861.33;109.69;173.99;250.34;528.22;875.59;159.27;278.34;0.348%;0.289%;0.052%;0.458%;0.044%;0.189%;0.139%;0.064%;0.180%;0.098%;0.030%;0.187%;0.024%;0.038%;0.054%;0.114%;0.190%;0.035%;0.060%;0.348%;0.637%;0.689%;1.148%;1.192%;1.381%;1.520%;1.584%;1.764%;1.863%;1.893%;2.080%;2.103%;2.141%;2.195%;2.310%;2.500%;2.534%;2.595%
5;5102;51;Pacifico;R?o Mira;Mira;253;5;0.330267019;5.59767888;4984480;29934;14925;2339;40157;2659;31256;12426;17742;30180;13978;5832;24820;8732;13350;9610;16276;20177;2406;2942;406419.804;2283.30;1138.44;178.41;3063.08;202.82;2384.13;947.83;1353.32;2302.06;1066.21;444.85;1893.21;666.06;1018.31;733.03;1241.50;1539.05;183.52;224.41;0.562%;0.280%;0.044%;0.754%;0.050%;0.587%;0.233%;0.333%;0.566%;0.262%;0.109%;0.466%;0.164%;0.251%;0.180%;0.305%;0.379%;0.045%;0.055%;0.562%;0.842%;0.886%;1.639%;1.689%;2.276%;2.509%;2.842%;3.409%;3.671%;3.780%;4.246%;4.410%;4.661%;4.841%;5.147%;5.525%;5.570%;5.626%
5;5101;51;Pacifico;R?o San Juan (Frontera Ecuador);Mira;254;5;0.028364177;1.428660058;441563;728;103;154;637;299;807;804;236;900;571;212;3118;171;274;334;535;1473;439;474;34908.943;55.53;7.86;11.75;48.59;22.81;61.56;61.33;18.00;68.65;43.55;16.17;237.83;13.04;20.90;25.48;40.81;112.36;33.49;36.16;0.159%;0.023%;0.034%;0.139%;0.065%;0.176%;0.176%;0.052%;0.197%;0.125%;0.046%;0.681%;0.037%;0.060%;0.073%;0.117%;0.322%;0.096%;0.104%;0.159%;0.182%;0.215%;0.354%;0.420%;0.596%;0.772%;0.823%;1.020%;1.145%;1.191%;1.872%;1.910%;1.970%;2.043%;2.159%;2.481%;2.577%;2.681%
4;4107;41;Amazonas;Directos R?o Negro (md);Guan?a;255;1;0.283585125;4.253144437;4502469;707;540;529;1246;241;524;978;830;1209;841;641;525;1296;1260;759;1216;1127;3568;16879;348873.585;53.93;41.19;40.35;95.04;18.38;39.97;74.60;63.31;92.22;64.15;48.89;40.05;98.86;96.11;57.89;92.75;85.96;272.16;1287.49;0.015%;0.012%;0.012%;0.027%;0.005%;0.011%;0.021%;0.018%;0.026%;0.018%;0.014%;0.011%;0.028%;0.028%;0.017%;0.027%;0.025%;0.078%;0.369%;0.015%;0.027%;0.039%;0.066%;0.071%;0.083%;0.104%;0.122%;0.149%;0.167%;0.181%;0.193%;0.221%;0.249%;0.265%;0.292%;0.316%;0.394%;0.763%
4;4106;41;Amazonas;R?o Aqui? o Ca?o Aque;Guan?a;256;1;0.240674155;2.763915013;3842110;189;104;168;163;91;39;227;172;524;211;229;380;999;724;1877;461;463;836;849;296024.603;14.42;7.93;12.81;12.43;6.94;2.97;17.32;13.12;39.97;16.09;17.47;28.99;76.20;55.23;143.17;35.16;35.32;63.77;64.76;0.005%;0.003%;0.004%;0.004%;0.002%;0.001%;0.006%;0.004%;0.014%;0.005%;0.006%;0.010%;0.026%;0.019%;0.048%;0.012%;0.012%;0.022%;0.022%;0.005%;0.008%;0.012%;0.016%;0.018%;0.019%;0.025%;0.030%;0.043%;0.049%;0.055%;0.064%;0.090%;0.109%;0.157%;0.169%;0.181%;0.202%;0.224%
4;4110;41;Amazonas;R?o Tomo;Guan?a;257;1;0.195533312;2.306815496;3123050;173;13;123;19;151;10;45;53;58;94;40;147;83;133;513;154;391;101;3155;240489.03;13.20;0.99;9.38;1.45;11.52;0.76;3.43;4.04;4.42;7.17;3.05;11.21;6.33;10.14;39.13;11.75;29.82;7.70;240.66;0.005%;0.000%;0.004%;0.001%;0.005%;0.000%;0.001%;0.002%;0.002%;0.003%;0.001%;0.005%;0.003%;0.004%;0.016%;0.005%;0.012%;0.003%;0.100%;0.005%;0.006%;0.010%;0.010%;0.015%;0.016%;0.017%;0.019%;0.020%;0.023%;0.025%;0.029%;0.032%;0.036%;0.052%;0.057%;0.070%;0.073%;0.173%
4;4403;44;Amazonas;R?o Orteguaza;Caquet?;258;1;0.642280447;5.48198894;9266359;33325;50321;14961;58410;90920;18499;119892;84661;70269;35336;45609;31032;42475;42485;30949;50242;74247;75919;40468;790344.718;2541.95;3838.37;1141.19;4455.38;6935.16;1411.06;9145.08;6457.74;5359.95;2695.35;3478.95;2367.05;3239.89;3240.66;2360.72;3832.34;5663.39;5790.92;3086.80;0.322%;0.486%;0.144%;0.564%;0.877%;0.179%;1.157%;0.817%;0.678%;0.341%;0.440%;0.299%;0.410%;0.410%;0.299%;0.485%;0.717%;0.733%;0.391%;0.322%;0.807%;0.952%;1.515%;2.393%;2.571%;3.729%;4.546%;5.224%;5.565%;6.005%;6.304%;6.714%;7.124%;7.423%;7.908%;8.625%;9.357%;9.748%
4;4404;44;Amazonas;R?o Pescado;Caquet?;259;1;0.167808293;2.71310681;2539051;7376;8794;4305;9420;10895;5584;15358;9808;11242;5960;4637;7418;4832;5573;2776;5820;8303;9623;8187;206498.334;562.62;670.79;328.38;718.54;831.05;425.93;1171.47;748.13;857.51;454.61;353.70;565.83;368.57;425.10;211.75;443.94;633.33;734.02;624.49;0.272%;0.325%;0.159%;0.348%;0.402%;0.206%;0.567%;0.362%;0.415%;0.220%;0.171%;0.274%;0.178%;0.206%;0.103%;0.215%;0.307%;0.355%;0.302%;0.272%;0.597%;0.756%;1.104%;1.507%;1.713%;2.280%;2.643%;3.058%;3.278%;3.449%;3.723%;3.902%;4.108%;4.210%;4.425%;4.732%;5.087%;5.390%
4;4401;44;Amazonas;Alto Caqueta;Caquet?;260;1;0.471377223;4.039041628;7292670;6489;8638;7370;15606;7783;5973;13613;14046;10788;12030;11542;15850;10802;9091;9361;18794;28508;14286;28835;580043.788;494.97;658.89;562.17;1190.39;593.67;455.61;1038.37;1071.40;822.88;917.62;880.40;1209.00;823.95;693.44;714.04;1433.56;2174.52;1089.70;2199.47;0.085%;0.114%;0.097%;0.205%;0.102%;0.079%;0.179%;0.185%;0.142%;0.158%;0.152%;0.208%;0.142%;0.120%;0.123%;0.247%;0.375%;0.188%;0.379%;0.085%;0.199%;0.296%;0.501%;0.603%;0.682%;0.861%;1.046%;1.188%;1.346%;1.498%;1.706%;1.848%;1.968%;2.091%;2.338%;2.713%;2.901%;3.280%
4;4402;44;Amazonas;R?o Caqueta Medio;Caquet?;261;1;1.26520059;15.18290036;18640596;58791;73827;23577;69965;72549;25655;108028;92075;75826;60636;70498;89731;93032;120312;73628;123724;131896;152243;86513;1557243.227;4484.44;5631.35;1798.40;5336.77;5533.87;1956.90;8240.12;7023.26;5783.83;4625.17;5377.42;6844.47;7096.26;9177.12;5616.17;9437.38;10060.72;11612.74;6599.01;0.288%;0.362%;0.115%;0.343%;0.355%;0.126%;0.529%;0.451%;0.371%;0.297%;0.345%;0.440%;0.456%;0.589%;0.361%;0.606%;0.646%;0.746%;0.424%;0.288%;0.650%;0.765%;1.108%;1.463%;1.589%;2.118%;2.569%;2.940%;3.237%;3.583%;4.022%;4.478%;5.067%;5.428%;6.034%;6.680%;7.426%;7.849%
4;4701;47;Amazonas;Alto R?o Putumayo;Putumayo;262;1;0.565897684;4.329580687;8297208;49074;57498;22257;21181;20515;21070;34672;35320;21416;20695;26475;32907;36012;22926;39583;61983;86689;49888;96950;696499.707;3743.25;4385.81;1697.71;1615.64;1564.84;1607.17;2644.70;2694.13;1633.56;1578.57;2019.45;2510.07;2746.91;1748.74;3019.30;4727.92;6612.43;3805.34;7395.12;0.537%;0.630%;0.244%;0.232%;0.225%;0.231%;0.380%;0.387%;0.235%;0.227%;0.290%;0.360%;0.394%;0.251%;0.433%;0.679%;0.949%;0.546%;1.062%;0.537%;1.167%;1.411%;1.643%;1.868%;2.098%;2.478%;2.865%;3.099%;3.326%;3.616%;3.976%;4.371%;4.622%;5.055%;5.734%;6.683%;7.230%;8.292%
4;4901;49;Amazonas;R?o Chingual;Napo;263;1;0.036890597;1.435051321;584758;310;352;141;88;770;122;540;275;430;300;179;326;238;157;52;495;527;38;139;45406.075;23.65;26.85;10.76;6.71;58.73;9.31;41.19;20.98;32.80;22.88;13.65;24.87;18.15;11.98;3.97;37.76;40.20;2.90;10.60;0.052%;0.059%;0.024%;0.015%;0.129%;0.020%;0.091%;0.046%;0.072%;0.050%;0.030%;0.055%;0.040%;0.026%;0.009%;0.083%;0.089%;0.006%;0.023%;0.052%;0.111%;0.135%;0.150%;0.279%;0.300%;0.390%;0.436%;0.509%;0.559%;0.589%;0.644%;0.684%;0.710%;0.719%;0.802%;0.891%;0.897%;0.920%
4;4702;47;Amazonas;R?o San_Miguel;Putumayo;264;1;0.181734365;3.358642036;2576187;18062;25482;5488;7395;9227;11785;10420;8883;7780;6638;10039;12661;17225;10389;27446;26093;41504;21635;53445;223691.131;1377.73;1943.71;418.61;564.07;703.81;898.93;794.81;677.57;593.44;506.33;765.75;965.75;1313.88;792.45;2093.52;1990.31;3165.83;1650.27;4076.66;0.616%;0.869%;0.187%;0.252%;0.315%;0.402%;0.355%;0.303%;0.265%;0.226%;0.342%;0.432%;0.587%;0.354%;0.936%;0.890%;1.415%;0.738%;1.822%;0.616%;1.485%;1.672%;1.924%;2.239%;2.641%;2.996%;3.299%;3.564%;3.791%;4.133%;4.565%;5.152%;5.506%;6.442%;7.332%;8.747%;9.485%;11.307%
4;4703;47;Amazonas;R?o Putumayo Medio;Putumayo;265;1;0.411555431;6.796053385;6119498;20602;31039;8149;23005;24606;11543;28221;18154;16549;16016;16385;17746;21082;23536;15052;35023;44922;50876;42941;506578.925;1571.47;2367.58;621.59;1754.77;1876.89;880.47;2152.63;1384.74;1262.32;1221.66;1249.81;1353.62;1608.09;1795.27;1148.13;2671.47;3426.54;3880.70;3275.44;0.310%;0.467%;0.123%;0.346%;0.371%;0.174%;0.425%;0.273%;0.249%;0.241%;0.247%;0.267%;0.317%;0.354%;0.227%;0.527%;0.676%;0.766%;0.647%;0.310%;0.778%;0.900%;1.247%;1.617%;1.791%;2.216%;2.489%;2.738%;2.980%;3.226%;3.494%;3.811%;4.165%;4.392%;4.919%;5.596%;6.362%;7.008%
4;4408;44;Amazonas;R?o Mecaya;Caquet?;266;1;0.368160109;4.782781888;5026715;18763;33278;10829;33411;32340;9983;36361;28115;26759;28324;32979;46164;55306;70603;45777;78839;83356;118808;73789;453142.591;1431.20;2538.37;826.01;2548.51;2466.82;761.48;2773.53;2144.55;2041.11;2160.49;2515.56;3521.28;4218.61;5385.43;3491.76;6013.65;6358.20;9062.40;5628.45;0.316%;0.560%;0.182%;0.562%;0.544%;0.168%;0.612%;0.473%;0.450%;0.477%;0.555%;0.777%;0.931%;1.188%;0.771%;1.327%;1.403%;2.000%;1.242%;0.316%;0.876%;1.058%;1.621%;2.165%;2.333%;2.945%;3.418%;3.869%;4.346%;4.901%;5.678%;6.609%;7.797%;8.568%;9.895%;11.298%;13.298%;14.540%
4;4409;44;Amazonas;R?o Sencella;Caquet?;267;1;0.141423018;3.092644305;2195907;818;3041;475;2130;2863;275;2326;929;1377;1669;2377;1735;3029;5576;5564;11134;9795;8263;3444;174075.792;62.40;231.96;36.23;162.47;218.38;20.98;177.42;70.86;105.03;127.31;181.31;132.34;231.05;425.32;424.41;849.28;747.14;630.28;262.70;0.036%;0.133%;0.021%;0.093%;0.125%;0.012%;0.102%;0.041%;0.060%;0.073%;0.104%;0.076%;0.133%;0.244%;0.244%;0.488%;0.429%;0.362%;0.151%;0.036%;0.169%;0.190%;0.283%;0.409%;0.421%;0.523%;0.563%;0.624%;0.697%;0.801%;0.877%;1.010%;1.254%;1.498%;1.986%;2.415%;2.777%;2.928%
4;4605;46;Amazonas;R?o Sunsiya;Cagu?n;268;1;0.200447033;3.885970697;2354588;14093;26762;9997;35009;40535;9642;53780;64260;38918;21428;40311;35036;53913;52244;37283;53742;103143;103910;58606;246702.969;1074.98;2041.34;762.55;2670.40;3091.91;735.47;4102.21;4901.60;2968.57;1634.48;3074.83;2672.46;4112.36;3985.05;2843.86;4099.31;7867.51;7926.01;4470.33;0.436%;0.827%;0.309%;1.082%;1.253%;0.298%;1.663%;1.987%;1.203%;0.663%;1.246%;1.083%;1.667%;1.615%;1.153%;1.662%;3.189%;3.213%;1.812%;0.436%;1.263%;1.572%;2.655%;3.908%;4.206%;5.869%;7.856%;9.059%;9.722%;10.968%;12.051%;13.718%;15.334%;16.486%;18.148%;21.337%;24.550%;26.362%
4;4604;46;Amazonas;R?o Caguan Bajo;Cagu?n;269;1;0.602920713;6.507447936;7672618;40074;79800;41105;88924;78514;34305;113646;164912;68527;68564;62894;87622;117505;173497;99564;139191;185926;224784;104774;742069.212;3056.75;6086.96;3135.39;6782.91;5988.86;2616.70;8668.65;12579.10;5227.08;5229.90;4797.41;6683.60;8963.01;13233.94;7594.51;10617.16;14182.00;17146.00;7991.91;0.412%;0.820%;0.423%;0.914%;0.807%;0.353%;1.168%;1.695%;0.704%;0.705%;0.646%;0.901%;1.208%;1.783%;1.023%;1.431%;1.911%;2.311%;1.077%;0.412%;1.232%;1.655%;2.569%;3.376%;3.728%;4.897%;6.592%;7.296%;8.001%;8.647%;9.548%;10.756%;12.539%;13.563%;14.993%;16.905%;19.215%;20.292%
4;4501;45;Amazonas;Alto Yar?;Yar?;270;1;0.604769748;5.267910508;7369069;41024;96219;21000;67236;88929;58469;193517;217708;78831;82828;137031;89165;110870;160345;77730;131783;268522;283883;102120;744238.578;3129.21;7339.36;1601.83;5128.60;6783.30;4459.88;14761.02;16606.25;6013.04;6317.93;10452.40;6801.30;8456.90;12230.74;5929.06;10052.10;20482.23;21653.93;7789.47;0.420%;0.986%;0.215%;0.689%;0.911%;0.599%;1.983%;2.231%;0.808%;0.849%;1.404%;0.914%;1.136%;1.643%;0.797%;1.351%;2.752%;2.910%;1.047%;0.420%;1.407%;1.622%;2.311%;3.222%;3.822%;5.805%;8.036%;8.844%;9.693%;11.098%;12.011%;13.148%;14.791%;15.588%;16.939%;19.691%;22.600%;23.647%
