Date,MC,P_A1,P_A2,P_B1,P_B2,Def_25%,Def_50%,Def_75%,Def_100%
01/08/2021,12,45.3,44.17,48.28,44.59,0.03263,0.03333,0.03403,0.034730000000000004
01/09/2021,12,8.45,8.23,9.0,8.31,0.03267,0.0334,0.03414,0.03487
01/10/2021,12,189.1,184.37,201.52,186.13,0.0327,0.03347,0.03424,0.03501
01/11/2021,12,191.69,186.89,204.28,188.68,0.03274,0.03354,0.03435,0.03515
01/12/2021,12,56.68,55.26,60.4,55.79,0.03277,0.03361,0.03445,0.035289999999999995
01/01/2020,13,391.64,380.07,415.1023705,377.71,0.05786,0.057920000000000006,0.05798,0.05803
01/02/2020,13,183.73,178.3,194.7351551,177.2,0.057920000000000006,0.05803,0.05815,0.05826
01/03/2020,13,274.9,266.78,291.3716263,265.13,0.05798,0.05815,0.058320000000000004,0.05849
01/04/2020,13,338.75,328.75,359.04598219999997,326.71,0.05803,0.05826,0.05849,0.05872
01/05/2020,13,634.11,615.38,672.1006537999999,611.56,0.058089999999999996,0.058379999999999994,0.05867000000000001,0.05895
01/06/2020,13,48.06,46.64,50.94111187,46.35,0.05815,0.05849,0.058839999999999996,0.059179999999999996
01/07/2020,13,112.57,109.25,119.31393359999998,108.57,0.058210000000000005,0.05861,0.05901,0.059410000000000004
01/08/2020,13,183.9,178.47,194.92309419999998,177.37,0.05826,0.05872,0.059179999999999996,0.05964
01/09/2020,13,309.11,299.98,327.6271547,298.12,0.058320000000000004,0.058839999999999996,0.05936,0.05987000000000001
01/10/2020,13,644.54,625.51,683.1595183999999,621.63,0.058379999999999994,0.05895,0.05952999999999999,0.0601
01/11/2020,13,450.19,436.9,477.1615353,434.18,0.05844,0.059070000000000004,0.0597,0.060329999999999995
01/12/2020,13,202.04,196.08,214.14817000000002,194.86,0.05849,0.059179999999999996,0.05987000000000001,0.06056
01/01/2021,13,193.57,187.86,205.169306,186.69,0.05855,0.0593,0.06005,0.06079
01/02/2021,13,301.0,292.11,319.0373547,290.3,0.05861,0.059410000000000004,0.06022,0.061020000000000005
01/03/2021,13,507.11,492.13,537.4903096,489.08,0.05867000000000001,0.05952999999999999,0.06039,0.06125
01/04/2021,13,490.2,475.73,519.5770767,472.78,0.05872,0.05964,0.06056,0.06147999999999999
01/05/2021,13,302.33,293.4,320.44530489999994,291.58,0.05878,0.05976,0.060739999999999995,0.06171
01/06/2021,13,133.21,129.27,141.188048,128.47,0.058839999999999996,0.05987000000000001,0.06091,0.061939999999999995
01/07/2021,13,157.31,152.67,166.7408587,151.72,0.0589,0.059989999999999995,0.061079999999999995,0.06217
01/08/2021,13,80.71,78.33,85.54424194,77.84,0.05895,0.0601,0.06125,0.0624
01/09/2021,13,369.7,358.78,391.8523513,356.56,0.05901,0.06022,0.06143,0.06262999999999999
01/10/2021,13,367.91,357.05,389.9579341,354.83,0.059070000000000004,0.060329999999999995,0.0616,0.06286
01/11/2021,13,358.89,348.3,380.3970643,346.13,0.059129999999999995,0.06045,0.061770000000000005,0.06309
01/12/2021,13,367.52,356.67,389.543179,354.46,0.059179999999999996,0.06056,0.061939999999999995,0.06332
01/01/2020,14,94.94,94.6,97.87477252,94.73,0.017509999999999998,0.01753,0.01754,0.01756
01/02/2020,14,24.17,24.09,24.92059884,24.12,0.01753,0.01756,0.0176,0.01763
01/03/2020,14,188.52,187.83,194.3345054,188.1,0.01754,0.0176,0.01765,0.0177
01/04/2020,14,215.72,214.93,222.3739028,215.24,0.01756,0.01763,0.0177,0.017769999999999998
01/05/2020,14,330.81,329.61,341.0233694,330.08,0.017580000000000002,0.017669999999999998,0.01775,0.01784
01/06/2020,14,186.17,185.5,191.9211651,185.76,0.0176,0.0177,0.01781,0.01791
01/07/2020,14,239.79,238.92,247.1886955,239.26,0.01761,0.017740000000000002,0.01786,0.01798
01/08/2020,14,150.27,149.73,154.9084282,149.94,0.01763,0.017769999999999998,0.01791,0.01805
01/09/2020,14,154.63,154.07,159.4017559,154.29,0.01765,0.01781,0.01796,0.018119999999999997
01/10/2020,14,299.51,298.43,308.7572558,298.85,0.017669999999999998,0.01784,0.018019999999999998,0.01819
01/11/2020,14,110.36,109.96,113.7659507,110.12,0.01768,0.01788,0.01807,0.01826
01/12/2020,14,14.78,14.72,15.23373952,14.74,0.0177,0.01791,0.018119999999999997,0.018330000000000003
01/01/2021,14,56.79,56.58,58.54345727,56.66,0.01772,0.01795,0.01817,0.0184
01/02/2021,14,68.57,68.32,70.68476032,68.42,0.017740000000000002,0.01798,0.01823,0.01847
01/03/2021,14,104.07,103.69,107.2814471,103.84,0.01775,0.018019999999999998,0.01828,0.01854
01/04/2021,14,184.84,184.17,190.5409446,184.43,0.017769999999999998,0.01805,0.018330000000000003,0.018609999999999998
01/05/2021,14,290.51,289.46,299.48044060000007,289.87,0.01779,0.018090000000000002,0.01838,0.018680000000000002
01/06/2021,14,140.92,140.41,145.26856980000002,140.61,0.01781,0.018119999999999997,0.01844,0.01875
01/07/2021,14,158.18,157.6,163.0592385,157.83,0.01782,0.01816,0.01849,0.01882
01/08/2021,14,193.84,193.13,199.8200997,193.41,0.01784,0.01819,0.01854,0.01889
01/09/2021,14,215.45,214.67,222.1035463,214.98,0.01786,0.01823,0.01859,0.01896
01/10/2021,14,211.06,210.3,217.5758309,210.59,0.01788,0.01826,0.01865,0.019030000000000002
01/11/2021,14,80.57,80.28,83.0594319,80.39,0.01789,0.0183,0.0187,0.0191
01/12/2021,14,59.51,59.29,61.34387675,59.38,0.01791,0.018330000000000003,0.01875,0.01917
01/01/2020,15,113.78,117.49,119.4629807,118.19,0.20571,0.20593000000000003,0.20614000000000002,0.20636
01/02/2020,15,21.81,22.52,22.90163466,22.66,0.20593000000000003,0.20636,0.2068,0.20723000000000003
01/03/2020,15,138.49,143.0,145.399375,143.84,0.20614000000000002,0.2068,0.20745,0.2081
01/04/2020,15,278.03,287.08,291.9061539,288.78,0.20636,0.20723000000000003,0.2081,0.20897
01/05/2020,15,334.23,345.12,350.92144210000004,347.17,0.20658,0.20767,0.20875,0.20984
01/06/2020,15,149.81,154.69,157.2874519,155.61,0.2068,0.2081,0.20940999999999999,0.21070999999999998
01/07/2020,15,137.63,142.11,144.4977404,142.95,0.20701,0.20854,0.21006,0.21158000000000002
01/08/2020,15,136.06,140.5,142.8578365,141.33,0.20723000000000003,0.20897,0.21070999999999998,0.21245
01/09/2020,15,253.53,261.78,266.18317290000005,263.34,0.20745,0.20940999999999999,0.21136,0.21331999999999998
01/10/2020,15,427.34,441.26,448.67187479999996,443.87,0.20767,0.20984,0.21202,0.21419000000000002
01/11/2020,15,314.97,325.23,330.69307660000004,327.16,0.20788,0.21028000000000002,0.21266999999999997,0.21506
01/12/2020,15,29.92,30.9,31.41605766,31.08,0.2081,0.21070999999999998,0.21331999999999998,0.21593
01/01/2021,15,49.39,51.0,51.85471162,51.3,0.20831999999999998,0.21115,0.21397,0.2168
01/02/2021,15,110.6,114.2,116.12096159999999,114.88,0.20854,0.21158000000000002,0.21463000000000002,0.21766999999999997
01/03/2021,15,163.99,169.34,172.180048,170.34,0.20875,0.21202,0.21528000000000003,0.21854
01/04/2021,15,162.16,167.44,170.2572115,168.44,0.20897,0.21245,0.21593,0.21941
01/05/2021,15,327.87,338.55,344.23461519999995,340.55,0.20919000000000001,0.21289,0.21658000000000002,0.22028000000000003
01/06/2021,15,227.41,234.82,238.762596,236.21,0.20940999999999999,0.21331999999999998,0.21724000000000002,0.22115
01/07/2021,15,123.73,127.76,129.90475949999998,128.52,0.20961999999999997,0.21375999999999998,0.21789,0.22202
01/08/2021,15,132.35,136.66,138.95759619999998,137.47,0.20984,0.21419000000000002,0.21854,0.22289
01/09/2021,15,273.78,282.7,287.4539422,284.38,0.21006,0.21463000000000002,0.21919,0.22376
01/10/2021,15,330.37,341.13,346.8654806,343.16,0.21028000000000002,0.21506,0.21985,0.22463000000000002
01/11/2021,15,302.21,312.05,317.295096,313.9,0.21049,0.2155,0.2205,0.2255
01/12/2021,15,160.67,165.91,168.694471,166.89,0.21070999999999998,0.21593,0.22115,0.22637
01/01/2020,16,100.29,102.04,105.38779109999999,102.62,0.10128,0.10139,0.1015,0.1016
01/02/2020,16,17.6,17.9,18.48881408,18.0,0.10139,0.1016,0.10182000000000001,0.10203
01/03/2020,16,125.94,128.13,132.335207,128.86,0.1015,0.10182000000000001,0.10214,0.10246
01/04/2020,16,243.17,247.4,255.51982420000002,248.81,0.1016,0.10203,0.10246,0.10289000000000001
01/05/2020,16,291.36,296.43,306.1547223,298.12,0.10171000000000001,0.10225,0.10279,0.10332000000000001
01/06/2020,16,126.94,129.15,133.3834466,129.88,0.10182000000000001,0.10246,0.10311,0.10375
01/07/2020,16,118.5,120.57,124.5215462,121.25,0.10192999999999999,0.10268,0.10343,0.10418
01/08/2020,16,136.17,138.54,143.0893767,139.33,0.10203,0.10289000000000001,0.10375,0.10461
01/09/2020,16,229.38,233.37,241.02668939999998,234.7,0.10214,0.10311,0.10407999999999999,0.10504000000000001
01/10/2020,16,378.04,384.62,397.23583010000004,386.81,0.10225,0.10332000000000001,0.1044,0.10547000000000001
01/11/2020,16,264.19,268.79,277.6078767,270.32,0.10236,0.10354000000000001,0.10472000000000001,0.1059
01/12/2020,16,24.94,25.38,26.20823239,25.52,0.10246,0.10375,0.10504000000000001,0.10633
01/01/2021,16,47.0,47.82,49.38515133,48.09,0.10257000000000001,0.10397,0.10537,0.10676
01/02/2021,16,87.61,89.14,92.06271855,89.65,0.10268,0.10418,0.10569,0.10719000000000001
01/03/2021,16,145.57,148.1,152.962454,148.95,0.10279,0.1044,0.10601,0.10762000000000001
01/04/2021,16,147.49,150.06,154.98196950000002,150.91,0.10289000000000001,0.10461,0.10633,0.10805
01/05/2021,16,290.8,295.86,305.5703104,297.55,0.10300000000000001,0.10482999999999999,0.10665999999999999,0.10848
01/06/2021,16,188.76,192.04,198.3419004,193.13,0.10311,0.10504000000000001,0.10697999999999999,0.10890999999999999
01/07/2021,16,103.67,105.47,108.934744,106.07,0.10322,0.10525999999999999,0.1073,0.10934
01/08/2021,16,123.14,125.29,129.3968562,126.0,0.10332000000000001,0.10547000000000001,0.10762000000000001,0.10977
01/09/2021,16,235.8,239.91,247.7767165,241.27,0.10343,0.10569,0.10795,0.1102
01/10/2021,16,272.48,277.22,286.31287280000004,278.8,0.10354000000000001,0.1059,0.10827,0.11062999999999999
01/11/2021,16,253.39,257.8,266.2584924,259.27,0.10365,0.10612,0.10859,0.11105999999999999
01/12/2021,16,136.37,138.74,143.291972,139.53,0.10375,0.10633,0.10890999999999999,0.11149
01/01/2020,17,114.01,112.4,126.4534479,111.59,0.04593,0.04597,0.04602,0.046060000000000004
01/02/2020,17,72.61,71.58,80.53091690000001,71.06,0.04597,0.046060000000000004,0.04615,0.046239999999999996
01/03/2020,17,82.99,81.82,92.04122253,81.22,0.04602,0.04615,0.04629,0.046419999999999996
01/04/2020,17,167.6,165.23,185.8813084,164.03,0.046060000000000004,0.046239999999999996,0.046419999999999996,0.0466
01/05/2020,17,225.86,222.67,250.49964640000002,221.05,0.046110000000000005,0.04633,0.046560000000000004,0.04678
01/06/2020,17,180.09,177.55,199.7370296,176.25,0.04615,0.046419999999999996,0.046689999999999995,0.04696
01/07/2020,17,136.51,134.59,151.4072493,133.61,0.0462,0.04651,0.046830000000000004,0.047139999999999994
01/08/2020,17,127.52,125.72,141.4328366,124.8,0.046239999999999996,0.0466,0.04696,0.04732
01/09/2020,17,57.17,56.37,63.41222532,55.96,0.04629,0.046689999999999995,0.0471,0.0475
01/10/2020,17,85.95,84.73,95.32480424,84.12,0.04633,0.04678,0.04723,0.04768
01/11/2020,17,89.8,88.53,99.5927507,87.88,0.046380000000000005,0.04687,0.047369999999999995,0.04786
01/12/2020,17,42.19,41.6,46.79886336,41.3,0.046419999999999996,0.04696,0.0475,0.04804
01/01/2021,17,102.49,101.04,113.67021969999999,100.31,0.04647,0.04705,0.047639999999999995,0.04822
01/02/2021,17,77.52,76.42,85.97441272,75.87,0.04651,0.047139999999999994,0.04777,0.0484
01/03/2021,17,88.32,87.08,97.95877747,86.44,0.046560000000000004,0.04723,0.04791,0.04858
01/04/2021,17,136.96,135.03,151.90191969999998,134.04,0.0466,0.04732,0.04804,0.048760000000000005
01/05/2021,17,247.28,243.79,274.2629704,242.02,0.04665,0.04741,0.04818,0.04894
01/06/2021,17,197.02,194.24,218.51528169999997,192.82,0.046689999999999995,0.0475,0.048310000000000006,0.04912
01/07/2021,17,178.69,176.17,198.1855014,174.88,0.04674,0.04759,0.04845,0.0493
01/08/2021,17,96.86,95.49,107.42786059999999,94.8,0.04678,0.04768,0.04858,0.04948
01/09/2021,17,60.71,59.85,67.32978026,59.41,0.046830000000000004,0.04777,0.04872,0.04966
01/10/2021,17,118.6,116.93,131.5408689,116.07,0.04687,0.04786,0.04885,0.049839999999999995
01/11/2021,17,134.06,132.17,148.690831,131.21,0.046919999999999996,0.04795,0.04899,0.05002
01/12/2021,17,119.19,117.5,132.19118459999999,116.65,0.04696,0.04804,0.04912,0.0502
01/01/2020,18,45.66,47.02,49.0,46.85,0.18622,0.18641,0.1866,0.18679
01/02/2020,18,0.0,0.0,0.0,0.0,0.18641,0.18679,0.18717,0.18755
01/03/2020,18,147.23,151.63,158.0,151.08,0.1866,0.18717,0.18774000000000002,0.18830999999999998
01/04/2020,18,297.25,306.14,319.0,305.02,0.18679,0.18755,0.18830999999999998,0.18907000000000002
01/05/2020,18,366.2,377.15,393.0,375.78,0.18698,0.18792999999999999,0.18888,0.18983
01/06/2020,18,159.34,164.1,171.0,163.51,0.18717,0.18830999999999998,0.18945,0.19059
01/07/2020,18,213.39,219.76,229.0,218.97,0.18736,0.18869,0.19002,0.19135
01/08/2020,18,232.95,239.92,250.0,239.05,0.18755,0.18907000000000002,0.19059,0.19211
01/09/2020,18,315.89,325.33,339.0,324.15,0.18774000000000002,0.18945,0.19116,0.19287
01/10/2020,18,227.36,234.16,244.0,233.31,0.18792999999999999,0.18983,0.19172999999999998,0.19363
01/11/2020,18,259.98,267.75,279.0,266.77,0.18812,0.19021,0.1923,0.19439
01/12/2020,18,28.89,29.75,31.0,29.64,0.18830999999999998,0.19059,0.19287,0.19515
01/01/2021,18,51.25,52.78,55.0,52.59,0.1885,0.19097,0.19344,0.19591
01/02/2021,18,16.77,17.27,18.0,17.21,0.18869,0.19135,0.19401,0.19667
01/03/2021,18,87.59,90.21,94.0,89.88,0.18888,0.19172999999999998,0.19458,0.19743
01/04/2021,18,262.77,270.63,282.0,269.64,0.18907000000000002,0.19211,0.19515,0.19819
01/05/2021,18,484.54,499.03,520.0,497.21,0.18925999999999998,0.19249000000000002,0.19572,0.19895
01/06/2021,18,208.73,214.97,224.0,214.18,0.18945,0.19287,0.19629000000000002,0.19971
01/07/2021,18,217.11,223.6,233.0,222.79,0.18964,0.19325,0.19685999999999998,0.20047
01/08/2021,18,119.27,122.84,128.0,122.39,0.18983,0.19363,0.19743,0.20123
01/09/2021,18,354.09,364.68,380.0,363.35,0.19002,0.19401,0.198,0.20199
01/10/2021,18,310.29,319.57,333.0,318.41,0.19021,0.19439,0.19857,0.20275
01/11/2021,18,136.05,140.11,146.0,139.6,0.1904,0.19477,0.19914,0.20351
01/12/2021,18,23.3,23.99,25.0,23.9,0.19059,0.19515,0.19971,0.20427
01/01/2020,19,110.3,108.73,116.8790797,109.05,0.0199,0.01992,0.01994,0.01996
01/02/2020,19,78.41,77.29,83.08542032,77.52,0.01992,0.01996,0.02001,0.02005
01/03/2020,19,168.43,166.03,178.4731159,166.52,0.01994,0.02001,0.02008,0.02014
01/04/2020,19,252.98,249.38,268.0748405,250.13,0.01996,0.02005,0.02014,0.02023
01/05/2020,19,235.54,232.19,249.59690209999997,232.88,0.01999,0.0201,0.02021,0.020319999999999998
01/06/2020,19,76.46,75.38,81.02494926,75.6,0.02001,0.02014,0.02028,0.02041
01/07/2020,19,68.37,67.39,72.44529709999999,67.59,0.020030000000000003,0.02019,0.02035,0.0205
01/08/2020,19,34.08,33.59,36.10844201,33.69,0.02005,0.02023,0.02041,0.02059
01/09/2020,19,95.28,93.92,100.9596811,94.2,0.02008,0.02028,0.02048,0.02068
01/10/2020,19,202.59,199.7,214.67175350000002,200.3,0.0201,0.020319999999999998,0.02055,0.02077
01/11/2020,19,133.49,131.59,141.45640569999998,131.98,0.02012,0.02037,0.02062,0.02086
01/12/2020,19,29.5,29.08,31.26294925,29.17,0.02014,0.02041,0.02068,0.02095
01/01/2021,19,40.62,40.04,43.04317386,40.16,0.02017,0.02046,0.02075,0.02104
01/02/2021,19,131.14,129.28,138.96736230000002,129.66,0.02019,0.0205,0.020819999999999998,0.02113
01/03/2021,19,287.33,283.25,304.4740797,284.09,0.02021,0.02055,0.02089,0.02122
01/04/2021,19,169.44,167.03,179.543152,167.52,0.02023,0.02059,0.02095,0.02131
01/05/2021,19,171.37,168.93,181.59307969999998,169.43,0.02026,0.020640000000000002,0.02102,0.0214
01/06/2021,19,28.71,28.31,30.42744201,28.39,0.02028,0.02068,0.02109,0.021490000000000002
01/07/2021,19,44.07,43.44,46.69480429,43.57,0.0203,0.020730000000000002,0.021159999999999998,0.021580000000000002
01/08/2021,19,63.27,62.37,67.04222463,62.55,0.020319999999999998,0.02077,0.02122,0.02167
01/09/2021,19,63.05,62.16,66.81516668,62.34,0.02035,0.020819999999999998,0.02129,0.021759999999999998
01/10/2021,19,178.76,176.22,189.42723909999998,176.74,0.02037,0.02086,0.02136,0.02185
01/11/2021,19,161.98,159.67,171.6400941,160.15,0.020390000000000002,0.020909999999999998,0.02143,0.02194
01/12/2021,19,59.17,58.33,62.70113762,58.5,0.02041,0.02095,0.021490000000000002,0.02203
01/01/2020,20,124.35,132.31,137.4127462,131.99,0.06844,0.06852000000000001,0.06859,0.06866
01/02/2020,20,15.07,16.04,16.65584079,16.0,0.06852000000000001,0.06866,0.06881,0.06895
01/03/2020,20,169.67,180.53,187.48757700000002,180.08,0.06859,0.06881,0.06902,0.06924
01/04/2020,20,163.72,174.2,180.9181055,173.77,0.06866,0.06895,0.06924,0.06953
01/05/2020,20,248.63,264.55,274.7501579,263.9,0.06873,0.0691,0.06946000000000001,0.06982000000000001
01/06/2020,20,98.96,105.29,109.3505514,105.03,0.06881,0.06924,0.06967999999999999,0.07011
01/07/2020,20,77.51,82.47,85.65267212,82.27,0.06888,0.06939,0.06989,0.0704
01/08/2020,20,125.21,133.23,138.3617188,132.9,0.06895,0.06953,0.07011,0.07069
01/09/2020,20,258.49,275.03,285.637762,274.36,0.06902,0.06967999999999999,0.07032999999999999,0.07098
01/10/2020,20,322.51,343.15,356.3812398,342.31,0.0691,0.06982000000000001,0.07055,0.07127
01/11/2020,20,201.78,214.69,222.96934330000002,214.16,0.06917000000000001,0.06997,0.07076,0.07156
01/12/2020,20,16.08,17.11,17.76711712,17.07,0.06924,0.07011,0.07098,0.07185
01/01/2021,20,104.2,110.87,115.14737849999999,110.6,0.06931,0.07026,0.0712,0.07214
01/02/2021,20,38.56,41.02,42.60587529,40.92,0.06939,0.0704,0.07142000000000001,0.07243
01/03/2021,20,179.22,190.69,198.0454011,190.22,0.06946000000000001,0.07055,0.07163,0.07272
01/04/2021,20,269.12,286.35,297.38698230000006,285.64,0.06953,0.07069,0.07185,0.07301
01/05/2021,20,262.92,279.75,290.5390372,279.07,0.0696,0.07084,0.07207000000000001,0.0733
01/06/2021,20,57.76,61.45,63.82200934,61.3,0.06967999999999999,0.07098,0.07229,0.07359
01/07/2021,20,71.19,75.75,78.66762044,75.56,0.06975,0.07113,0.0725,0.07388
01/08/2021,20,145.77,155.1,161.0819369,154.72,0.06982000000000001,0.07127,0.07272,0.07417
01/09/2021,20,241.14,256.57,266.4673381,255.94,0.06989,0.07142000000000001,0.07293999999999999,0.07446
01/10/2021,20,277.78,295.56,306.9564591,294.83,0.06997,0.07156,0.07316,0.07475
01/11/2021,20,229.37,244.05,253.45999840000002,243.45,0.07003999999999999,0.07171,0.07337,0.07504
01/12/2021,20,226.5,241.0,250.2935153,240.41,0.07011,0.07185,0.07359,0.07533
01/01/2020,21,110.11,105.09,119.0,106.52,0.046169999999999996,0.04622,0.04626,0.046310000000000004
01/02/2020,21,57.25,54.64,61.87,55.38,0.04622,0.046310000000000004,0.04641,0.0465
01/03/2020,21,187.53,178.98,202.67,181.41,0.04626,0.04641,0.04655,0.046689999999999995
01/04/2020,21,84.43,80.58,91.25,81.68,0.046310000000000004,0.0465,0.046689999999999995,0.04688
01/05/2020,21,89.02,84.96,96.21,86.12,0.046360000000000005,0.0466,0.046830000000000004,0.04707
01/06/2020,21,64.77,61.82,70.0,62.66,0.04641,0.046689999999999995,0.04698,0.04726
01/07/2020,21,33.31,31.79,36.0,32.22,0.04645,0.04679,0.04712,0.04745
01/08/2020,21,22.21,21.19,24.0,21.48,0.0465,0.04688,0.04726,0.047639999999999995
01/09/2020,21,32.38,30.91,35.0,31.33,0.04655,0.04698,0.0474,0.047830000000000004
01/10/2020,21,65.69,62.7,71.0,63.55,0.0466,0.04707,0.04755,0.04802
01/11/2020,21,193.54,184.72,209.17,187.23,0.04664,0.04717,0.047689999999999996,0.04821
01/12/2020,21,72.94,69.62,78.83,70.56,0.046689999999999995,0.04726,0.047830000000000004,0.0484
01/01/2021,21,0.0,0.0,0.0,0.0,0.04674,0.04736,0.04797,0.048589999999999994
01/02/2021,21,64.77,61.82,70.0,62.66,0.04679,0.04745,0.048119999999999996,0.048780000000000004
01/03/2021,21,98.01,93.54,105.92,94.81,0.046830000000000004,0.04755,0.048260000000000004,0.04897
01/04/2021,21,114.89,109.66,124.17,111.14,0.04688,0.047639999999999995,0.0484,0.04916
01/05/2021,21,135.02,128.86,145.92,130.61,0.04693,0.04774,0.04854,0.04935
01/06/2021,21,0.0,0.0,0.0,0.0,0.04698,0.047830000000000004,0.04869,0.04954
01/07/2021,21,0.0,0.0,0.0,0.0,0.04702,0.04793,0.04883,0.04973
01/08/2021,21,0.0,0.0,0.0,0.0,0.04707,0.04802,0.04897,0.04992
01/09/2021,21,0.0,0.0,0.0,0.0,0.04712,0.048119999999999996,0.04911,0.05011
01/10/2021,21,63.84,60.93,69.0,61.76,0.04717,0.04821,0.049260000000000005,0.0503
01/11/2021,21,38.67,36.9,41.79,37.41,0.04721,0.048310000000000006,0.0494,0.05049
01/12/2021,21,106.6,101.74,115.21,103.12,0.04726,0.0484,0.04954,0.05068
01/01/2020,22,106.62,112.01,112.8,113.27,0.02512,0.02515,0.025169999999999998,0.0252
01/02/2020,22,0.0,0.0,0.0,0.0,0.02515,0.0252,0.025259999999999998,0.02531
01/03/2020,22,107.75,113.2,114.0,114.48,0.025169999999999998,0.025259999999999998,0.02534,0.025419999999999998
01/04/2020,22,278.84,292.93,295.0,296.24,0.0252,0.02531,0.025419999999999998,0.02553
01/05/2020,22,323.07,339.4,341.8,343.24,0.025230000000000002,0.02537,0.0255,0.025639999999999996
01/06/2020,22,491.04,515.86,519.5,521.69,0.025259999999999998,0.025419999999999998,0.02559,0.02575
01/07/2020,22,348.59,366.22,368.8,370.35,0.02528,0.025480000000000003,0.02567,0.02586
01/08/2020,22,339.33,356.48,359.0,360.51,0.02531,0.02553,0.02575,0.02597
01/09/2020,22,139.89,146.96,148.0,148.62,0.02534,0.02559,0.025830000000000002,0.026080000000000002
01/10/2020,22,267.49,281.02,283.0,284.19,0.02537,0.025639999999999996,0.02592,0.026189999999999998
01/11/2020,22,85.54,89.87,90.5,90.88,0.02539,0.0257,0.026000000000000002,0.0263
01/12/2020,22,8.51,8.94,9.0,9.04,0.025419999999999998,0.02575,0.026080000000000002,0.026410000000000003
01/01/2021,22,0.0,0.0,0.0,0.0,0.02545,0.025810000000000003,0.026160000000000003,0.02652
01/02/2021,22,0.0,0.0,0.0,0.0,0.025480000000000003,0.02586,0.02625,0.02663
01/03/2021,22,148.02,155.5,156.6,157.26,0.0255,0.02592,0.026330000000000003,0.026739999999999996
01/04/2021,22,305.87,321.33,323.6,324.96,0.02553,0.02597,0.026410000000000003,0.02685
01/05/2021,22,301.05,316.27,318.5,319.84,0.02556,0.02603,0.026489999999999996,0.02696
01/06/2021,22,227.61,239.11,240.8,241.81,0.02559,0.026080000000000002,0.02658,0.02707
01/07/2021,22,178.27,187.28,188.6,189.39,0.02561,0.026139999999999997,0.026660000000000003,0.027180000000000003
01/08/2021,22,254.92,267.81,269.7,270.84,0.025639999999999996,0.026189999999999998,0.026739999999999996,0.02729
01/09/2021,22,219.29,230.37,232.0,232.98,0.02567,0.02625,0.02682,0.0274
01/10/2021,22,219.95,231.07,232.7,233.68,0.0257,0.0263,0.026910000000000003,0.027510000000000003
01/11/2021,22,162.58,170.79,172.0,172.72,0.02572,0.02636,0.026989999999999997,0.02762
01/12/2021,22,128.08,134.55,135.5,136.07,0.02575,0.026410000000000003,0.02707,0.02773
01/01/2020,23,79.32,85.71,85.46,87.53,0.04869,0.04874,0.04879,0.048839999999999995
01/02/2020,23,107.24,115.88,115.54,118.34,0.04874,0.048839999999999995,0.04894,0.04904
01/03/2020,23,0.0,0.0,0.0,0.0,0.04879,0.04894,0.049089999999999995,0.04924
01/04/2020,23,166.87,180.32,179.79,184.15,0.048839999999999995,0.04904,0.04924,0.04944
01/05/2020,23,358.47,387.35,386.21,395.57,0.048889999999999996,0.049139999999999996,0.049389999999999996,0.04964
01/06/2020,23,327.64,354.04,353.0,361.56,0.04894,0.04924,0.04954,0.049839999999999995
01/07/2020,23,392.92,424.58,423.33,433.59,0.04899,0.049339999999999995,0.04969,0.05004
01/08/2020,23,285.68,308.7,307.79,315.25,0.04904,0.04944,0.049839999999999995,0.05024
01/09/2020,23,311.75,336.87,335.88,344.02,0.049089999999999995,0.04954,0.04999,0.05044
01/10/2020,23,379.62,410.21,409.0,418.92,0.049139999999999996,0.04964,0.05014,0.05064
01/11/2020,23,103.03,111.33,111.0,113.69,0.04919,0.04974,0.050289999999999994,0.050839999999999996
01/12/2020,23,11.14,12.04,12.0,12.29,0.04924,0.049839999999999995,0.05044,0.051039999999999995
01/01/2021,23,17.64,19.06,19.0,19.46,0.04929,0.04994,0.050589999999999996,0.05124
01/02/2021,23,6.5,7.02,7.0,7.17,0.049339999999999995,0.05004,0.05074,0.05144
01/03/2021,23,17.64,19.06,19.0,19.46,0.049389999999999996,0.05014,0.05089,0.05164
01/04/2021,23,150.36,162.48,162.0,165.93,0.04944,0.05024,0.051039999999999995,0.05184
01/05/2021,23,390.76,422.24,421.0,431.21,0.04949,0.050339999999999996,0.05119,0.052039999999999996
01/06/2021,23,335.64,362.69,361.62,370.39,0.04954,0.05044,0.05134,0.052239999999999995
01/07/2021,23,267.66,289.23,288.38,295.37,0.049589999999999995,0.050539999999999995,0.05149,0.05244
01/08/2021,23,327.1,353.46,352.42,360.96,0.04964,0.05064,0.05164,0.05264
01/09/2021,23,227.94,246.3,245.58,251.53,0.04969,0.05074,0.051789999999999996,0.05284
01/10/2021,23,188.42,203.6,203.0,207.92,0.04974,0.050839999999999996,0.05194,0.05304
01/11/2021,23,181.92,196.58,196.0,200.75,0.04979,0.05094,0.05209,0.053239999999999996
01/12/2021,23,101.17,109.32,109.0,111.64,0.049839999999999995,0.051039999999999995,0.052239999999999995,0.053439999999999994
01/01/2020,24,86.14,88.14,87.6156084,88.61,0.17787999999999998,0.17806,0.17823,0.17840999999999999
01/02/2020,24,58.0,59.34,58.99257825,59.66,0.17806,0.17840999999999999,0.17877,0.17912
01/03/2020,24,224.49,229.7,228.34554550000001,230.94,0.17823,0.17877,0.1793,0.17983
01/04/2020,24,209.96,214.84,213.56539359999996,216.0,0.17840999999999999,0.17912,0.17983,0.18054
