cuenca|area_hidrografica|zona_hidrografica|subzona_hidrografica|departamento|municipio|area_cuenca_ha|area_municipio_por_cuenca_ha|area_municipio_por_cuenca_porc
189|Caribe|Atrato - Darién|Río Napipí - Río Opogadó|ANTIOQUIA|VIGÍA DEL FUERTE|111646.26|383.88|0.34
189|Caribe|Atrato - Darién|Río Napipí - Río Opogadó|CHOCÓ|BAHÍA SOLANO (Mutis)|111646.26|52.74|0.05
189|Caribe|Atrato - Darién|Río Napipí - Río Opogadó|CHOCÓ|CARMEN DEL DARIÉN  (Curbaradó)|111646.26|2393.22|2.14
190|Caribe|Atrato - Darién|Río Murindó - Directos al Atrato|ANTIOQUIA|FRONTINO|265003.37|50.83|0.02
190|Caribe|Atrato - Darién|Río Murindó - Directos al Atrato|ANTIOQUIA|DABEIBA|265003.37|961.39|0.36
190|Caribe|Atrato - Darién|Río Murindó - Directos al Atrato|CHOCÓ|BOJAYÁ (Bellavista)|265003.37|227.8|0.09
190|Caribe|Atrato - Darién|Río Murindó - Directos al Atrato|ANTIOQUIA|VIGÍA DEL FUERTE|265003.37|23410.3|8.83
190|Caribe|Atrato - Darién|Río Murindó - Directos al Atrato|CHOCÓ|CARMEN DEL DARIÉN  (Curbaradó)|265003.37|99546.43|37.56
190|Caribe|Atrato - Darién|Río Murindó - Directos al Atrato|CHOCÓ|RIOSUCIO|265003.37|14879.79|5.62
190|Caribe|Atrato - Darién|Río Murindó - Directos al Atrato|ANTIOQUIA|MURINDÓ|265003.37|125926.82|47.52
191|Caribe|Atrato - Darién|Río Sucio|ANTIOQUIA|CAICEDO|536636.45|0.22|0
191|Caribe|Atrato - Darién|Río Sucio|ANTIOQUIA|URRAO|536636.45|11.43|0
191|Caribe|Atrato - Darién|Río Sucio|ANTIOQUIA|FRONTINO|536636.45|34731.4|6.47
191|Caribe|Atrato - Darién|Río Sucio|ANTIOQUIA|ABRIAQUÍ|536636.45|28899.43|5.39
191|Caribe|Atrato - Darién|Río Sucio|ANTIOQUIA|BURITICÁ|536636.45|195.49|0.04
191|Caribe|Atrato - Darién|Río Sucio|ANTIOQUIA|CAÑASGORDAS|536636.45|36104.97|6.73
191|Caribe|Atrato - Darién|Río Sucio|ANTIOQUIA|URAMITA|536636.45|26650.82|4.97
191|Caribe|Atrato - Darién|Río Sucio|ANTIOQUIA|PEQUE|536636.45|189.94|0.04
191|Caribe|Atrato - Darién|Río Sucio|ANTIOQUIA|ITUANGO|536636.45|1333.97|0.25
191|Caribe|Atrato - Darién|Río Sucio|ANTIOQUIA|GIRALDO|536636.45|154.05|0.03
191|Caribe|Atrato - Darién|Río Sucio|ANTIOQUIA|SANTA FE DE ANTIOQUIA|536636.45|44.17|0.01
191|Caribe|Atrato - Darién|Río Sucio|ANTIOQUIA|DABEIBA|536636.45|193521.73|36.06
191|Caribe|Atrato - Darién|Río Sucio|ANTIOQUIA|MUTATÁ|536636.45|66091.63|12.32
191|Caribe|Atrato - Darién|Río Sucio|CHOCÓ|CARMEN DEL DARIÉN  (Curbaradó)|536636.45|54189.9|10.1
191|Caribe|Atrato - Darién|Río Sucio|CHOCÓ|RIOSUCIO|536636.45|94254.6|17.56
191|Caribe|Atrato - Darién|Río Sucio|ANTIOQUIA|MURINDÓ|536636.45|262.71|0.05
192|Caribe|Atrato - Darién|Río Bojayá|CHOCÓ|BOJAYÁ (Bellavista)|181469.48|178904.89|98.59
192|Caribe|Atrato - Darién|Río Bojayá|ANTIOQUIA|VIGÍA DEL FUERTE|181469.48|7.9|0
192|Caribe|Atrato - Darién|Río Bojayá|CHOCÓ|ALTO BAUDÓ (Pie de Pató)|181469.48|334.4|0.18
192|Caribe|Atrato - Darién|Río Bojayá|CHOCÓ|QUIBDÓ|181469.48|228.28|0.13
192|Caribe|Atrato - Darién|Río Bojayá|CHOCÓ|BAHÍA SOLANO (Mutis)|181469.48|1994.01|1.1
193|Caribe|Atrato - Darién|Directos Atrato entre ríos Quito y Bojayá (mi)|CHOCÓ|BOJAYÁ (Bellavista)|308661.11|64161.06|20.79
193|Caribe|Atrato - Darién|Directos Atrato entre ríos Quito y Bojayá (mi)|CHOCÓ|RÍO QUITO (Paimadó)|308661.11|232.67|0.08
193|Caribe|Atrato - Darién|Directos Atrato entre ríos Quito y Bojayá (mi)|ANTIOQUIA|VIGÍA DEL FUERTE|308661.11|718.62|0.23
193|Caribe|Atrato - Darién|Directos Atrato entre ríos Quito y Bojayá (mi)|CHOCÓ|MEDIO ATRATO (Beté)|308661.11|74369.47|24.09
193|Caribe|Atrato - Darién|Directos Atrato entre ríos Quito y Bojayá (mi)|CHOCÓ|ALTO BAUDÓ (Pie de Pató)|308661.11|230.93|0.08
193|Caribe|Atrato - Darién|Directos Atrato entre ríos Quito y Bojayá (mi)|CHOCÓ|QUIBDÓ|308661.11|168948.36|54.74
194|Caribe|Atrato - Darién|Directos Atrato entre ríos Bebaramá y Murrí (md)|ANTIOQUIA|URRAO|160216.96|47330.82|29.54
194|Caribe|Atrato - Darién|Directos Atrato entre ríos Bebaramá y Murrí (md)|CHOCÓ|BOJAYÁ (Bellavista)|160216.96|159.64|0.1
194|Caribe|Atrato - Darién|Directos Atrato entre ríos Bebaramá y Murrí (md)|ANTIOQUIA|VIGÍA DEL FUERTE|160216.96|108335.32|67.62
194|Caribe|Atrato - Darién|Directos Atrato entre ríos Bebaramá y Murrí (md)|CHOCÓ|MEDIO ATRATO (Beté)|160216.96|4251.33|2.65
194|Caribe|Atrato - Darién|Directos Atrato entre ríos Bebaramá y Murrí (md)|CHOCÓ|QUIBDÓ|160216.96|139.86|0.09
195|Caribe|Atrato - Darién|Río Murrí|CHOCÓ|EL CARMEN|346657.82|6.47|0
195|Caribe|Atrato - Darién|Río Murrí|ANTIOQUIA|SALGAR|346657.82|49.33|0.01
195|Caribe|Atrato - Darién|Río Murrí|ANTIOQUIA|CONCORDIA|346657.82|2.06|0
195|Caribe|Atrato - Darién|Río Murrí|ANTIOQUIA|CAICEDO|346657.82|168.85|0.05
195|Caribe|Atrato - Darién|Río Murrí|ANTIOQUIA|URRAO|346657.82|207587.3|59.88
195|Caribe|Atrato - Darién|Río Murrí|ANTIOQUIA|FRONTINO|346657.82|99957.88|28.84
195|Caribe|Atrato - Darién|Río Murrí|ANTIOQUIA|ABRIAQUÍ|346657.82|247.68|0.07
195|Caribe|Atrato - Darién|Río Murrí|ANTIOQUIA|BETULIA|346657.82|794.15|0.23
195|Caribe|Atrato - Darién|Río Murrí|ANTIOQUIA|ANZÁ|346657.82|97.36|0.03
195|Caribe|Atrato - Darién|Río Murrí|ANTIOQUIA|DABEIBA|346657.82|5012.89|1.45
195|Caribe|Atrato - Darién|Río Murrí|ANTIOQUIA|VIGÍA DEL FUERTE|346657.82|32484.8|9.37
195|Caribe|Atrato - Darién|Río Murrí|CHOCÓ|QUIBDÓ|346657.82|39.08|0.01
195|Caribe|Atrato - Darién|Río Murrí|ANTIOQUIA|MURINDÓ|346657.82|209.98|0.06
196|Caribe|Atrato - Darién|Río Bebaramá y otros Directos Atrato (md)|CHOCÓ|EL CARMEN|259394.07|112.5|0.04
196|Caribe|Atrato - Darién|Río Bebaramá y otros Directos Atrato (md)|ANTIOQUIA|URRAO|259394.07|366.45|0.14
196|Caribe|Atrato - Darién|Río Bebaramá y otros Directos Atrato (md)|CHOCÓ|LLORÓ|259394.07|134.21|0.05
196|Caribe|Atrato - Darién|Río Bebaramá y otros Directos Atrato (md)|ANTIOQUIA|VIGÍA DEL FUERTE|259394.07|92.08|0.04
196|Caribe|Atrato - Darién|Río Bebaramá y otros Directos Atrato (md)|CHOCÓ|MEDIO ATRATO (Beté)|259394.07|102402.4|39.48
196|Caribe|Atrato - Darién|Río Bebaramá y otros Directos Atrato (md)|CHOCÓ|QUIBDÓ|259394.07|156286.44|60.25
197|Caribe|Atrato - Darién|Río Quito|CHOCÓ|BAGADÓ|181271|11.92|0.01
197|Caribe|Atrato - Darién|Río Quito|CHOCÓ|TADÓ|181271|208.95|0.12
197|Caribe|Atrato - Darién|Río Quito|CHOCÓ|LLORÓ|181271|2171.61|1.2
197|Caribe|Atrato - Darién|Río Quito|CHOCÓ|ISTMINA|181271|16629.59|9.17
197|Caribe|Atrato - Darién|Río Quito|CHOCÓ|CERTEGUI|181271|27816.09|15.35
197|Caribe|Atrato - Darién|Río Quito|CHOCÓ|EL CANTÓN DEL SAN PABLO|181271|30888.9|17.04
197|Caribe|Atrato - Darién|Río Quito|CHOCÓ|RÍO QUITO (Paimadó)|181271|68248.48|37.65
197|Caribe|Atrato - Darién|Río Quito|CHOCÓ|MEDIO BAUDÓ (Boca de Pepé)|181271|12.84|0.01
197|Caribe|Atrato - Darién|Río Quito|CHOCÓ|ATRATO (Yuto)|181271|19187.33|10.59
197|Caribe|Atrato - Darién|Río Quito|CHOCÓ|UNIÓN PANAMERICANA (Ánimas)|181271|14572.81|8.04
197|Caribe|Atrato - Darién|Río Quito|CHOCÓ|ALTO BAUDÓ (Pie de Pató)|181271|342.35|0.19
197|Caribe|Atrato - Darién|Río Quito|CHOCÓ|QUIBDÓ|181271|1180.13|0.65
198|Caribe|Atrato - Darién|Alto Atrato|CHOCÓ|BAGADÓ|166531.63|352.43|0.21
198|Caribe|Atrato - Darién|Alto Atrato|CHOCÓ|EL CARMEN|166531.63|80676.2|48.45
198|Caribe|Atrato - Darién|Alto Atrato|ANTIOQUIA|SALGAR|166531.63|457.83|0.28
198|Caribe|Atrato - Darién|Alto Atrato|ANTIOQUIA|URRAO|166531.63|120.9|0.07
198|Caribe|Atrato - Darién|Alto Atrato|ANTIOQUIA|CIUDAD BOLÍVAR|166531.63|1710.68|1.03
198|Caribe|Atrato - Darién|Alto Atrato|ANTIOQUIA|BETANIA|166531.63|236.48|0.14
198|Caribe|Atrato - Darién|Alto Atrato|CHOCÓ|LLORÓ|166531.63|76332.6|45.84
198|Caribe|Atrato - Darién|Alto Atrato|CHOCÓ|CERTEGUI|166531.63|4670.84|2.81
198|Caribe|Atrato - Darién|Alto Atrato|CHOCÓ|ATRATO (Yuto)|166531.63|103.13|0.06
198|Caribe|Atrato - Darién|Alto Atrato|CHOCÓ|QUIBDÓ|166531.63|1870.55|1.12
199|Caribe|Atrato - Darién|Río Andágueda|CHOCÓ|BAGADÓ|90055.71|79595.28|88.38
199|Caribe|Atrato - Darién|Río Andágueda|CHOCÓ|EL CARMEN|90055.71|24.15|0.03
199|Caribe|Atrato - Darién|Río Andágueda|ANTIOQUIA|ANDES|90055.71|197.5|0.22
199|Caribe|Atrato - Darién|Río Andágueda|CHOCÓ|TADÓ|90055.71|158.08|0.18
199|Caribe|Atrato - Darién|Río Andágueda|ANTIOQUIA|BETANIA|90055.71|38.63|0.04
199|Caribe|Atrato - Darién|Río Andágueda|RISARALDA|PUEBLO RICO|90055.71|368.72|0.41
199|Caribe|Atrato - Darién|Río Andágueda|RISARALDA|MISTRATÓ|90055.71|169.81|0.19
199|Caribe|Atrato - Darién|Río Andágueda|CHOCÓ|LLORÓ|90055.71|2233.2|2.48
199|Caribe|Atrato - Darién|Río Andágueda|CHOCÓ|CERTEGUI|90055.71|7270.33|8.07
200|Pacifico|Pacífico - Directos|Directos Pacifico Frontera Panamá|CHOCÓ|BOJAYÁ (Bellavista)|423794.42|1267.98|0.3
200|Pacifico|Pacífico - Directos|Directos Pacifico Frontera Panamá|CHOCÓ|MEDIO BAUDÓ (Boca de Pepé)|423794.42|7512.44|1.77
200|Pacifico|Pacífico - Directos|Directos Pacifico Frontera Panamá|CHOCÓ|BAJO BAUDÓ  (Pizarro)|423794.42|120361.47|28.4
200|Pacifico|Pacífico - Directos|Directos Pacifico Frontera Panamá|CHOCÓ|ALTO BAUDÓ (Pie de Pató)|423794.42|1885.37|0.45
200|Pacifico|Pacífico - Directos|Directos Pacifico Frontera Panamá|CHOCÓ|NUQUÍ|423794.42|71491.54|16.87
200|Pacifico|Pacífico - Directos|Directos Pacifico Frontera Panamá|CHOCÓ|BAHÍA SOLANO (Mutis)|423794.42|88498.4|20.88
200|Pacifico|Pacífico - Directos|Directos Pacifico Frontera Panamá|CHOCÓ|CARMEN DEL DARIÉN  (Curbaradó)|423794.42|540.02|0.13
200|Pacifico|Pacífico - Directos|Directos Pacifico Frontera Panamá|CHOCÓ|RIOSUCIO|423794.42|3857.44|0.91
200|Pacifico|Pacífico - Directos|Directos Pacifico Frontera Panamá|CHOCÓ|JURADÓ|423794.42|128379.08|30.29
201|Caribe|Caribe - Guajira|Río Ancho y Otros Directos al caribe|LA GUAJIRA|DIBULLA|195536.44|155890.5|79.73
201|Caribe|Caribe - Guajira|Río Ancho y Otros Directos al caribe|LA GUAJIRA|SAN JUAN DEL CESAR|195536.44|127.09|0.07
201|Caribe|Caribe - Guajira|Río Ancho y Otros Directos al caribe|MAGDALENA|SANTA MARTA (Distrito Turístico Cultural e Histórico)|195536.44|38434.03|19.66
201|Caribe|Caribe - Guajira|Río Ancho y Otros Directos al caribe|MAGDALENA|ARACATACA|195536.44|643.39|0.33
201|Caribe|Caribe - Guajira|Río Ancho y Otros Directos al caribe|CESAR|VALLEDUPAR|195536.44|429.61|0.22
201|Caribe|Caribe - Guajira|Río Ancho y Otros Directos al caribe|LA GUAJIRA|RIOHACHA|195536.44|11.81|0.01
202|Caribe|Caribe - Guajira|Río Ranchería|LA GUAJIRA|DIBULLA|428354.96|87.53|0.02
202|Caribe|Caribe - Guajira|Río Ranchería|LA GUAJIRA|SAN JUAN DEL CESAR|428354.96|43636.9|10.19
202|Caribe|Caribe - Guajira|Río Ranchería|LA GUAJIRA|RIOHACHA|428354.96|130313.26|30.42
202|Caribe|Caribe - Guajira|Río Ranchería|LA GUAJIRA|EL MOLINO|428354.96|5916.81|1.38
202|Caribe|Caribe - Guajira|Río Ranchería|LA GUAJIRA|FONSECA|428354.96|47080.95|10.99
202|Caribe|Caribe - Guajira|Río Ranchería|LA GUAJIRA|BARRANCAS|428354.96|79866.04|18.65
202|Caribe|Caribe - Guajira|Río Ranchería|LA GUAJIRA|HATO NUEVO|428354.96|21491.69|5.02
202|Caribe|Caribe - Guajira|Río Ranchería|LA GUAJIRA|ALBANIA|428354.96|46246.14|10.8
202|Caribe|Caribe - Guajira|Río Ranchería|LA GUAJIRA|MAICAO|428354.96|9829.16|2.3
202|Caribe|Caribe - Guajira|Río Ranchería|LA GUAJIRA|MANAURE|428354.96|20689.38|4.83
202|Caribe|Caribe - Guajira|Río Ranchería|LA GUAJIRA|DISTRACCIÓN|428354.96|23182.01|5.41
203|Caribe|Caribe - Guajira|Río Don Diego|MAGDALENA|CIÉNAGA|54191.83|394.31|0.73
203|Caribe|Caribe - Guajira|Río Don Diego|MAGDALENA|SANTA MARTA (Distrito Turístico Cultural e Histórico)|54191.83|53784.66|99.25
203|Caribe|Caribe - Guajira|Río Don Diego|MAGDALENA|ARACATACA|54191.83|12.85|0.02
204|Caribe|Caribe - Guajira|Río Tapias|LA GUAJIRA|DIBULLA|107824.21|19412.79|18
204|Caribe|Caribe - Guajira|Río Tapias|LA GUAJIRA|SAN JUAN DEL CESAR|107824.21|1.29|0
204|Caribe|Caribe - Guajira|Río Tapias|LA GUAJIRA|RIOHACHA|107824.21|88395.96|81.98
204|Caribe|Caribe - Guajira|Río Tapias|LA GUAJIRA|DISTRACCIÓN|107824.21|14.16|0.01
205|Pacifico|Baudó - Directos Pacifico|Río Baudó|CHOCÓ|BOJAYÁ (Bellavista)|404681.39|62.22|0.02
205|Pacifico|Baudó - Directos Pacifico|Río Baudó|CHOCÓ|ISTMINA|404681.39|1551.36|0.38
205|Pacifico|Baudó - Directos Pacifico|Río Baudó|CHOCÓ|EL CANTÓN DEL SAN PABLO|404681.39|6930.79|1.71
205|Pacifico|Baudó - Directos Pacifico|Río Baudó|CHOCÓ|RÍO QUITO (Paimadó)|404681.39|384.61|0.1
205|Pacifico|Baudó - Directos Pacifico|Río Baudó|CHOCÓ|MEDIO BAUDÓ (Boca de Pepé)|404681.39|130552.19|32.26
205|Pacifico|Baudó - Directos Pacifico|Río Baudó|CHOCÓ|BAJO BAUDÓ  (Pizarro)|404681.39|60159.88|14.87
205|Pacifico|Baudó - Directos Pacifico|Río Baudó|CHOCÓ|ALTO BAUDÓ (Pie de Pató)|404681.39|203630.15|50.32
205|Pacifico|Baudó - Directos Pacifico|Río Baudó|CHOCÓ|NUQUÍ|404681.39|944.06|0.23
205|Pacifico|Baudó - Directos Pacifico|Río Baudó|CHOCÓ|QUIBDÓ|404681.39|443.52|0.11
205|Pacifico|Baudó - Directos Pacifico|Río Baudó|CHOCÓ|BAHÍA SOLANO (Mutis)|404681.39|22.6|0.01
206|Pacifico|San Juán|Río Tamaná y otros Directos San Juan|VALLE DEL CAUCA|EL AGUILA|282152.77|137.67|0.05
206|Pacifico|San Juán|Río Tamaná y otros Directos San Juan|VALLE DEL CAUCA|EL CAIRO|282152.77|393.14|0.14
206|Pacifico|San Juán|Río Tamaná y otros Directos San Juan|RISARALDA|APÍA|282152.77|47.33|0.02
206|Pacifico|San Juán|Río Tamaná y otros Directos San Juan|CHOCÓ|CONDOTO|282152.77|46585.69|16.51
206|Pacifico|San Juán|Río Tamaná y otros Directos San Juan|CHOCÓ|RÍO IRÓ (Santa Rita)|282152.77|25566.47|9.06
206|Pacifico|San Juán|Río Tamaná y otros Directos San Juan|CHOCÓ|TADÓ|282152.77|424.69|0.15
206|Pacifico|San Juán|Río Tamaná y otros Directos San Juan|RISARALDA|LA CELIA|282152.77|60.04|0.02
206|Pacifico|San Juán|Río Tamaná y otros Directos San Juan|RISARALDA|SANTUARIO|282152.77|301.61|0.11
206|Pacifico|San Juán|Río Tamaná y otros Directos San Juan|RISARALDA|PUEBLO RICO|282152.77|483.84|0.17
206|Pacifico|San Juán|Río Tamaná y otros Directos San Juan|CHOCÓ|SAN JOSÉ DEL PALMAR|282152.77|156363.24|55.42
206|Pacifico|San Juán|Río Tamaná y otros Directos San Juan|CHOCÓ|SIPÍ|282152.77|36.83|0.01
206|Pacifico|San Juán|Río Tamaná y otros Directos San Juan|CHOCÓ|NÓVITA|282152.77|31521.25|11.17
206|Pacifico|San Juán|Río Tamaná y otros Directos San Juan|CHOCÓ|MEDIO SAN JUAN (Andagoya)|282152.77|19970.41|7.08
206|Pacifico|San Juán|Río Tamaná y otros Directos San Juan|CHOCÓ|ISTMINA|282152.77|260.57|0.09
207|Pacifico|San Juán|Río San Juan Alto|RISARALDA|APÍA|205131.02|383.04|0.19
207|Pacifico|San Juán|Río San Juan Alto|CHOCÓ|CONDOTO|205131.02|27.56|0.01
207|Pacifico|San Juán|Río San Juan Alto|CHOCÓ|BAGADÓ|205131.02|536.08|0.26
207|Pacifico|San Juán|Río San Juan Alto|CHOCÓ|RÍO IRÓ (Santa Rita)|205131.02|3482.29|1.7
207|Pacifico|San Juán|Río San Juan Alto|ANTIOQUIA|JARDÍN|205131.02|12.78|0.01
207|Pacifico|San Juán|Río San Juan Alto|ANTIOQUIA|ANDES|205131.02|202.44|0.1
207|Pacifico|San Juán|Río San Juan Alto|CHOCÓ|TADÓ|205131.02|74757.31|36.44
207|Pacifico|San Juán|Río San Juan Alto|RISARALDA|BELÉN DE UMBRÍA|205131.02|51.58|0.03
207|Pacifico|San Juán|Río San Juan Alto|RISARALDA|PUEBLO RICO|205131.02|61304.23|29.89
207|Pacifico|San Juán|Río San Juan Alto|RISARALDA|MISTRATÓ|205131.02|47029.28|22.93
207|Pacifico|San Juán|Río San Juan Alto|CHOCÓ|SAN JOSÉ DEL PALMAR|205131.02|210.75|0.1
207|Pacifico|San Juán|Río San Juan Alto|CALDAS|RIOSUCIO|205131.02|55.77|0.03
207|Pacifico|San Juán|Río San Juan Alto|CHOCÓ|MEDIO SAN JUAN (Andagoya)|205131.02|628.91|0.31
207|Pacifico|San Juán|Río San Juan Alto|CHOCÓ|ISTMINA|205131.02|11444.92|5.58
207|Pacifico|San Juán|Río San Juan Alto|CHOCÓ|CERTEGUI|205131.02|963.74|0.47
207|Pacifico|San Juán|Río San Juan Alto|CHOCÓ|UNIÓN PANAMERICANA (Ánimas)|205131.02|4040.34|1.97
208|Pacifico|Baudó - Directos Pacifico|Río Docampadó y Directos Pacífico|CHOCÓ|ISTMINA|190102.48|912.26|0.48
208|Pacifico|Baudó - Directos Pacifico|Río Docampadó y Directos Pacífico|CHOCÓ|MEDIO BAUDÓ (Boca de Pepé)|190102.48|105.58|0.06
208|Pacifico|Baudó - Directos Pacifico|Río Docampadó y Directos Pacífico|CHOCÓ|EL LITORAL DEL SAN JUAN|190102.48|29324.01|15.43
208|Pacifico|Baudó - Directos Pacifico|Río Docampadó y Directos Pacífico|CHOCÓ|BAJO BAUDÓ  (Pizarro)|190102.48|159760.63|84.04
209|Pacifico|San Juán|Río San Juan Medio|CHOCÓ|MEDIO SAN JUAN (Andagoya)|93243.59|10415.94|11.17
209|Pacifico|San Juán|Río San Juan Medio|CHOCÓ|ISTMINA|93243.59|81833.04|87.76
209|Pacifico|San Juán|Río San Juan Medio|CHOCÓ|MEDIO BAUDÓ (Boca de Pepé)|93243.59|351.67|0.38
209|Pacifico|San Juán|Río San Juan Medio|CHOCÓ|BAJO BAUDÓ  (Pizarro)|93243.59|642.94|0.69
210|Pacifico|San Juán|Río Cajón|CHOCÓ|SIPÍ|74136.59|292.2|0.39
210|Pacifico|San Juán|Río Cajón|CHOCÓ|NÓVITA|74136.59|62575.68|84.41
210|Pacifico|San Juán|Río Cajón|CHOCÓ|MEDIO SAN JUAN (Andagoya)|74136.59|11257.64|15.19
210|Pacifico|San Juán|Río Cajón|CHOCÓ|ISTMINA|74136.59|11.08|0.02
211|Pacifico|San Juán|Río Sipí|VALLE DEL CAUCA|EL AGUILA|302200.55|19.2|0.01
211|Pacifico|San Juán|Río Sipí|VALLE DEL CAUCA|ANSERMANUEVO|302200.55|240.2|0.08
211|Pacifico|San Juán|Río Sipí|VALLE DEL CAUCA|EL CAIRO|302200.55|20851.9|6.9
211|Pacifico|San Juán|Río Sipí|VALLE DEL CAUCA|ARGELIA|302200.55|8945.69|2.96
211|Pacifico|San Juán|Río Sipí|VALLE DEL CAUCA|TORO|302200.55|141.39|0.05
211|Pacifico|San Juán|Río Sipí|VALLE DEL CAUCA|VERSALLES|302200.55|23152.51|7.66
211|Pacifico|San Juán|Río Sipí|VALLE DEL CAUCA|EL DOVIO|302200.55|20707.34|6.85
211|Pacifico|San Juán|Río Sipí|VALLE DEL CAUCA|LA UNIÓN|302200.55|713.86|0.24
211|Pacifico|San Juán|Río Sipí|VALLE DEL CAUCA|ROLDANILLO|302200.55|6431.71|2.13
211|Pacifico|San Juán|Río Sipí|VALLE DEL CAUCA|BOLÍVAR|302200.55|55197.66|18.27
211|Pacifico|San Juán|Río Sipí|VALLE DEL CAUCA|TRUJILLO|302200.55|6352.25|2.1
211|Pacifico|San Juán|Río Sipí|CHOCÓ|SAN JOSÉ DEL PALMAR|302200.55|317.12|0.11
211|Pacifico|San Juán|Río Sipí|CHOCÓ|SIPÍ|302200.55|156728.28|51.86
211|Pacifico|San Juán|Río Sipí|CHOCÓ|NÓVITA|302200.55|369.43|0.12
211|Pacifico|San Juán|Río Sipí|CHOCÓ|MEDIO SAN JUAN (Andagoya)|302200.55|1703.88|0.56
211|Pacifico|San Juán|Río Sipí|CHOCÓ|ISTMINA|302200.55|85.73|0.03
211|Pacifico|San Juán|Río Sipí|CHOCÓ|EL LITORAL DEL SAN JUAN|302200.55|242.4|0.08
212|Pacifico|San Juán|Río Capoma y otros directos al San Juan|VALLE DEL CAUCA|BOLÍVAR|242190.48|79.33|0.03
212|Pacifico|San Juán|Río Capoma y otros directos al San Juan|VALLE DEL CAUCA|TRUJILLO|242190.48|22.92|0.01
212|Pacifico|San Juán|Río Capoma y otros directos al San Juan|VALLE DEL CAUCA|RIOFRÍO|242190.48|35.07|0.01
212|Pacifico|San Juán|Río Capoma y otros directos al San Juan|VALLE DEL CAUCA|CALIMA (El Darién)|242190.48|10.83|0
212|Pacifico|San Juán|Río Capoma y otros directos al San Juan|CHOCÓ|SIPÍ|242190.48|500.18|0.21
212|Pacifico|San Juán|Río Capoma y otros directos al San Juan|CHOCÓ|MEDIO SAN JUAN (Andagoya)|242190.48|22368.23|9.24
212|Pacifico|San Juán|Río Capoma y otros directos al San Juan|CHOCÓ|ISTMINA|242190.48|69879.1|28.85
212|Pacifico|San Juán|Río Capoma y otros directos al San Juan|CHOCÓ|EL LITORAL DEL SAN JUAN|242190.48|149294.82|61.64
213|Pacifico|San Juán|Río Munguidó|VALLE DEL CAUCA|CALIMA (El Darién)|83114.95|482.08|0.58
213|Pacifico|San Juán|Río Munguidó|VALLE DEL CAUCA|BUENAVENTURA|83114.95|738.53|0.89
213|Pacifico|San Juán|Río Munguidó|CHOCÓ|EL LITORAL DEL SAN JUAN|83114.95|81894.35|98.53
214|Pacifico|San Juán|Ríos Calima y  Bajo San Juan|VALLE DEL CAUCA|RIOFRÍO|353124.91|165.02|0.05
214|Pacifico|San Juán|Ríos Calima y  Bajo San Juan|VALLE DEL CAUCA|YOTOCO|353124.91|440.32|0.13
214|Pacifico|San Juán|Ríos Calima y  Bajo San Juan|VALLE DEL CAUCA|CALIMA (El Darién)|353124.91|79573.49|22.53
214|Pacifico|San Juán|Ríos Calima y  Bajo San Juan|VALLE DEL CAUCA|RESTREPO|353124.91|63.78|0.02
214|Pacifico|San Juán|Ríos Calima y  Bajo San Juan|VALLE DEL CAUCA|DAGUA|353124.91|46.28|0.01
214|Pacifico|San Juán|Ríos Calima y  Bajo San Juan|VALLE DEL CAUCA|LA CUMBRE|353124.91|0.26|0
214|Pacifico|San Juán|Ríos Calima y  Bajo San Juan|CHOCÓ|ISTMINA|353124.91|5652.64|1.6
214|Pacifico|San Juán|Ríos Calima y  Bajo San Juan|VALLE DEL CAUCA|BUENAVENTURA|353124.91|114977.11|32.56
214|Pacifico|San Juán|Ríos Calima y  Bajo San Juan|CHOCÓ|EL LITORAL DEL SAN JUAN|353124.91|151773.81|42.98
214|Pacifico|San Juán|Ríos Calima y  Bajo San Juan|CHOCÓ|BAJO BAUDÓ  (Pizarro)|353124.91|432.2|0.12
215|Pacifico|Tapaje - Dagua - Directos|Dagua - Buenaventura - Bahia Málaga|VALLE DEL CAUCA|YOTOCO|196067.24|2285.87|1.17
215|Pacifico|Tapaje - Dagua - Directos|Dagua - Buenaventura - Bahia Málaga|VALLE DEL CAUCA|VIJES|196067.24|6645.82|3.39
215|Pacifico|Tapaje - Dagua - Directos|Dagua - Buenaventura - Bahia Málaga|VALLE DEL CAUCA|YUMBO|196067.24|154.53|0.08
215|Pacifico|Tapaje - Dagua - Directos|Dagua - Buenaventura - Bahia Málaga|VALLE DEL CAUCA|CALIMA (El Darién)|196067.24|317.46|0.16
215|Pacifico|Tapaje - Dagua - Directos|Dagua - Buenaventura - Bahia Málaga|VALLE DEL CAUCA|RESTREPO|196067.24|13480.86|6.88
215|Pacifico|Tapaje - Dagua - Directos|Dagua - Buenaventura - Bahia Málaga|VALLE DEL CAUCA|CALI|196067.24|73.18|0.04
215|Pacifico|Tapaje - Dagua - Directos|Dagua - Buenaventura - Bahia Málaga|VALLE DEL CAUCA|DAGUA|196067.24|64764.82|33.03
215|Pacifico|Tapaje - Dagua - Directos|Dagua - Buenaventura - Bahia Málaga|VALLE DEL CAUCA|LA CUMBRE|196067.24|25440.96|12.98
215|Pacifico|Tapaje - Dagua - Directos|Dagua - Buenaventura - Bahia Málaga|VALLE DEL CAUCA|BUENAVENTURA|196067.24|82608.71|42.13
216|Pacifico|Tapaje - Dagua - Directos|Río Naya - Yurumanguí|CAUCA|BUENOS AIRES|265758.05|204.94|0.08
